camera_id,packet_seq_num,msg_hdr_seq_nsec,t0_imgpub_sec,t0_imgpub_nsec,t1_segnode_cb_sec,t1_segnode_cb_nsec,t2_segnode_batchstart_sec,t2_segnode_batchstart_nsec,t3_segnode_respub_sec,t3_segnode_respub_nsec,t4_segsub_resrecv_sec,t4_segsub_resrecv_nsec,lat_imgpub_to_cb_ms,lat_cb_to_batch_start_ms,lat_batch_start_to_res_pub_ms,lat_res_pub_to_res_recv_ms,lat_segnode_cb_to_segsub_recv_ms,lat_total_e2e_ms,offset_T0_front_vs_left_ms,offset_T0_right_vs_left_ms,lost_pkts_since_last,total_lost_pkts_cam
left,0,679521766,195349,679521766,195349,679521766,195349,711113655,195349,725733596,195349,739995412,0.000,31.592,14.620,14.262,60.474,60.474,,,0,0
front,0,699967902,195349,699967902,195349,699967902,195349,722447667,195349,733020886,195349,746519528,0.000,22.480,10.573,13.499,46.552,46.552,,,0,0
right,0,720122348,195349,720122348,195349,720122348,195349,751963577,195349,762943445,195349,776009411,0.000,31.841,10.980,13.066,55.887,55.887,,,0,0
left,0,779705979,195349,779705979,195349,779705979,195349,796205383,195349,805752399,195349,828069438,0.000,16.499,9.547,22.317,48.363,48.363,,,0,0
front,0,798452932,195349,798452932,195349,798452932,195349,824173204,195349,832502807,195349,865810269,0.000,25.720,8.330,33.307,67.357,67.357,,,0,0
right,0,810534754,195349,810534754,195349,810534754,195349,836412907,195349,842742950,195349,875265609,0.000,25.878,6.330,32.523,64.731,64.731,,,0,0
front,0,894773482,195349,894773482,195349,894773482,195349,920466980,195349,930471343,195349,952366402,0.000,25.693,10.004,21.895,57.593,57.593,,,0,0
left,0,876677389,195349,876677389,195349,876677389,195349,915502315,195349,926008830,195349,958466794,0.000,38.825,10.507,32.458,81.789,81.789,,,0,0
left,0,973638483,195349,973638483,195349,973638483,195350,000011055,195350,010715334,195350,011506397,0.000,26.373,10.704,0.791,37.868,37.868,,,0,0
front,0,984655396,195349,984655396,195349,984655396,195350,000441730,195350,013687058,195350,024700943,0.000,15.786,13.245,11.014,40.046,40.046,,,0,0
right,0,911159388,195349,911159388,195349,911159388,195349,917023783,195349,926522556,195350,030627620,0.000,5.864,9.499,104.105,119.468,119.468,,,0,0
right,0,994067726,195349,994067726,195349,994067726,195349,999719852,195350,006929454,195350,041282271,0.000,5.652,7.210,34.353,47.215,47.215,,,0,0
left,0,76266619,195350,076266619,195350,076266619,195350,093194420,195350,104324479,195350,116321128,0.000,16.928,11.130,11.997,40.055,40.055,,,0,0
front,0,87207364,195350,087207364,195350,087207364,195350,092980564,195350,106994930,195350,118941511,0.000,5.773,14.014,11.947,31.734,31.734,,,0,0
right,0,98897953,195350,098897953,195350,098897953,195350,104381850,195350,111979227,195350,123341367,0.000,5.484,7.597,11.362,24.443,24.443,,,0,0
front,0,183349248,195350,183349248,195350,183349248,195350,188888773,195350,200514985,195350,212096358,0.000,5.540,11.626,11.581,28.747,28.747,,,0,0
left,0,172487631,195350,172487631,195350,172487631,195350,189054374,195350,201540983,195350,223816747,0.000,16.567,12.487,22.276,51.329,51.329,,,0,0
right,0,194796858,195350,194796858,195350,194796858,195350,209481542,195350,216655993,195350,228105032,0.000,14.685,7.174,11.449,33.308,33.308,,,0,0
left,0,279792124,195350,279792124,195350,279792124,195350,329141595,195350,338986307,195350,350368284,0.000,49.349,9.845,11.382,70.576,70.576,,,0,0
front,0,296342559,195350,296342559,195350,296342559,195350,332289338,195350,342151748,195350,364361028,0.000,35.947,9.862,22.209,68.018,68.018,,,0,0
right,0,305336062,195350,305336062,195350,305336062,195350,361851954,195350,368240370,195350,369120045,0.000,56.516,6.388,0.880,63.784,63.784,,,0,0
front,0,384826389,195350,384826389,195350,384826389,195350,391051768,195350,403915605,195350,404624869,0.000,6.225,12.864,0.709,19.798,19.798,,,0,0
right,0,396612271,195350,396612271,195350,396612271,195350,402182746,195350,408871352,195350,409606814,0.000,5.570,6.689,0.735,12.995,12.995,,,0,0
left,0,373721527,195350,373721527,195350,373721527,195350,390572902,195350,401519679,195350,412740859,0.000,16.851,10.947,11.221,39.019,39.019,,,0,0
front,0,487085812,195350,487085812,195350,487085812,195350,531308975,195350,541486920,195350,553065386,0.000,44.223,10.178,11.578,65.980,65.980,,,0,0
left,0,476076278,195350,476076278,195350,476076278,195350,524915853,195350,534881051,195350,556993853,0.000,48.840,9.965,22.113,80.918,80.918,,,0,0
right,0,496237979,195350,496237979,195350,496237979,195350,552375282,195350,560320469,195350,582825768,0.000,56.137,7.945,22.505,86.588,86.588,,,0,0
left,0,579701141,195350,579701141,195350,579701141,195350,626673788,195350,635886274,195350,647343441,0.000,46.973,9.212,11.457,67.642,67.642,,,0,0
front,0,596980244,195350,596980244,195350,596980244,195350,642434644,195350,652434136,195350,674783874,0.000,45.454,9.999,22.350,77.804,77.804,,,0,0
right,0,613683313,195350,613683313,195350,613683313,195350,648873617,195350,655436486,195350,677305442,0.000,35.190,6.563,21.869,63.622,63.622,,,0,0
left,0,674994205,195350,674994205,195350,674994205,195350,682588876,195350,694592898,195350,695629936,0.000,7.595,12.004,1.037,20.636,20.636,,,0,0
front,0,687644918,195350,687644918,195350,687644918,195350,691092421,195350,701797902,195350,712925313,0.000,3.448,10.705,11.127,25.280,25.280,,,0,0
right,0,700747143,195350,700747143,195350,700747143,195350,714614157,195350,721168115,195350,721787780,0.000,13.867,6.554,0.620,21.041,21.041,,,0,0
front,0,796781880,195350,796781880,195350,796781880,195350,811482853,195350,821449467,195350,822225692,0.000,14.701,9.967,0.776,25.444,25.444,,,0,0
