camera_id,packet_seq_num,msg_hdr_seq_nsec,t0_imgpub_sec,t0_imgpub_nsec,t1_segnode_cb_sec,t1_segnode_cb_nsec,t2_segnode_batchstart_sec,t2_segnode_batchstart_nsec,t3_segnode_respub_sec,t3_segnode_respub_nsec,t4_segsub_resrecv_sec,t4_segsub_resrecv_nsec,lat_imgpub_to_cb_ms,lat_cb_to_batch_start_ms,lat_batch_start_to_res_pub_ms,lat_res_pub_to_res_recv_ms,lat_segnode_cb_to_segsub_recv_ms,lat_total_e2e_ms,offset_T0_front_vs_left_ms,offset_T0_right_vs_left_ms,lost_pkts_since_last,total_lost_pkts_cam
left,0,919479846,196680,919479846,196680,919479846,196680,941189140,196680,954972726,196680,958841081,0.000,21.709,13.784,3.868,39.361,39.361,,,0,0
front,0,942930582,196680,942930582,196680,942930582,196680,962831432,196680,973152656,196680,976120323,0.000,19.901,10.321,2.968,33.190,33.190,,,0,0
right,0,962486239,196680,962486239,196680,962486239,196680,979137519,196680,988828018,196680,990555207,0.000,16.651,9.690,1.727,28.069,28.069,,,0,0
left,0,19343185,196681,019343185,196681,019343185,196681,037696494,196681,044608400,196681,046086933,0.000,18.353,6.912,1.479,26.744,26.744,,,0,0
front,0,37407382,196681,037407382,196681,037407382,196681,058768774,196681,066103607,196681,067460333,0.000,21.361,7.335,1.357,30.053,30.053,,,0,0
right,0,50779209,196681,050779209,196681,050779209,196681,066889106,196681,073597075,196681,074597211,0.000,16.110,6.708,1.000,23.818,23.818,,,0,0
left,0,119409768,196681,119409768,196681,119409768,196681,136915032,196681,143342150,196681,144578866,0.000,17.505,6.427,1.237,25.169,25.169,,,0,0
front,0,139358108,196681,139358108,196681,139358108,196681,153022109,196681,160059635,196681,161986258,0.000,13.664,7.038,1.927,22.628,22.628,,,0,0
right,0,151976732,196681,151976732,196681,151976732,196681,172615461,196681,178881544,196681,179986144,0.000,20.639,6.266,1.105,28.009,28.009,,,0,0
left,0,212620333,196681,212620333,196681,212620333,196681,232176191,196681,239186429,196681,240542894,0.000,19.556,7.010,1.356,27.923,27.923,,,0,0
front,0,226011208,196681,226011208,196681,226011208,196681,242846529,196681,250938870,196681,252893610,0.000,16.835,8.092,1.955,26.882,26.882,,,0,0
right,0,241510420,196681,241510420,196681,241510420,196681,263445663,196681,269751260,196681,270951769,0.000,21.935,6.306,1.201,29.441,29.441,,,0,0
left,0,319430210,196681,319430210,196681,319430210,196681,338842025,196681,345375055,196681,346773873,0.000,19.412,6.533,1.399,27.344,27.344,,,0,0
front,0,340451094,196681,340451094,196681,340451094,196681,362083243,196681,369319841,196681,370677904,0.000,21.632,7.237,1.358,30.227,30.227,,,0,0
right,0,353762196,196681,353762196,196681,353762196,196681,371732663,196681,379072624,196681,381054093,0.000,17.970,7.340,1.981,27.292,27.292,,,0,0
left,0,412466326,196681,412466326,196681,412466326,196681,429859316,196681,436492777,196681,438135418,0.000,17.393,6.633,1.643,25.669,25.669,,,0,0
front,0,428229824,196681,428229824,196681,428229824,196681,444404388,196681,451485512,196681,452742642,0.000,16.175,7.081,1.257,24.513,24.513,,,0,0
right,0,441677468,196681,441677468,196681,441677468,196681,459732095,196681,467588092,196681,468682778,0.000,18.055,7.856,1.095,27.005,27.005,,,0,0
left,0,519277877,196681,519277877,196681,519277877,196681,540335521,196681,546844362,196681,548480605,0.000,21.058,6.509,1.636,29.203,29.203,,,0,0
front,0,539660426,196681,539660426,196681,539660426,196681,554226019,196681,560591095,196681,561645846,0.000,14.566,6.365,1.055,21.985,21.985,,,0,0
right,0,553246362,196681,553246362,196681,553246362,196681,574465908,196681,580858702,196681,581916800,0.000,21.220,6.393,1.058,28.670,28.670,,,0,0
left,0,619123672,196681,619123672,196681,619123672,196681,639757981,196681,646607691,196681,647894886,0.000,20.634,6.850,1.287,28.771,28.771,,,0,0
front,0,639527414,196681,639527414,196681,639527414,196681,658901756,196681,665692547,196681,666892380,0.000,19.374,6.791,1.200,27.365,27.365,,,0,0
right,0,652909839,196681,652909839,196681,652909839,196681,668090297,196681,675211440,196681,676285095,0.000,15.180,7.121,1.074,23.375,23.375,,,0,0
left,0,719703666,196681,719703666,196681,719703666,196681,738128276,196681,744933368,196681,746495548,0.000,18.425,6.805,1.562,26.792,26.792,,,0,0
front,0,739776242,196681,739776242,196681,739776242,196681,760631408,196681,768254029,196681,770512548,0.000,20.855,7.623,2.259,30.736,30.736,,,0,0
right,0,753200563,196681,753200563,196681,753200563,196681,769489783,196681,776161724,196681,777229509,0.000,16.289,6.672,1.068,24.029,24.029,,,0,0
left,0,813878229,196681,813878229,196681,813878229,196681,833327470,196681,840614640,196681,842325797,0.000,19.449,7.287,1.711,28.448,28.448,,,0,0
front,0,829435564,196681,829435564,196681,829435564,196681,846979105,196681,855178114,196681,857070525,0.000,17.544,8.199,1.892,27.635,27.635,,,0,0
right,0,845417964,196681,845417964,196681,845417964,196681,867146854,196681,873872822,196681,875363636,0.000,21.729,6.726,1.491,29.946,29.946,,,0,0
left,0,914541878,196681,914541878,196681,914541878,196681,934730265,196681,941606069,196681,942738125,0.000,20.188,6.876,1.132,28.196,28.196,,,0,0
front,0,934689017,196681,934689017,196681,934689017,196681,950961245,196681,958415792,196681,959620401,0.000,16.272,7.455,1.205,24.931,24.931,,,0,0
right,0,948298989,196681,948298989,196681,948298989,196681,962804185,196681,969404213,196681,970477860,0.000,14.505,6.600,1.074,22.179,22.179,,,0,0
left,0,17663049,196682,017663049,196682,017663049,196682,038385713,196682,045100938,196682,046423310,0.000,20.723,6.715,1.322,28.760,28.760,,,0,0
front,0,38119556,196682,038119556,196682,038119556,196682,049579386,196682,056121216,196682,057263364,0.000,11.460,6.542,1.142,19.144,19.144,,,0,0
right,0,51856097,196682,051856097,196682,051856097,196682,063233421,196682,070258067,196682,071271438,0.000,11.377,7.025,1.013,19.415,19.415,,,0,0
left,0,119396782,196682,119396782,196682,119396782,196682,134333763,196682,140856351,196682,142387896,0.000,14.937,6.523,1.532,22.991,22.991,,,0,0
front,0,138605433,196682,138605433,196682,138605433,196682,156648967,196682,163462788,196682,166156654,0.000,18.044,6.814,2.694,27.551,27.551,,,0,0
right,0,151077768,196682,151077768,196682,151077768,196682,163176817,196682,169813908,196682,171332890,0.000,12.099,6.637,1.519,20.255,20.255,,,0,0
left,0,219270953,196682,219270953,196682,219270953,196682,239108682,196682,246119124,196682,248160918,0.000,19.838,7.010,2.042,28.890,28.890,,,0,0
front,0,239583791,196682,239583791,196682,239583791,196682,251429446,196682,257876162,196682,259362274,0.000,11.846,6.447,1.486,19.778,19.778,,,0,0
right,0,253349273,196682,253349273,196682,253349273,196682,274452750,196682,280882992,196682,282076774,0.000,21.103,6.430,1.194,28.728,28.728,,,0,0
left,0,319093395,196682,319093395,196682,319093395,196682,337435732,196682,344222387,196682,345398236,0.000,18.342,6.787,1.176,26.305,26.305,,,0,0
front,0,337509734,196682,337509734,196682,337509734,196682,353854913,196682,360422824,196682,361609536,0.000,16.345,6.568,1.187,24.100,24.100,,,0,0
right,0,357534506,196682,357534506,196682,357534506,196682,374354131,196682,380754660,196682,382236700,0.000,16.820,6.401,1.482,24.702,24.702,,,0,0
left,0,417300683,196682,417300683,196682,417300683,196682,437912225,196682,444698456,196682,446790433,0.000,20.612,6.786,2.092,29.490,29.490,,,0,0
front,0,431236157,196682,431236157,196682,431236157,196682,444231562,196682,451111429,196682,452366221,0.000,12.995,6.880,1.255,21.130,21.130,,,0,0
right,0,445072551,196682,445072551,196682,445072551,196682,459460207,196682,466727492,196682,469152336,0.000,14.388,7.267,2.425,24.080,24.080,,,0,0
left,0,513684768,196682,513684768,196682,513684768,196682,525561408,196682,532447926,196682,533819887,0.000,11.877,6.887,1.372,20.135,20.135,,,0,0
front,0,528383161,196682,528383161,196682,528383161,196682,542528858,196682,549324208,196682,550831257,0.000,14.146,6.795,1.507,22.448,22.448,,,0,0
right,0,541201642,196682,541201642,196682,541201642,196682,562395362,196682,569191089,196682,570511948,0.000,21.194,6.796,1.321,29.310,29.310,,,0,0
left,0,619384705,196682,619384705,196682,619384705,196682,632745653,196682,639498934,196682,641093730,0.000,13.361,6.753,1.595,21.709,21.709,,,0,0
front,0,634247630,196682,634247630,196682,634247630,196682,652575758,196682,660031912,196682,661958024,0.000,18.328,7.456,1.926,27.710,27.710,,,0,0
right,0,651427910,196682,651427910,196682,651427910,196682,670874457,196682,677334354,196682,678387060,0.000,19.447,6.460,1.053,26.959,26.959,,,0,0
left,0,714938579,196682,714938579,196682,714938579,196682,731108509,196682,737886141,196682,739189363,0.000,16.170,6.778,1.303,24.251,24.251,,,0,0
front,0,729330737,196682,729330737,196682,729330737,196682,742378398,196682,750020642,196682,751175788,0.000,13.048,7.642,1.155,21.845,21.845,,,0,0
right,0,743161985,196682,743161985,196682,743161985,196682,759607999,196682,766050658,196682,767050238,0.000,16.446,6.443,1.000,23.888,23.888,,,0,0
left,0,819331575,196682,819331575,196682,819331575,196682,845317521,196682,852125748,196682,853180561,0.000,25.986,6.808,1.055,33.849,33.849,,,0,0
front,0,845122096,196682,845122096,196682,845122096,196682,860713634,196682,867486127,196682,868528654,0.000,15.592,6.772,1.043,23.407,23.407,,,0,0
right,0,859278158,196682,859278158,196682,859278158,196682,873428456,196682,879592390,196682,880967894,0.000,14.150,6.164,1.376,21.690,21.690,,,0,0
left,0,916098690,196682,916098690,196682,916098690,196682,936601313,196682,943417196,196682,944630649,0.000,20.503,6.816,1.213,28.532,28.532,,,0,0
front,0,936611663,196682,936611663,196682,936611663,196682,958043684,196682,964735711,196682,966172157,0.000,21.432,6.692,1.436,29.560,29.560,,,0,0
right,0,949955339,196682,949955339,196682,949955339,196682,967625978,196682,973880179,196682,975042472,0.000,17.671,6.254,1.162,25.087,25.087,,,0,0
left,0,13630305,196683,013630305,196683,013630305,196683,027952697,196683,035226778,196683,036277316,0.000,14.322,7.274,1.051,22.647,22.647,,,0,0
front,0,27502950,196683,027502950,196683,027502950,196683,042466552,196683,049104463,196683,050414760,0.000,14.964,6.638,1.310,22.912,22.912,,,0,0
right,0,41959145,196683,041959145,196683,041959145,196683,056175580,196683,062438822,196683,063534989,0.000,14.216,6.263,1.096,21.576,21.576,,,0,0
left,0,119318783,196683,119318783,196683,119318783,196683,139583395,196683,146284240,196683,147542130,0.000,20.265,6.701,1.258,28.223,28.223,,,0,0
front,0,140283775,196683,140283775,196683,140283775,196683,155539119,196683,162275996,196683,164396081,0.000,15.255,6.737,2.120,24.112,24.112,,,0,0
right,0,154510040,196683,154510040,196683,154510040,196683,169377487,196683,175635149,196683,176631765,0.000,14.867,6.258,0.997,22.122,22.122,,,0,0
left,0,215230708,196683,215230708,196683,215230708,196683,236694817,196683,243191520,196683,244289525,0.000,21.464,6.497,1.098,29.059,29.059,,,0,0
front,0,229185839,196683,229185839,196683,229185839,196683,247565312,196683,254944873,196683,256402128,0.000,18.379,7.380,1.457,27.216,27.216,,,0,0
right,0,244581322,196683,244581322,196683,244581322,196683,260130606,196683,266436693,196683,267692198,0.000,15.549,6.306,1.256,23.111,23.111,,,0,0
left,0,314734431,196683,314734431,196683,314734431,196683,329615707,196683,336621111,196683,338067433,0.000,14.881,7.005,1.446,23.333,23.333,,,0,0
front,0,329342666,196683,329342666,196683,329342666,196683,344850949,196683,351521013,196683,352923582,0.000,15.508,6.670,1.403,23.581,23.581,,,0,0
right,0,343663898,196683,343663898,196683,343663898,196683,365457658,196683,371615118,196683,372775310,0.000,21.794,6.157,1.160,29.111,29.111,,,0,0
left,0,418921858,196683,418921858,196683,418921858,196683,436132349,196683,442737088,196683,444017430,0.000,17.210,6.605,1.280,25.096,25.096,,,0,0
