camera_id,packet_seq_num,msg_hdr_seq_nsec,t0_imgpub_sec,t0_imgpub_nsec,t1_segnode_cb_sec,t1_segnode_cb_nsec,t2_segnode_batchstart_sec,t2_segnode_batchstart_nsec,t3_segnode_respub_sec,t3_segnode_respub_nsec,t4_segsub_resrecv_sec,t4_segsub_resrecv_nsec,lat_imgpub_to_cb_ms,lat_cb_to_batch_start_ms,lat_batch_start_to_res_pub_ms,lat_res_pub_to_res_recv_ms,lat_segnode_cb_to_segsub_recv_ms,lat_total_e2e_ms,offset_T0_front_vs_left_ms,offset_T0_right_vs_left_ms,lost_pkts_since_last,total_lost_pkts_cam
left,0,127725060,196187,127725060,196187,127725060,196187,145730104,196187,160507091,196187,185961698,0.000,18.005,14.777,25.455,58.237,58.237,,,0,0
front,0,152116534,196187,152116534,196187,152116534,196187,174575705,196187,185761137,196187,199362171,0.000,22.459,11.185,13.601,47.246,47.246,,,0,0
right,0,168759089,196187,168759089,196187,168759089,196187,187752006,196187,198147477,196187,212102293,0.000,18.993,10.395,13.955,43.343,43.343,,,0,0
left,0,221689663,196187,221689663,196187,221689663,196187,238244978,196187,246491192,196187,247594368,0.000,16.555,8.246,1.103,25.905,25.905,,,0,0
front,0,237015390,196187,237015390,196187,237015390,196187,252268844,196187,259507416,196187,272057465,0.000,15.253,7.239,12.550,35.042,35.042,,,0,0
right,0,251964679,196187,251964679,196187,251964679,196187,273376372,196187,280051016,196187,302568438,0.000,21.412,6.675,22.517,50.604,50.604,,,0,0
left,0,327787907,196187,327787907,196187,327787907,196187,342860901,196187,349413875,196187,361125119,0.000,15.073,6.553,11.711,33.337,33.337,,,0,0
front,0,349223082,196187,349223082,196187,349223082,196187,369584918,196187,376421707,196187,388188226,0.000,20.362,6.837,11.767,38.965,38.965,,,0,0
right,0,361665811,196187,361665811,196187,361665811,196187,378361734,196187,384757332,196187,396353958,0.000,16.696,6.396,11.597,34.688,34.688,,,0,0
left,0,422212331,196187,422212331,196187,422212331,196187,443226506,196187,450133548,196187,462053265,0.000,21.014,6.907,11.920,39.841,39.841,,,0,0
front,0,436359220,196187,436359220,196187,436359220,196187,454495125,196187,461309336,196187,482933116,0.000,18.136,6.814,21.624,46.574,46.574,,,0,0
right,0,449644899,196187,449644899,196187,449644899,196187,465974264,196187,473184957,196187,506350532,0.000,16.329,7.211,33.166,56.706,56.706,,,0,0
left,0,527986388,196187,527986388,196187,527986388,196187,547432232,196187,554136295,196187,575948166,0.000,19.446,6.704,21.812,47.962,47.962,,,0,0
front,0,548919551,196187,548919551,196187,548919551,196187,563392618,196187,570253675,196187,613943662,0.000,14.473,6.861,43.690,65.024,65.024,,,0,0
right,0,562617934,196187,562617934,196187,562617934,196187,582892001,196187,589508066,196187,633864442,0.000,20.274,6.616,44.356,71.247,71.247,,,0,0
left,0,627792250,196187,627792250,196187,627792250,196187,649427812,196187,656113086,196187,678598763,0.000,21.636,6.685,22.486,50.807,50.807,,,0,0
front,0,651186610,196187,651186610,196187,651186610,196187,672728381,196187,679648789,196187,701793999,0.000,21.542,6.920,22.145,50.607,50.607,,,0,0
right,0,667912701,196187,667912701,196187,667912701,196187,689729205,196187,696136666,196187,718245573,0.000,21.817,6.407,22.109,50.333,50.333,,,0,0
