timestamp_epoch,datetime_utc,cpu_total_percent,system_ram_used_mb,system_ram_used_percent,net_sent_mbps,net_recv_mbps,gpu0_util_percent,gpu0_mem_util_percent,gpu0_mem_used_mb,gpu0_mem_total_mb,gpu0_mem_free_mb,gpu0_temp_c,gpu0_power_w
1750007516.1030982,2025-06-15T17:11:56.103103,4.8,8070.23046875,30.2,0.0,0.0,15,4,903.75,8188.0,7284.25,49,15.904
1750007516.123158,2025-06-15T17:11:56.123160,1.6,8070.10546875,30.2,0.0,0.0,15,4,903.75,8188.0,7284.25,49,15.904
1750007516.143193,2025-06-15T17:11:56.143196,7.8,8087.97265625,30.3,0.0,0.0,15,4,903.75,8188.0,7284.25,49,15.904
1750007516.1632566,2025-06-15T17:11:56.163260,17.2,8103.47265625,30.3,0.0,0.0,15,4,903.75,8188.0,7284.25,48,15.925
1750007516.183345,2025-06-15T17:11:56.183349,6.6,8105.1875,30.3,0.0,0.0,15,4,903.75,8188.0,7284.25,48,15.925
1750007516.2035117,2025-06-15T17:11:56.203518,1.6,8105.1953125,30.3,0.0,0.0,15,4,903.75,8188.0,7284.25,48,15.925
1750007516.223669,2025-06-15T17:11:56.223674,4.6,8101.08203125,30.4,0.0,0.0,15,4,903.75,8188.0,7284.25,48,15.925
1750007516.2437289,2025-06-15T17:11:56.243731,10.6,8110.22265625,30.4,0.0,0.0,15,4,903.75,8188.0,7284.25,48,15.925
1750007516.2638965,2025-06-15T17:11:56.263900,13.6,8100.04296875,30.3,0.0,0.0,15,4,903.75,8188.0,7284.25,48,15.953
1750007516.283999,2025-06-15T17:11:56.284001,4.8,8105.91015625,30.4,0.0,0.0,15,4,903.75,8188.0,7284.25,48,15.953
1750007516.3041553,2025-06-15T17:11:56.304161,1.6,8105.91015625,30.4,0.0,0.0,15,4,903.75,8188.0,7284.25,48,15.953
1750007516.324285,2025-06-15T17:11:56.324288,3.1,8109.6015625,30.4,0.0,0.0,15,4,903.75,8188.0,7284.25,48,15.953
1750007516.3444219,2025-06-15T17:11:56.344427,6.2,8131.99609375,30.4,0.0,0.0,15,4,903.75,8188.0,7284.25,48,15.953
1750007516.3644898,2025-06-15T17:11:56.364493,16.7,8139.625,30.5,0.0,0.0,15,4,903.75,8188.0,7284.25,48,15.88
1750007516.3845627,2025-06-15T17:11:56.384566,9.5,8147.25390625,30.5,0.0,0.0,15,4,903.75,8188.0,7284.25,48,15.88
1750007516.4047909,2025-06-15T17:11:56.404798,4.6,8147.25,30.5,0.0,0.0,15,4,903.75,8188.0,7284.25,48,15.88
1750007516.4249346,2025-06-15T17:11:56.424941,4.6,8154.3515625,30.5,0.33320513259714285,0.0,15,4,903.75,8188.0,7284.25,48,15.88
1750007516.4451377,2025-06-15T17:11:56.445145,10.4,8162.1015625,30.5,0.0,0.0,15,4,903.75,8188.0,7284.25,48,15.88
1750007516.4653056,2025-06-15T17:11:56.465313,9.5,8162.09765625,30.5,0.0,0.0,15,4,903.75,8188.0,7284.25,48,15.988
1750007516.4853706,2025-06-15T17:11:56.485373,12.1,8173.91015625,30.6,0.0,0.0,15,4,903.75,8188.0,7284.25,48,15.988
1750007516.5054352,2025-06-15T17:11:56.505438,9.2,8165.58984375,30.5,1.1140021983673372,0.880356783820716,15,4,903.75,8188.0,7284.25,48,15.988
1750007516.5254955,2025-06-15T17:11:56.525497,3.1,8173.1484375,30.6,0.0,0.0,15,4,903.75,8188.0,7284.25,48,15.988
1750007516.5455577,2025-06-15T17:11:56.545563,6.3,8181.0234375,30.6,0.0,0.0,15,4,903.75,8188.0,7284.25,48,15.988
1750007516.5657349,2025-06-15T17:11:56.565739,14.1,8181.76171875,30.6,0.0,0.0,15,4,903.75,8188.0,7284.25,48,15.933
1750007516.5858836,2025-06-15T17:11:56.585890,13.4,8183.33203125,30.6,1.1812144740267423,0.3478130686545971,15,4,903.75,8188.0,7284.25,48,15.933
1750007516.606031,2025-06-15T17:11:56.606040,4.8,8181.1015625,30.6,0.0,0.5455811508094291,15,4,903.75,8188.0,7284.25,48,15.933
1750007516.62618,2025-06-15T17:11:56.626185,3.1,8182.640625,30.6,0.9715622238998474,1.0672493902095586,15,4,903.75,8188.0,7284.25,48,15.933
1750007516.646347,2025-06-15T17:11:56.646349,7.7,8190.0234375,30.6,0.11662552174684053,0.3578102742028917,15,4,903.75,8188.0,7284.25,48,15.933
1750007516.6664326,2025-06-15T17:11:56.666440,9.8,8205.52734375,30.7,0.0,0.0,11,3,903.75,8188.0,7284.25,49,15.898
1750007516.6864998,2025-06-15T17:11:56.686504,8.1,8224.96484375,30.7,0.037474059119855525,0.027906214238190286,11,3,903.75,8188.0,7284.25,49,15.898
1750007516.7066627,2025-06-15T17:11:56.706669,4.6,8217.47265625,30.7,0.03729636874031856,0.0,11,3,903.75,8188.0,7284.25,49,15.898
1750007516.7268167,2025-06-15T17:11:56.726821,1.6,8217.47265625,30.7,0.0,0.0,11,3,903.75,8188.0,7284.25,49,15.898
1750007516.746918,2025-06-15T17:11:56.746923,9.2,8219.1953125,30.7,0.0,0.0,11,3,903.75,8188.0,7284.25,49,15.952
1750007516.7670872,2025-06-15T17:11:56.767093,12.3,8219.1953125,30.7,0.0,0.026178454205872618,11,3,903.75,8188.0,7284.25,49,15.952
1750007516.7872336,2025-06-15T17:11:56.787241,12.3,8202.4765625,30.7,0.0,0.0,11,3,903.75,8188.0,7284.25,49,15.952
1750007516.8073957,2025-06-15T17:11:56.807402,1.6,8202.46875,30.7,0.0,0.0,11,3,903.75,8188.0,7284.25,49,15.952
1750007516.8275483,2025-06-15T17:11:56.827553,1.6,8210.34375,30.7,0.0,0.0,11,3,903.75,8188.0,7284.25,49,15.952
1750007516.8476107,2025-06-15T17:11:56.847614,9.4,8214.03515625,30.7,0.0,0.0,11,3,903.75,8188.0,7284.25,49,15.975
1750007516.8677561,2025-06-15T17:11:56.867759,9.2,8221.66015625,30.7,0.0,0.0,11,3,903.75,8188.0,7284.25,49,15.975
1750007516.8879106,2025-06-15T17:11:56.887914,12.5,8237.16015625,30.8,0.0,0.0,11,3,903.75,8188.0,7284.25,49,15.975
1750007516.907975,2025-06-15T17:11:56.907978,3.1,8237.65234375,30.8,0.0,0.0,11,3,903.75,8188.0,7284.25,49,15.975
1750007516.9281306,2025-06-15T17:11:56.928138,3.1,8245.23046875,30.8,0.0,0.0,11,3,903.75,8188.0,7284.25,49,15.975
1750007516.9482,2025-06-15T17:11:56.948203,15.2,8255.8125,30.8,0.0,0.0,11,3,903.75,8188.0,7284.25,49,16.022
1750007516.968325,2025-06-15T17:11:56.968351,12.3,8267.625,30.9,0.0,0.0,11,3,903.75,8188.0,7284.25,49,16.022
1750007516.9883847,2025-06-15T17:11:56.988387,4.8,8267.60546875,30.9,0.0,0.0,11,3,903.75,8188.0,7284.25,49,16.022
1750007517.008444,2025-06-15T17:11:57.008445,1.6,8267.6015625,30.9,0.0,0.0,11,3,903.75,8188.0,7284.25,49,16.022
1750007517.028598,2025-06-15T17:11:57.028604,3.1,8271.046875,30.9,0.0,0.0,11,3,903.75,8188.0,7284.25,49,16.022
1750007517.0487516,2025-06-15T17:11:57.048757,4.7,8290.48828125,30.9,0.0,0.0,11,3,903.75,8188.0,7284.25,49,15.92
1750007517.0688155,2025-06-15T17:11:57.068818,13.1,8313.12890625,31.0,0.0,0.0,11,3,903.75,8188.0,7284.25,49,15.92
1750007517.0890102,2025-06-15T17:11:57.089013,14.7,8320.7578125,31.0,0.0,0.0,11,3,903.75,8188.0,7284.25,49,15.92
