camera_id,msg_hdr_seq_nsec,t0_imgpub_sec,t0_imgpub_nsec,t1_segnode_cb_sec,t1_segnode_cb_nsec,t2_segnode_batchstart_sec,t2_segnode_batchstart_nsec,t3_segnode_respub_sec,t3_segnode_respub_nsec,t4_segsub_resrecv_sec,t4_segsub_resrecv_nsec,lat_imgpub_to_cb_ms,lat_cb_to_batch_start_ms,lat_batch_start_to_res_pub_ms,lat_res_pub_to_res_recv_ms,lat_segnode_cb_to_segsub_recv_ms,lat_total_e2e_ms,offset_T0_front_vs_left_ms,offset_T0_right_vs_left_ms
left,279828862,240,279828862,240,289692666,240,335936622,240,351542018,240,354549400,9.864,46.244,15.605,3.007,64.857,74.721,,
right,329145127,240,329145127,240,335854650,240,335936622,240,354105893,240,357402407,6.710,0.082,18.169,3.297,21.548,28.257,,
left,379683865,240,379683865,240,389463973,240,438352668,240,453525598,240,456567534,9.780,48.889,15.173,3.042,67.104,76.884,,
right,429305111,240,429305111,240,438238924,240,438352668,240,456019212,240,458114561,8.934,0.114,17.667,2.095,19.876,28.809,,
left,479658445,240,479658445,240,488313417,240,539039768,240,554464943,240,556380587,8.655,50.726,15.425,1.916,68.067,76.722,,
front,526773122,240,526773122,240,534763405,240,539039768,240,555691241,240,557482326,7.990,4.276,16.651,1.791,22.719,30.709,,
right,529339780,240,529339780,240,538942924,240,539039768,240,557169276,240,558983336,9.603,0.097,18.130,1.814,20.040,29.644,47.115,49.681
left,579672234,240,579672234,240,588763187,240,636408988,240,652211323,240,653791303,9.091,47.646,15.802,1.580,65.028,74.119,,
front,626812876,240,626812876,240,634694708,240,636408988,240,653325939,240,654552223,7.882,1.714,16.917,1.226,19.858,27.739,,
right,629282165,240,629282165,240,636277079,240,636408988,240,654526989,240,656078969,6.995,0.132,18.118,1.552,19.802,26.797,47.141,49.610
left,679682776,240,679682776,240,688320408,240,736253397,240,752170783,240,753824322,8.638,47.933,15.917,1.654,65.504,74.142,,
front,726428786,240,726428786,240,736176258,240,736253397,240,753267166,240,754754288,9.747,0.077,17.014,1.487,18.578,28.326,,
right,729472608,240,729472608,240,735852370,240,736253397,240,754510500,240,755770605,6.380,0.401,18.257,1.260,19.918,26.298,46.746,49.790
left,779555401,240,779555401,240,788395668,240,867854974,240,883159779,240,885113228,8.840,79.459,15.305,1.953,96.718,105.558,,
front,859896438,240,859896438,240,867736370,240,867854974,240,884327592,240,886150175,7.840,0.119,16.473,1.823,18.414,26.254,,
right,827919593,240,827919593,240,836252892,240,867854974,240,885736611,240,887127654,8.333,31.602,17.882,1.391,50.875,59.208,80.341,48.364
left,879772467,240,879772467,240,889646753,240,969277941,240,984617274,240,986308524,9.874,79.631,15.339,1.691,96.662,106.536,,
front,960104691,240,960104691,240,969181477,240,969277941,240,985753523,240,987287843,9.077,0.096,16.476,1.534,18.106,27.183,,
right,927916942,240,927916942,240,935283089,240,969277941,240,986721918,240,988109926,7.366,33.995,17.444,1.388,52.827,60.193,80.332,48.144
left,979982933,240,979982933,240,989621843,241,034187059,241,049715293,241,051146622,9.639,44.565,15.528,1.431,61.525,71.164,,
front,986368069,240,986368069,240,994871103,241,034187059,241,050727691,241,052091942,8.503,39.316,16.541,1.364,57.221,65.724,,
right,28080899,241,028080899,241,034096631,241,034187059,241,052116426,241,053788844,6.016,0.090,17.929,1.672,19.692,25.708,6.385,48.098
left,79860079,241,079860079,241,089378928,241,167600302,241,183073546,241,185239507,9.519,78.221,15.473,2.166,95.861,105.379,,
front,160215435,241,160215435,241,167468363,241,167600302,241,184422005,241,185829739,7.253,0.132,16.822,1.408,18.361,25.614,,
right,127989772,241,127989772,241,136199116,241,167600302,241,185700003,241,186992193,8.209,31.401,18.100,1.292,50.793,59.002,80.355,48.130
left,180027539,241,180027539,241,189701461,241,267747694,241,283224554,241,284963300,9.674,78.046,15.477,1.739,95.262,104.936,,
front,259693562,241,259693562,241,267634054,241,267747694,241,284363985,241,285896920,7.940,0.114,16.616,1.533,18.263,26.203,,
right,227982776,241,227982776,241,236480224,241,267747694,241,285830458,241,287311248,8.497,31.267,18.083,1.481,50.831,59.328,79.666,47.955
left,279741463,241,279741463,241,290864415,241,367894852,241,384325519,241,386087344,11.123,77.030,16.431,1.762,95.223,106.346,,
front,360019589,241,360019589,241,367749953,241,367894852,241,385586187,241,387135691,7.730,0.145,17.691,1.550,19.386,27.116,,
right,328015761,241,328015761,241,334300568,241,367894852,241,387044675,241,388674093,6.285,33.594,19.150,1.629,54.374,60.658,80.278,48.274
left,379915209,241,379915209,241,389899081,241,468570790,241,484255519,241,486190700,9.984,78.672,15.685,1.935,96.292,106.275,,
front,459681342,241,459681342,241,468462343,241,468570790,241,485490799,241,487276458,8.781,0.108,16.920,1.786,18.814,27.595,,
right,428007848,241,428007848,241,434197531,241,468570790,241,486803560,241,488270303,6.190,34.373,18.233,1.467,54.073,60.262,79.766,48.093
left,479771030,241,479771030,241,489457367,241,567741449,241,584862991,241,586563991,9.686,78.284,17.122,1.701,97.107,106.793,,
front,559631830,241,559631830,241,567620607,241,567741449,241,586088618,241,587964012,7.989,0.121,18.347,1.875,20.343,28.332,,
right,528031678,241,528031678,241,534159940,241,567741449,241,588080370,241,590408453,6.128,33.582,20.339,2.328,56.249,62.377,79.861,48.261
left,679817953,241,679817953,241,689604922,241,689716116,241,705435896,241,706918317,9.787,0.111,15.720,1.482,17.313,27.100,,
front,659993738,241,659993738,241,667696272,241,689716116,241,706528745,241,707904050,7.703,22.020,16.813,1.375,40.208,47.910,,
right,627982033,241,627982033,241,634152817,241,689716116,241,707674133,241,708959955,6.171,55.563,17.958,1.286,74.807,80.978,-19.824,-51.836
left,779860735,241,779860735,241,788856876,241,788946222,241,806529217,241,808097110,8.996,0.089,17.583,1.568,19.240,28.236,,
front,759587977,241,759587977,241,798390082,241,788946222,241,807645309,241,809144608,38.802,-9.444,18.699,1.499,10.755,49.557,,
right,728137143,241,728137143,241,733992176,241,788946222,241,809121996,241,810754805,5.855,54.954,20.176,1.633,76.763,82.618,-20.273,-51.724
left,879836954,241,879836954,241,890701457,241,968292133,241,984860049,241,986390970,10.865,77.591,16.568,1.531,95.690,106.554,,
front,959787433,241,959787433,241,968192316,241,968292133,241,985994700,241,988509058,8.405,0.100,17.703,2.514,20.317,28.722,,
right,928073668,241,928073668,241,933981296,241,968292133,241,987343219,241,989588393,5.908,34.311,19.051,2.245,55.607,61.515,79.950,48.237
left,980167084,241,980167084,241,989874824,242,067966523,242,083654312,242,085394985,9.708,78.092,15.688,1.741,95.520,105.228,,
front,60258625,242,060258625,242,067846394,242,067966523,242,084960205,242,086319494,7.588,0.120,16.994,1.359,18.473,26.061,,
right,28155556,242,028155556,242,034099932,242,067966523,242,086332330,242,087617075,5.944,33.867,18.366,1.285,53.517,59.462,80.092,47.988
left,79825294,242,079825294,242,090022935,242,168201129,242,183633760,242,185407153,10.198,78.178,15.433,1.773,95.384,105.582,,
front,160203196,242,160203196,242,168093375,242,168201129,242,185152369,242,186941235,7.890,0.108,16.951,1.789,18.848,26.738,,
right,128145964,242,128145964,242,134097143,242,168201129,242,186807043,242,188454604,5.951,34.104,18.606,1.648,54.357,60.309,80.378,48.321
left,179796239,242,179796239,242,189850554,242,269821275,242,285443730,242,287361162,10.054,79.971,15.622,1.917,97.511,107.565,,
front,259889896,242,259889896,242,269720707,242,269821275,242,286859624,242,288476790,9.831,0.101,17.038,1.617,18.756,28.587,,
right,228123423,242,228123423,242,233849079,242,269821275,242,288388283,242,290070885,5.726,35.972,18.567,1.683,56.222,61.947,80.094,48.327
left,379783137,242,379783137,242,390377615,242,390480642,242,406869601,242,408432926,10.594,0.103,16.389,1.563,18.055,28.650,,
front,359637637,242,359637637,242,367353605,242,390480642,242,407891012,242,409211999,7.716,23.127,17.410,1.321,41.858,49.574,,
right,328040813,242,328040813,242,334091510,242,390480642,242,409010661,242,410494688,6.051,56.389,18.530,1.484,76.403,82.454,-20.145,-51.742
left,479828720,242,479828720,242,491316778,242,491410234,242,506704901,242,508704872,11.488,0.093,15.295,2.000,17.388,28.876,,
front,460031969,242,460031969,242,469913775,242,491410234,242,507852224,242,509555181,9.882,21.496,16.442,1.703,39.641,49.523,,
right,428024342,242,428024342,242,434855478,242,491410234,242,509310531,242,511014943,6.831,56.555,17.900,1.704,76.159,82.991,-19.797,-51.804
left,579858182,242,579858182,242,590666628,242,590750457,242,605954697,242,607509888,10.808,0.084,15.204,1.555,16.843,27.652,,
front,560330524,242,560330524,242,568067739,242,590750457,242,606965392,242,608162789,7.737,22.683,16.215,1.197,40.095,47.832,,
right,528042820,242,528042820,242,534177100,242,590750457,242,608004937,242,609318049,6.134,56.573,17.254,1.313,75.141,81.275,-19.528,-51.815
left,679818737,242,679818737,242,690196533,242,690282613,242,705573557,242,707141206,10.378,0.086,15.291,1.568,16.945,27.322,,
front,659987210,242,659987210,242,668981587,242,690282613,242,706568775,242,707732674,8.994,21.301,16.286,1.164,38.751,47.745,,
right,628275744,242,628275744,242,634304604,242,690282613,242,707793410,242,709178323,6.029,55.978,17.511,1.385,74.874,80.903,-19.832,-51.543
left,779868611,242,779868611,242,788476104,242,788609774,242,804854919,242,806397703,8.607,0.134,16.245,1.543,17.922,26.529,,
front,760036665,242,760036665,242,768944537,242,788609774,242,805826992,242,807036568,8.908,19.665,17.217,1.210,38.092,47.000,,
right,728091284,242,728091284,242,735067597,242,788609774,242,806999334,242,808405039,6.976,53.542,18.390,1.406,73.337,80.314,-19.832,-51.777
left,879846032,242,879846032,242,889285885,242,889388315,242,904470306,242,906054921,9.440,0.102,15.082,1.585,16.769,26.209,,
front,860206829,242,860206829,242,868661102,242,889388315,242,905456700,242,906538697,8.454,20.727,16.068,1.082,37.878,46.332,,
right,828042792,242,828042792,242,834310708,242,889388315,242,906560463,242,907986187,6.268,55.078,17.172,1.426,73.675,79.943,-19.639,-51.803
left,979870464,242,979870464,242,988326698,242,988401170,243,003675373,243,005509505,8.456,0.074,15.274,1.834,17.183,25.639,,
front,960050368,242,960050368,242,967767966,242,988401170,243,004891800,243,006223483,7.718,20.633,16.491,1.332,38.456,46.173,,
right,928166867,242,928166867,242,933940376,242,988401170,243,006189550,243,007901059,5.774,54.461,17.788,1.712,73.961,79.734,-19.820,-51.704
left,79741772,243,079741772,243,088278378,243,088380993,243,103931873,243,105245365,8.537,0.103,15.551,1.313,16.967,25.504,,
front,60206976,243,060206976,243,067673384,243,088380993,243,104901795,243,106085598,7.466,20.708,16.521,1.184,38.412,45.879,,
right,28043592,243,028043592,243,036401020,243,088380993,243,106147059,243,107237720,8.357,51.980,17.766,1.091,70.837,79.194,-19.535,-51.698
left,179638518,243,179638518,243,188520242,243,188656941,243,203918390,243,205368329,8.882,0.137,15.261,1.450,16.848,25.730,,
front,160196236,243,160196236,243,167541082,243,188656941,243,204959270,243,206197319,7.345,21.116,16.302,1.238,38.656,46.001,,
right,128043886,243,128043886,243,134404791,243,188656941,243,206297628,243,207655554,6.361,54.252,17.641,1.358,73.251,79.612,-19.442,-51.595
left,279714115,243,279714115,243,288704249,243,288794842,243,306112613,243,307505621,8.990,0.091,17.318,1.393,18.801,27.792,,
front,259885803,243,259885803,243,267792862,243,288794842,243,307076788,243,308527607,7.907,21.002,18.282,1.451,40.735,48.642,,
right,228038330,243,228038330,243,233988427,243,288794842,243,308153640,243,309798979,5.950,54.806,19.359,1.645,75.811,81.761,-19.828,-51.676
left,379777644,243,379777644,243,389704197,243,389801761,243,407424837,243,408932235,9.927,0.098,17.623,1.507,19.228,29.155,,
front,360094822,243,360094822,243,394833458,243,389801761,243,408507405,243,409720131,34.739,-5.032,18.706,1.213,14.887,49.625,,
right,328031175,243,328031175,243,336291499,243,389801761,243,409591187,243,411765977,8.260,53.510,19.789,2.175,75.474,83.735,-19.683,-51.746
left,479815005,243,479815005,243,489361019,243,568896920,243,585047363,243,586592331,9.546,79.536,16.150,1.545,97.231,106.777,,
front,560129773,243,560129773,243,568424566,243,568896920,243,586187073,243,587605434,8.295,0.472,17.290,1.418,19.181,27.476,,
right,528069450,243,528069450,243,534213623,243,568896920,243,587565212,243,588831469,6.144,34.683,18.668,1.266,54.618,60.762,80.315,48.254
left,579933215,243,579933215,243,594395971,243,667965552,243,685744298,243,687270169,14.463,73.570,17.779,1.526,92.874,107.337,,
front,660214486,243,660214486,243,667881801,243,667965552,243,686922196,243,688134232,7.667,0.084,18.957,1.212,20.252,27.920,,
right,628079578,243,628079578,243,634860474,243,667965552,243,688249209,243,689504306,6.781,33.105,20.284,1.255,54.644,61.425,80.281,48.146
left,679975893,243,679975893,243,690150722,243,767571814,243,783024723,243,784797995,10.175,77.421,15.453,1.773,94.647,104.822,,
front,759867150,243,759867150,243,767463279,243,767571814,243,784182861,243,785936793,7.596,0.109,16.611,1.754,18.474,26.070,,
right,728181644,243,728181644,243,734183806,243,767571814,243,785763801,243,787290646,6.002,33.388,18.192,1.527,53.107,59.109,79.891,48.206
left,779768278,243,779768278,243,792282098,243,867756563,243,883388932,243,884877020,12.514,75.474,15.632,1.488,92.595,105.109,,
front,860134768,243,860134768,243,867644996,243,867756563,243,884504109,243,886016581,7.510,0.112,16.748,1.512,18.372,25.882,,
right,828115713,243,828115713,243,834076964,243,867756563,243,885702111,243,886969518,5.961,33.680,17.946,1.267,52.893,58.854,80.366,48.347
left,879770292,243,879770292,243,892059499,243,968362873,243,983886964,243,985441000,12.289,76.303,15.524,1.554,93.382,105.671,,
front,960153575,243,960153575,243,967972998,243,968362873,243,985141925,243,986626340,7.819,0.390,16.779,1.484,18.653,26.473,,
right,928104420,243,928104420,243,934041908,243,968362873,243,986438836,243,988378789,5.937,34.321,18.076,1.940,54.337,60.274,80.383,48.334
left,979805304,243,979805304,243,989152022,244,068019789,244,083692929,244,085151150,9.347,78.868,15.673,1.458,95.999,105.346,,
front,59963824,244,059963824,244,067902119,244,068019789,244,084747520,244,086118294,7.938,0.118,16.728,1.371,18.216,26.154,,
right,28116104,244,028116104,244,034618210,244,068019789,244,086042783,244,087805615,6.502,33.402,18.023,1.763,53.187,59.690,80.159,48.311
left,79715895,244,079715895,244,091801749,244,168540745,244,186287518,244,187877451,12.086,76.739,17.747,1.590,96.076,108.162,,
front,159981776,244,159981776,244,168427839,244,168540745,244,187353651,244,188740014,8.446,0.113,18.813,1.386,20.312,28.758,,
right,128134750,244,128134750,244,135542971,244,168540745,244,188554754,244,190059506,7.408,32.998,20.014,1.505,54.517,61.925,80.266,48.419
left,180006819,244,180006819,244,190941689,244,267917350,244,283265144,244,284932500,10.935,76.976,15.348,1.667,93.991,104.926,,
front,259880210,244,259880210,244,267827064,244,267917350,244,284627742,244,286067941,7.947,0.090,16.710,1.440,18.241,26.188,,
right,228085875,244,228085875,244,234015651,244,267917350,244,286018767,244,287609550,5.930,33.902,18.101,1.591,53.594,59.524,79.873,48.079
left,279855252,244,279855252,244,291751926,244,368226749,244,384198312,244,386094151,11.897,76.475,15.972,1.896,94.342,106.239,,
front,360290656,244,360290656,244,368103415,244,368226749,244,385361770,244,387114750,7.813,0.123,17.135,1.753,19.011,26.824,,
right,328232797,244,328232797,244,334067535,244,368226749,244,387035604,244,388520073,5.835,34.159,18.809,1.484,54.453,60.287,80.435,48.378
left,379907125,244,379907125,244,391329013,244,468725969,244,484496373,244,486483546,11.422,77.397,15.770,1.987,95.155,106.576,,
front,460327502,244,460327502,244,468622112,244,468725969,244,485778295,244,487226410,8.295,0.104,17.052,1.448,18.604,26.899,,
right,428139798,244,428139798,244,434114436,244,468725969,244,487132411,244,488539789,5.975,34.612,18.406,1.407,54.425,60.400,80.420,48.233
left,480081265,244,480081265,244,490991730,244,568422366,244,584484716,244,586287409,10.910,77.431,16.062,1.803,95.296,106.206,,
front,560082872,244,560082872,244,568250859,244,568422366,244,585825378,244,587301569,8.168,0.172,17.403,1.476,19.051,27.219,,
right,528208552,244,528208552,244,534068520,244,568422366,244,587372664,244,588865766,5.860,34.354,18.950,1.493,54.797,60.657,80.002,48.127
left,579766114,244,579766114,244,592350640,244,667891005,244,683274973,244,685006147,12.585,75.540,15.384,1.731,92.656,105.240,,
front,660298286,244,660298286,244,667798304,244,667891005,244,684386803,244,685845608,7.500,0.093,16.496,1.459,18.047,25.547,,
right,628128419,244,628128419,244,634031762,244,667891005,244,685739262,244,687026457,5.903,33.859,17.848,1.287,52.995,58.898,80.532,48.362
left,679866320,244,679866320,244,690040975,244,767899136,244,783435926,244,785327514,10.175,77.858,15.537,1.892,95.287,105.461,,
front,760316737,244,760316737,244,767796006,244,767899136,244,784642569,244,786118847,7.479,0.103,16.743,1.476,18.323,25.802,,
right,728098631,244,728098631,244,734553980,244,767899136,244,786070647,244,787856430,6.455,33.345,18.172,1.786,53.302,59.758,80.450,48.232
left,779965041,244,779965041,244,789828665,244,867790558,244,884609148,244,886261717,9.864,77.962,16.819,1.653,96.433,106.297,,
front,860131083,244,860131083,244,867693523,244,867790558,244,885640432,244,887030445,7.562,0.097,17.850,1.390,19.337,26.899,,
right,828103401,244,828103401,244,834343097,244,867790558,244,886931572,244,888589029,6.240,33.447,19.141,1.657,54.246,60.486,80.166,48.138
left,879908704,244,879908704,244,894336447,244,967769458,244,983082738,244,984923152,14.428,73.433,15.313,1.840,90.587,105.014,,
front,959868174,244,959868174,244,967670317,244,967769458,244,984230218,244,985706197,7.802,0.099,16.461,1.476,18.036,25.838,,
right,928121606,244,928121606,244,935489373,244,967769458,244,985493721,244,987080628,7.368,32.280,17.724,1.587,51.591,58.959,79.959,48.213
left,979820567,244,979820567,244,991737038,245,068062390,245,083564140,245,085450181,11.916,76.325,15.502,1.886,93.713,105.630,,
front,60152904,245,060152904,245,067914507,245,068062390,245,084731058,245,086011280,7.762,0.148,16.669,1.280,18.097,25.858,,
right,28105481,245,028105481,245,034908535,245,068062390,245,086193582,245,087675367,6.803,33.154,18.131,1.482,52.767,59.570,80.332,48.285
left,80045178,245,080045178,245,091230196,245,168124897,245,183866769,245,185331554,11.185,76.895,15.742,1.465,94.101,105.286,,
front,160270616,245,160270616,245,168017791,245,168124897,245,185008341,245,186618761,7.747,0.107,16.883,1.610,18.601,26.348,,
right,128160636,245,128160636,245,134135480,245,168124897,245,186434079,245,187732369,5.975,33.989,18.309,1.298,53.597,59.572,80.225,48.115
left,179954689,245,179954689,245,189921528,245,268009580,245,284401735,245,286860101,9.967,78.088,16.392,2.458,96.939,106.905,,
front,260239810,245,260239810,245,267889410,245,268009580,245,286533929,245,288493331,7.650,0.120,18.524,1.959,20.604,28.254,,
right,228156658,245,228156658,245,234137681,245,268009580,245,288567265,245,290823857,5.981,33.872,20.558,2.257,56.686,62.667,80.285,48.202
left,379925331,245,379925331,245,389134807,245,389237534,245,404662904,245,406649725,9.209,0.103,15.425,1.987,17.515,26.724,,
front,360043246,245,360043246,245,368154244,245,389237534,245,405683434,245,407548197,8.111,21.083,16.446,1.865,39.394,47.505,,
right,328179256,245,328179256,245,334960779,245,389237534,245,406899171,245,408208127,6.782,54.277,17.662,1.309,73.247,80.029,-19.882,-51.746
left,479867484,245,479867484,245,488425708,245,488544678,245,503793622,245,505084891,8.558,0.119,15.249,1.291,16.659,25.217,,
front,460056917,245,460056917,245,468421261,245,488544678,245,504783149,245,505930263,8.364,20.123,16.238,1.147,37.509,45.873,,
right,428138125,245,428138125,245,434665691,245,488544678,245,505983417,245,507164315,6.528,53.879,17.439,1.181,72.499,79.026,-19.811,-51.729
left,579843148,245,579843148,245,592344706,245,592415595,245,608214542,245,609550126,12.502,0.071,15.799,1.336,17.205,29.707,,
front,560147785,245,560147785,245,568863087,245,592415595,245,609234244,245,610450433,8.715,23.553,16.819,1.216,41.587,50.303,,
right,528256416,245,528256416,245,533905011,245,592415595,245,610436557,245,612419245,5.649,58.511,18.021,1.983,78.514,84.163,-19.695,-51.587
left,679977483,245,679977483,245,690602913,245,690698850,245,706923884,245,708253501,10.625,0.096,16.225,1.330,17.651,28.276,,
front,660179341,245,660179341,245,668067175,245,690698850,245,707950310,245,709154025,7.888,22.632,17.251,1.204,41.087,48.975,,
right,628111723,245,628111723,245,634429295,245,690698850,245,709225408,245,710426745,6.318,56.270,18.527,1.201,75.997,82.315,-19.798,-51.866
left,779944900,245,779944900,245,788811808,245,788942139,245,804823781,245,806124722,8.867,0.130,15.882,1.301,17.313,26.180,,
front,760155093,245,760155093,245,768048422,245,788942139,245,805846891,245,806937331,7.893,20.894,16.905,1.090,38.889,46.782,,
right,728178870,245,728178870,245,734883135,245,788942139,245,807047343,245,809231065,6.704,54.059,18.105,2.184,74.348,81.052,-19.790,-51.766
left,879846322,245,879846322,245,889523076,245,889661321,245,905313090,245,906637970,9.677,0.138,15.652,1.325,17.115,26.792,,
front,860178168,245,860178168,245,867629766,245,889661321,245,906363921,245,907556845,7.452,22.032,16.703,1.193,39.927,47.379,,
right,828215472,245,828215472,245,834036634,245,889661321,245,907504348,245,908654128,5.821,55.625,17.843,1.150,74.617,80.439,-19.668,-51.631
left,979940605,245,979940605,245,988415869,245,988518330,246,003975519,246,005354995,8.475,0.102,15.457,1.379,16.939,25.414,,
front,960378962,245,960378962,245,968037615,245,988518330,246,005061519,246,006279947,7.659,20.481,16.543,1.218,38.242,45.901,,
right,928258109,245,928258109,245,934127916,245,988518330,246,006342526,246,007534581,5.870,54.390,17.824,1.192,73.407,79.276,-19.562,-51.682
left,79713212,246,079713212,246,088754605,246,088845036,246,104098801,246,105432576,9.041,0.090,15.254,1.334,16.678,25.719,,
front,60152056,246,060152056,246,067870831,246,088845036,246,105094564,246,106368477,7.719,20.974,16.250,1.274,38.498,46.216,,
right,28149756,246,028149756,246,034332691,246,088845036,246,106310365,246,107716222,6.183,54.512,17.465,1.406,73.384,79.566,-19.561,-51.563
left,179738082,246,179738082,246,192316950,246,192571518,246,208088688,246,209736573,12.579,0.255,15.517,1.648,17.420,29.998,,
front,159935304,246,159935304,246,167711500,246,192571518,246,209120873,246,210287296,7.776,24.860,16.549,1.166,42.576,50.352,,
right,128180026,246,128180026,246,134290760,246,192571518,246,210159447,246,212277992,6.111,58.281,17.588,2.119,77.987,84.098,-19.803,-51.558
left,279666041,246,279666041,246,288494643,246,288591729,246,303903678,246,305478372,8.829,0.097,15.312,1.575,16.984,25.812,,
front,260128659,246,260128659,246,268599356,246,288591729,246,304886650,246,306079705,8.471,19.992,16.295,1.193,37.480,45.951,,
right,228218153,246,228218153,246,237114860,246,288591729,246,306043035,246,307222863,8.897,51.477,17.451,1.180,70.108,79.005,-19.537,-51.448
left,379732480,246,379732480,246,388847994,246,388939824,246,404485377,246,406289450,9.116,0.092,15.546,1.804,17.441,26.557,,
front,360130650,246,360130650,246,367953506,246,388939824,246,405564199,246,407056579,7.823,20.986,16.624,1.492,39.103,46.926,,
right,328186159,246,328186159,246,334176045,246,388939824,246,406877089,246,408666432,5.990,54.764,17.937,1.789,74.490,80.480,-19.602,-51.546
left,479721870,246,479721870,246,488684391,246,488804237,246,506411515,246,507829761,8.963,0.120,17.607,1.418,19.145,28.108,,
front,459795084,246,459795084,246,467781213,246,488804237,246,507444175,246,508712668,7.986,21.023,18.640,1.268,40.931,48.918,,
right,428233563,246,428233563,246,434527662,246,488804237,246,508642788,246,510018516,6.294,54.277,19.839,1.376,75.491,81.785,-19.927,-51.488
left,579790770,246,579790770,246,588333620,246,588446447,246,604159791,246,605567995,8.543,0.113,15.713,1.408,17.234,25.777,,
front,559944457,246,559944457,246,567838749,246,588446447,246,605149494,246,606442562,7.894,20.608,16.703,1.293,38.604,46.498,,
right,528189546,246,528189546,246,534635108,246,588446447,246,606457410,246,608003940,6.446,53.811,18.011,1.547,73.369,79.814,-19.846,-51.601
left,679815673,246,679815673,246,691275866,246,691382340,246,706941492,246,708681804,11.460,0.106,15.559,1.740,17.406,28.866,,
front,660329241,246,660329241,246,668097926,246,691382340,246,707959755,246,709133772,7.769,23.284,16.577,1.174,41.036,48.805,,
right,628128571,246,628128571,246,634528177,246,691382340,246,709034014,246,710432986,6.400,56.854,17.652,1.399,75.905,82.304,-19.486,-51.687
left,779819544,246,779819544,246,788393095,246,788477893,246,805972266,246,807522087,8.574,0.085,17.494,1.550,19.129,27.703,,
front,760086694,246,760086694,246,767844169,246,788477893,246,806949183,246,808248591,7.757,20.634,18.471,1.299,40.404,48.162,,
right,728140615,246,728140615,246,734577562,246,788477893,246,808242095,246,809699046,6.437,53.900,19.764,1.457,75.121,81.558,-19.733,-51.679
left,879844462,246,879844462,246,888746243,246,888857867,246,906301005,246,907674314,8.902,0.112,17.443,1.373,18.928,27.830,,
front,860359794,246,860359794,246,868038271,246,888857867,246,907287965,246,908513945,7.678,20.820,18.430,1.226,40.476,48.154,,
right,828223733,246,828223733,246,835571972,246,888857867,246,908329587,246,909555846,7.348,53.286,19.472,1.226,73.984,81.332,-19.485,-51.621
left,979754384,246,979754384,246,991274615,246,991384919,247,007479068,247,009238296,11.520,0.110,16.094,1.759,17.964,29.484,,
front,960072972,246,960072972,246,968270378,246,991384919,247,008786308,247,010374527,8.197,23.115,17.401,1.588,42.104,50.302,,
right,928183405,246,928183405,246,934552976,246,991384919,247,010221702,247,011885533,6.370,56.832,18.837,1.664,77.333,83.702,-19.681,-51.571
left,79753957,247,079753957,247,091420799,247,091507179,247,107026830,247,108471238,11.667,0.086,15.520,1.444,17.050,28.717,,
front,60211243,247,060211243,247,067881929,247,091507179,247,108026518,247,109201704,7.671,23.625,16.519,1.175,41.320,48.990,,
right,28166693,247,028166693,247,034278541,247,091507179,247,109255851,247,110430822,6.112,57.229,17.749,1.175,76.152,82.264,-19.543,-51.587
left,179733667,247,179733667,247,189089649,247,189205672,247,205544508,247,207102546,9.356,0.116,16.339,1.558,18.013,27.369,,
front,160254101,247,160254101,247,169824465,247,189205672,247,206616207,247,207953865,9.570,19.381,17.411,1.338,38.129,47.700,,
right,128177178,247,128177178,247,134260672,247,189205672,247,208038286,247,209370750,6.083,54.945,18.833,1.332,75.110,81.194,-19.480,-51.556
left,279788456,247,279788456,247,288009289,247,288092083,247,303348214,247,304951142,8.221,0.083,15.256,1.603,16.942,25.163,,
front,260098714,247,260098714,247,268243795,247,288092083,247,304327965,247,305586303,8.145,19.848,16.236,1.258,37.343,45.488,,
right,228168985,247,228168985,247,234399127,247,288092083,247,305506707,247,307031017,6.230,53.693,17.415,1.524,72.632,78.862,-19.690,-51.619
left,379840208,247,379840208,247,389458083,247,389596464,247,404892448,247,406516436,9.618,0.138,15.296,1.624,17.058,26.676,,
front,360373447,247,360373447,247,368102075,247,389596464,247,405957934,247,407135007,7.729,21.494,16.361,1.177,39.033,46.762,,
right,328193284,247,328193284,247,334576020,247,389596464,247,407091698,247,408664623,6.383,55.020,17.495,1.573,74.089,80.471,-19.467,-51.647
left,479946150,247,479946150,247,488972301,247,489075216,247,504505453,247,506147843,9.026,0.103,15.430,1.642,17.176,26.202,,
front,460299755,247,460299755,247,470577265,247,489075216,247,505528590,247,506716547,10.278,18.498,16.453,1.188,36.139,46.417,,
right,428234333,247,428234333,247,436576333,247,489075216,247,506750881,247,508068080,8.342,52.499,17.676,1.317,71.492,79.834,-19.646,-51.712
left,579759614,247,579759614,247,588457631,247,588559938,247,603798879,247,605515130,8.698,0.102,15.239,1.716,17.057,25.756,,
front,560084541,247,560084541,247,572058709,247,588559938,247,604814013,247,606204315,11.974,16.501,16.254,1.390,34.146,46.120,,
right,528200939,247,528200939,247,534972987,247,588559938,247,606052579,247,607492134,6.772,53.587,17.493,1.440,72.519,79.291,-19.675,-51.559
left,679839514,247,679839514,247,688370664,247,688477170,247,704034275,247,705599973,8.531,0.107,15.557,1.566,17.229,25.760,,
front,660134609,247,660134609,247,667978282,247,688477170,247,705043714,247,706051893,7.844,20.499,16.567,1.008,38.074,45.917,,
