camera_id,msg_hdr_seq_nsec,t0_imgpub_sec,t0_imgpub_nsec,t1_segnode_cb_sec,t1_segnode_cb_nsec,t2_segnode_batchstart_sec,t2_segnode_batchstart_nsec,t3_segnode_respub_sec,t3_segnode_respub_nsec,t4_segsub_resrecv_sec,t4_segsub_resrecv_nsec,lat_imgpub_to_cb_ms,lat_cb_to_batch_start_ms,lat_batch_start_to_res_pub_ms,lat_res_pub_to_res_recv_ms,lat_segnode_cb_to_segsub_recv_ms,lat_total_e2e_ms,offset_T0_front_vs_left_ms,offset_T0_right_vs_left_ms
right,532270534,388,532270534,388,538189866,388,572251818,388,592300010,388,594008203,5.919,34.062,20.048,1.708,55.818,61.738,12.310,-19.312
left,651629466,388,651629466,388,660231176,388,671864779,388,688115408,388,689650170,8.602,11.634,16.251,1.535,29.419,38.021,,
front,663905744,388,663905744,388,671766556,388,671864779,388,689136774,388,690469828,7.861,0.098,17.272,1.333,18.703,26.564,,
right,632285545,388,632285545,388,639870277,388,671864779,388,690219463,388,691799489,7.585,31.995,18.355,1.580,51.929,59.514,12.276,-19.344
left,751749690,388,751749690,388,760313505,388,771986987,388,787314395,388,788991046,8.564,11.673,15.327,1.677,28.678,37.241,,
front,763739541,388,763739541,388,771882621,388,771986987,388,788369578,388,789724887,8.143,0.104,16.383,1.355,17.842,25.985,,
right,732292558,388,732292558,388,738403755,388,771986987,388,789561422,388,790876993,6.111,33.583,17.574,1.316,52.473,58.584,11.990,-19.457
left,851711429,388,851711429,388,861085763,388,872269948,388,887622668,388,889297625,9.374,11.184,15.353,1.675,28.212,37.586,,
front,863859830,388,863859830,388,872152237,388,872269948,388,888655012,388,889981237,8.292,0.118,16.385,1.326,17.829,26.121,,
right,832266768,388,832266768,388,840474226,388,872269948,388,889852108,388,891385021,8.207,31.796,17.582,1.533,50.911,59.118,12.148,-19.445
left,951606227,388,951606227,388,960261840,388,971919038,388,987571947,388,989566013,8.656,11.657,15.653,1.994,29.304,37.960,,
front,963809887,388,963809887,388,971758579,388,971919038,388,988933847,388,990515386,7.949,0.160,17.015,1.582,18.757,26.705,,
right,932282887,388,932282887,388,940655205,388,971919038,388,990152048,388,991640870,8.372,31.264,18.233,1.489,50.986,59.358,12.204,-19.323
left,51605924,389,051605924,389,064330295,389,073220052,389,088844178,389,090458188,12.724,8.890,15.624,1.614,26.128,38.852,,
front,63733601,389,063733601,389,073120472,389,073220052,389,089868741,389,091241410,9.387,0.100,16.649,1.373,18.121,27.508,,
right,32291429,389,032291429,389,040530257,389,073220052,389,091205327,389,092741218,8.239,32.690,17.985,1.536,52.211,60.450,12.128,-19.314
left,151727322,389,151727322,389,161383706,389,172791828,389,190568313,389,192162993,9.656,11.408,17.776,1.595,30.779,40.436,,
front,164192009,389,164192009,389,172690727,389,172791828,389,191585098,389,192796184,8.499,0.101,18.793,1.211,20.105,28.604,,
right,132283602,389,132283602,389,138393634,389,172791828,389,192930176,389,194200026,6.110,34.398,20.138,1.270,55.806,61.916,12.465,-19.444
left,224707004,389,224707004,389,233542847,389,271759162,389,287138650,389,288602959,8.836,38.216,15.379,1.464,55.060,63.896,,
front,264174990,389,264174990,389,271607449,389,271759162,389,288230562,389,289556321,7.432,0.152,16.471,1.326,17.949,25.381,,
right,232246395,389,232246395,389,238705556,389,271759162,389,289412856,389,290794554,6.459,33.054,17.654,1.382,52.089,58.548,39.468,7.539
left,351439658,389,351439658,389,360316785,389,372321056,389,387823905,389,389396008,8.877,12.004,15.503,1.572,29.079,37.956,,
front,364192092,389,364192092,389,372221077,389,372321056,389,388930438,389,390381550,8.029,0.100,16.609,1.451,18.160,26.189,,
right,332254987,389,332254987,389,338576579,389,372321056,389,390335975,389,391639937,6.322,33.744,18.015,1.304,53.063,59.385,12.752,-19.185
left,451700758,389,451700758,389,462747136,389,472340613,389,487683014,389,489299824,11.046,9.593,15.342,1.617,26.553,37.599,,
front,464520658,389,464520658,389,472203627,389,472340613,389,488774205,389,490021327,7.683,0.137,16.434,1.247,17.818,25.501,,
right,432327412,389,432327412,389,438275630,389,472340613,389,489899963,389,491424660,5.948,34.065,17.559,1.525,53.149,59.097,12.820,-19.373
left,551727380,389,551727380,389,560947103,389,572233047,389,587830617,389,589481575,9.220,11.286,15.598,1.651,28.534,37.754,,
front,564165909,389,564165909,389,572121082,389,572233047,389,588921026,389,590266375,7.955,0.112,16.688,1.345,18.145,26.100,,
right,532245136,389,532245136,389,538291088,389,572233047,389,589926376,389,591362130,6.046,33.942,17.693,1.436,53.071,59.117,12.439,-19.482
left,651608696,389,651608696,389,660116389,389,672679839,389,687963361,389,689574621,8.508,12.563,15.284,1.611,29.458,37.966,,
front,664212510,389,664212510,389,672598536,389,672679839,389,689013085,389,690409587,8.386,0.081,16.333,1.397,17.811,26.197,,
right,632257444,389,632257444,389,640345577,389,672679839,389,690101665,389,691364116,8.088,32.334,17.422,1.262,51.019,59.107,12.604,-19.351
left,751750635,389,751750635,389,760851057,389,772392474,389,787783949,389,789856096,9.100,11.541,15.391,2.072,29.005,38.105,,
front,764386181,389,764386181,389,772312222,389,772392474,389,789230587,389,790620328,7.926,0.080,16.838,1.390,18.308,26.234,,
right,732257165,389,732257165,389,739066856,389,772392474,389,790269555,389,791755173,6.810,33.326,17.877,1.486,52.688,59.498,12.636,-19.493
left,851677596,389,851677596,389,860295252,389,872101707,389,888661674,389,890377014,8.618,11.806,16.560,1.715,30.082,38.699,,
front,863991465,389,863991465,389,871951771,389,872101707,389,889721001,389,891082395,7.960,0.150,17.619,1.361,19.131,27.091,,
right,832255274,389,832255274,389,840518927,389,872101707,389,891007308,389,893146922,8.264,31.583,18.906,2.140,52.628,60.892,12.314,-19.422
left,951686087,389,951686087,389,960455060,389,972623641,389,987943313,389,989498947,8.769,12.169,15.320,1.556,29.044,37.813,,
front,964145152,389,964145152,389,972524426,389,972623641,389,988954379,389,990185215,8.379,0.099,16.331,1.231,17.661,26.040,,
right,932265552,389,932265552,389,938409671,389,972623641,389,990186859,389,991593901,6.144,34.214,17.563,1.407,53.184,59.328,12.459,-19.421
left,51661874,390,051661874,390,060772566,390,072578233,390,087956981,390,089589839,9.111,11.806,15.379,1.633,28.817,37.928,,
front,64337578,390,064337578,390,072447134,390,072578233,390,088993241,390,090213528,8.110,0.131,16.415,1.220,17.766,25.876,,
right,32270918,390,032270918,390,040544259,390,072578233,390,090257597,390,091990706,8.273,32.034,17.679,1.733,51.446,59.720,12.676,-19.391
left,151607982,390,151607982,390,161786470,390,172217893,390,187596587,390,189453833,10.178,10.431,15.379,1.857,27.667,37.846,,
front,164273094,390,164273094,390,172110503,390,172217893,390,188629209,390,190340822,7.837,0.107,16.411,1.712,18.230,26.068,,
right,132316358,390,132316358,390,140613333,390,172217893,390,190320743,390,191711537,8.297,31.605,18.103,1.391,51.098,59.395,12.665,-19.292
left,251650833,390,251650833,390,260701871,390,273099928,390,288515406,390,290174916,9.051,12.398,15.415,1.660,29.473,38.524,,
front,263872875,390,263872875,390,273011418,390,273099928,390,289531372,390,290914401,9.139,0.089,16.431,1.383,17.903,27.042,,
right,232334333,390,232334333,390,238393615,390,273099928,390,290697588,390,292040435,6.059,34.706,17.598,1.343,53.647,59.706,12.222,-19.317
left,351757333,390,351757333,390,360667533,390,374487267,390,392217938,390,394057622,8.910,13.820,17.731,1.840,33.390,42.300,,
front,364081493,390,364081493,390,374345066,390,374487267,390,393345052,390,394821175,10.264,0.142,18.858,1.476,20.476,30.740,,
right,332286229,390,332286229,390,339518353,390,374487267,390,394710551,390,396116983,7.232,34.969,20.223,1.406,56.599,63.831,12.324,-19.471
left,451937356,390,451937356,390,461185826,390,472881458,390,489035973,390,490601642,9.248,11.696,16.155,1.566,29.416,38.664,,
front,464259214,390,464259214,390,472786650,390,472881458,390,490044710,390,491287679,8.527,0.095,17.163,1.243,18.501,27.028,,
right,432279243,390,432279243,390,440507289,390,472881458,390,491245174,390,492624345,8.228,32.374,18.364,1.379,52.117,60.345,12.322,-19.658
left,551923857,390,551923857,390,563270911,390,573391960,390,590231416,390,591721488,11.347,10.121,16.839,1.490,28.451,39.798,,
front,564274098,390,564274098,390,573288133,390,573391960,390,591265171,390,592580042,9.014,0.104,17.873,1.315,19.292,28.306,,
right,532241736,390,532241736,390,538291234,390,573391960,390,592471581,390,594689970,6.049,35.101,19.080,2.218,56.399,62.448,12.350,-19.682
left,651789483,390,651789483,390,660906903,390,673338384,390,690957753,390,692499471,9.117,12.431,17.619,1.542,31.593,40.710,,
front,663925649,390,663925649,390,673209294,390,673338384,390,691985554,390,693121598,9.284,0.129,18.647,1.136,19.912,29.196,,
right,632263100,390,632263100,390,640666211,390,673338384,390,693081192,390,694423440,8.403,32.672,19.743,1.342,53.757,62.160,12.136,-19.526
left,751775810,390,751775810,390,761181707,390,774822889,390,790178804,390,791947012,9.406,13.641,15.356,1.768,30.765,40.171,,
front,763812585,390,763812585,390,774738803,390,774822889,390,791179619,390,792635065,10.926,0.084,16.357,1.455,17.896,28.822,,
right,732443365,390,732443365,390,738197170,390,774822889,390,792436437,390,794164593,5.754,36.626,17.614,1.728,55.967,61.721,12.037,-19.332
left,852020612,390,852020612,390,860348777,390,872194010,390,887630185,390,889260165,8.328,11.845,15.436,1.630,28.911,37.240,,
front,864323413,390,864323413,390,872071036,390,872194010,390,888631979,390,890071675,7.748,0.123,16.438,1.440,18.001,25.748,,
right,832451132,390,832451132,390,838220567,390,872194010,390,889884663,390,891385218,5.769,33.973,17.691,1.501,53.165,58.934,12.303,-19.569
left,951946095,390,951946095,390,963210922,390,971907564,390,987288917,390,988898153,11.265,8.697,15.381,1.609,25.687,36.952,,
front,964284905,390,964284905,390,971820470,390,971907564,390,988399093,390,989855127,7.536,0.087,16.492,1.456,18.035,25.570,,
right,932436864,390,932436864,390,938461406,390,971907564,390,989832799,390,991951232,6.025,33.446,17.925,2.118,53.490,59.514,12.339,-19.509
left,51667743,391,051667743,391,063091039,391,072387625,391,088184864,391,089530429,11.423,9.297,15.797,1.346,26.439,37.863,,
front,63982798,391,063982798,391,072262753,391,072387625,391,089254009,391,090545100,8.280,0.125,16.866,1.291,18.282,26.562,,
right,32266206,391,032266206,391,040627808,391,072387625,391,090433866,391,092065735,8.362,31.760,18.046,1.632,51.438,59.800,12.315,-19.402
left,151779977,391,151779977,391,162278467,391,173005253,391,190530509,391,191880859,10.498,10.727,17.525,1.350,29.602,40.101,,
front,164012641,391,164012641,391,172895134,391,173005253,391,191576833,391,192880324,8.882,0.110,18.572,1.303,19.985,28.868,,
right,132310935,391,132310935,391,139587165,391,173005253,391,192845150,391,195193850,7.276,33.418,19.840,2.349,55.607,62.883,12.233,-19.469
left,251766798,391,251766798,391,261539160,391,276933832,391,292741689,391,294199750,9.772,15.395,15.808,1.458,32.661,42.433,,
front,264208157,391,264208157,391,276835898,391,276933832,391,293787181,391,294903791,12.628,0.098,16.853,1.117,18.068,30.696,,
right,232307143,391,232307143,391,240555522,391,276933832,391,294984768,391,296870670,8.248,36.378,18.051,1.886,56.315,64.564,12.441,-19.460
left,351674461,391,351674461,391,360472619,391,372492894,391,388107766,391,389407538,8.798,12.020,15.615,1.300,28.935,37.733,,
front,364273202,391,364273202,391,372405292,391,372492894,391,389074403,391,390324606,8.132,0.088,16.582,1.250,17.919,26.051,,
right,332302392,391,332302392,391,342425588,391,372492894,391,390333131,391,391954666,10.123,30.067,17.840,1.622,49.529,59.652,12.599,-19.372
left,451722502,391,451722502,391,462870791,391,472523969,391,488077853,391,489505532,11.148,9.653,15.554,1.428,26.635,37.783,,
front,463958107,391,463958107,391,472413641,391,472523969,391,489092712,391,490523799,8.456,0.110,16.569,1.431,18.110,26.566,,
right,432314174,391,432314174,391,438538071,391,472523969,391,490437937,391,491602464,6.224,33.986,17.914,1.165,53.064,59.288,12.236,-19.408
left,551770865,391,551770865,391,563513843,391,572026216,391,587557057,391,588878921,11.743,8.512,15.531,1.322,25.365,37.108,,
front,564187954,391,564187954,391,571908062,391,572026216,391,588611250,391,589931170,7.720,0.118,16.585,1.320,18.023,25.743,,
right,532324274,391,532324274,391,539964433,391,572026216,391,589926873,391,591169335,7.640,32.062,17.901,1.242,51.205,58.845,12.417,-19.447
left,651652923,391,651652923,391,659966789,391,674072961,391,689502820,391,690853588,8.314,14.106,15.430,1.351,30.887,39.201,,
front,664165078,391,664165078,391,673957297,391,674072961,391,690513481,391,691879074,9.792,0.116,16.441,1.366,17.922,27.714,,
right,632319884,391,632319884,391,640626417,391,674072961,391,691811889,391,693194594,8.307,33.447,17.739,1.383,52.568,60.875,12.512,-19.333
left,751969831,391,751969831,391,762894381,391,773455920,391,788941946,391,790300265,10.925,10.562,15.486,1.358,27.406,38.330,,
front,764241652,391,764241652,391,773342541,391,773455920,391,789958004,391,791236849,9.101,0.113,16.502,1.279,17.894,26.995,,
right,732345601,391,732345601,391,740422083,391,773455920,391,791156776,391,792475536,8.076,33.034,17.701,1.319,52.053,60.130,12.272,-19.624
left,851926109,391,851926109,391,860751223,391,872167483,391,887359800,391,888755632,8.825,11.416,15.192,1.396,28.004,36.830,,
front,863927671,391,863927671,391,872076746,391,872167483,391,888402405,391,889713828,8.149,0.091,16.235,1.311,17.637,25.786,,
right,832361856,391,832361856,391,838300358,391,872167483,391,889535702,391,891039455,5.939,33.867,17.368,1.504,52.739,58.678,12.002,-19.564
left,952137631,391,952137631,391,961254468,391,972696133,391,988132607,391,989869146,9.117,11.442,15.436,1.737,28.615,37.732,,
front,964344917,391,964344917,391,972601607,391,972696133,391,989233802,391,990641706,8.257,0.095,16.538,1.408,18.040,26.297,,
right,932352379,391,932352379,391,939444362,391,972696133,391,990417413,391,992017085,7.092,33.252,17.721,1.600,52.573,59.665,12.207,-19.785
left,51911422,392,051911422,392,062800392,392,072598106,392,088044586,392,089671580,10.889,9.798,15.446,1.627,26.871,37.760,,
front,64495794,392,064495794,392,072476913,392,072598106,392,089119516,392,090442276,7.981,0.121,16.521,1.323,17.965,25.946,,
right,32336401,392,032336401,392,038703442,392,072598106,392,090355766,392,091855163,6.367,33.895,17.758,1.499,53.152,59.519,12.584,-19.575
left,151734004,392,151734004,392,160501379,392,172143776,392,187682206,392,189462603,8.767,11.642,15.538,1.780,28.961,37.729,,
front,163891500,392,163891500,392,172055225,392,172143776,392,188780751,392,190321360,8.164,0.089,16.637,1.541,18.266,26.430,,
right,132344663,392,132344663,392,138521900,392,172143776,392,190114427,392,191880270,6.177,33.622,17.971,1.766,53.358,59.536,12.157,-19.389
left,251782605,392,251782605,392,263370148,392,273118188,392,289115675,392,291800161,11.588,9.748,15.997,2.684,28.430,40.018,,
front,264844125,392,264844125,392,272991479,392,273118188,392,291088474,392,293397985,8.147,0.127,17.970,2.310,20.407,28.554,,
right,232335238,392,232335238,392,239380401,392,273118188,392,293317847,392,295018437,7.045,33.738,20.200,1.701,55.638,62.683,13.062,-19.447
left,351600890,392,351600890,392,360241666,392,372399770,392,387826854,392,389406790,8.641,12.158,15.427,1.580,29.165,37.806,,
front,364552010,392,364552010,392,372320294,392,372399770,392,388831464,392,390119477,7.768,0.079,16.432,1.288,17.799,25.567,,
right,332490217,392,332490217,392,338431661,392,372399770,392,389922154,392,391254590,5.941,33.968,17.522,1.332,52.823,58.764,12.951,-19.111
left,451879153,392,451879153,392,463755786,392,473925413,392,491575230,392,492971879,11.877,10.170,17.650,1.397,29.216,41.093,,
front,464107715,392,464107715,392,473812508,392,473925413,392,492608566,392,493942959,9.705,0.113,18.683,1.334,20.130,29.835,,
right,432375009,392,432375009,392,440650486,392,473925413,392,493828201,392,495118709,8.275,33.275,19.903,1.291,54.468,62.744,12.229,-19.504
left,552137561,392,552137561,392,560756151,392,572777291,392,587981777,392,589296103,8.619,12.021,15.204,1.314,28.540,37.159,,
front,563889756,392,563889756,392,572631462,392,572777291,392,588946860,392,590389641,8.742,0.146,16.170,1.443,17.758,26.500,,
right,532390947,392,532390947,392,538292432,392,572777291,392,590164491,392,591841400,5.901,34.485,17.387,1.677,53.549,59.450,11.752,-19.747
left,652022008,392,652022008,392,660751127,392,672961961,392,688900065,392,690292336,8.729,12.211,15.938,1.392,29.541,38.270,,
front,664523085,392,664523085,392,672810473,392,672961961,392,689901097,392,691295317,8.287,0.151,16.939,1.394,18.485,26.772,,
right,632486025,392,632486025,392,638641780,392,672961961,392,691014061,392,692288516,6.156,34.320,18.052,1.274,53.647,59.802,12.501,-19.536
left,751867662,392,751867662,392,763396305,392,772293586,392,789836974,392,791328831,11.529,8.897,17.543,1.492,27.933,39.461,,
front,764281637,392,764281637,392,772185372,392,772293586,392,790882013,392,792081276,7.904,0.108,18.588,1.199,19.896,27.800,,
right,732442885,392,732442885,392,738415995,392,772293586,392,791942575,392,793093394,5.973,33.878,19.649,1.151,54.677,60.651,12.414,-19.425
left,851866214,392,851866214,392,860186208,392,874303003,392,889463493,392,890964224,8.320,14.117,15.160,1.501,30.778,39.098,,
front,863951827,392,863951827,392,874203801,392,874303003,392,890478001,392,891753093,10.252,0.099,16.175,1.275,17.549,27.801,,
right,832487836,392,832487836,392,838408905,392,874303003,392,891532305,392,892969280,5.921,35.894,17.229,1.437,54.560,60.481,12.086,-19.378
left,951904213,392,951904213,392,962454248,392,972153988,392,987309168,392,988655328,10.550,9.700,15.155,1.346,26.201,36.751,,
front,964574726,392,964574726,392,972054213,392,972153988,392,988320579,392,989533233,7.479,0.100,16.167,1.213,17.479,24.959,,
right,932397624,392,932397624,392,940725117,392,972153988,392,989380270,392,990566102,8.327,31.429,17.226,1.186,49.841,58.168,12.671,-19.507
left,51946996,393,051946996,393,061819953,393,074881219,393,090551330,393,092407568,9.873,13.061,15.670,1.856,30.588,40.461,,
front,63703468,393,063703468,393,074784692,393,074881219,393,091733805,393,093193577,11.081,0.097,16.853,1.460,18.409,29.490,,
right,32519487,393,032519487,393,038460521,393,074881219,393,092841725,393,094288838,5.941,36.421,17.961,1.447,55.828,61.769,11.756,-19.428
left,151956750,393,151956750,393,164816009,393,172681356,393,189256169,393,190723149,12.859,7.865,16.575,1.467,25.907,38.766,,
front,164038411,393,164038411,393,172559434,393,172681356,393,190293278,393,191723554,8.521,0.122,17.612,1.430,19.164,27.685,,
right,132445940,393,132445940,393,138484932,393,172681356,393,191415841,393,192547265,6.039,34.196,18.734,1.131,54.062,60.101,12.082,-19.511
left,251883863,393,251883863,393,264916624,393,276480255,393,291944691,393,293418568,13.033,11.564,15.464,1.474,28.502,41.535,,
front,264149627,393,264149627,393,276322631,393,276480255,393,292965325,393,294392557,12.173,0.158,16.485,1.427,18.070,30.243,,
right,232396012,393,232396012,393,240133249,393,276480255,393,294103849,393,295317626,7.737,36.347,17.624,1.214,55.184,62.922,12.266,-19.488
left,351824560,393,351824560,393,360614819,393,372310186,393,387658731,393,389134170,8.790,11.695,15.349,1.475,28.519,37.310,,
front,364249704,393,364249704,393,372212002,393,372310186,393,388707270,393,390019875,7.962,0.098,16.397,1.313,17.808,25.770,,
right,332393731,393,332393731,393,338667357,393,372310186,393,389746302,393,391013693,6.274,33.643,17.436,1.267,52.346,58.620,12.425,-19.431
left,451919978,393,451919978,393,460295703,393,473356449,393,488697089,393,490133122,8.376,13.061,15.341,1.436,29.837,38.213,,
front,464080522,393,464080522,393,473280424,393,473356449,393,489708806,393,491031761,9.200,0.076,16.352,1.323,17.751,26.951,,
right,432426792,393,432426792,393,438824535,393,473356449,393,490765032,393,492020616,6.398,34.532,17.409,1.256,53.196,59.594,12.161,-19.493
left,551770699,393,551770699,393,562201004,393,573890831,393,589515420,393,590865539,10.430,11.690,15.625,1.350,28.665,39.095,,
front,564253923,393,564253923,393,573789200,393,573890831,393,590564524,393,591936135,9.535,0.102,16.674,1.372,18.147,27.682,,
right,532474744,393,532474744,393,541342321,393,573890831,393,591958557,393,593445381,8.868,32.549,18.068,1.487,52.103,60.971,12.483,-19.296
left,652138007,393,652138007,393,660652102,393,674758400,393,690232527,393,691632588,8.514,14.106,15.474,1.400,30.980,39.495,,
front,663988248,393,663988248,393,674658000,393,674758400,393,691280582,393,692412320,10.670,0.100,16.522,1.132,17.754,28.424,,
right,632422034,393,632422034,393,638177438,393,674758400,393,692522888,393,693838992,5.755,36.581,17.764,1.316,55.662,61.417,11.850,-19.716
left,751878684,393,751878684,393,760496966,393,771956587,393,787313225,393,788626869,8.618,11.460,15.357,1.314,28.130,36.748,,
front,764229306,393,764229306,393,771823779,393,771956587,393,788319403,393,789565468,7.594,0.133,16.363,1.246,17.742,25.336,,
right,732424309,393,732424309,393,738279977,393,771956587,393,789537234,393,790672877,5.856,33.677,17.581,1.136,52.393,58.249,12.351,-19.454
left,851936492,393,851936492,393,860711890,393,872601773,393,888508421,393,889932168,8.775,11.890,15.907,1.424,29.220,37.996,,
front,864414864,393,864414864,393,872488067,393,872601773,393,889583182,393,891015637,8.073,0.114,16.981,1.432,18.528,26.601,,
right,832409126,393,832409126,393,838439708,393,872601773,393,891026451,393,892843812,6.031,34.162,18.425,1.817,54.404,60.435,12.478,-19.527
left,951791028,393,951791028,393,960889708,393,974471825,393,989990516,393,991399989,9.099,13.582,15.519,1.409,30.510,39.609,,
front,964323444,393,964323444,393,974346866,393,974471825,393,991036568,393,992202653,10.023,0.125,16.565,1.166,17.856,27.879,,
right,932404034,393,932404034,393,940715595,393,974471825,393,992333830,393,993440894,8.312,33.756,17.862,1.107,52.725,61.037,12.532,-19.387
left,52199116,394,052199116,394,062623610,394,072180117,394,087866831,394,089254658,10.424,9.557,15.687,1.388,26.631,37.056,,
front,64132787,394,064132787,394,072080569,394,072180117,394,088914208,394,090226857,7.948,0.100,16.734,1.313,18.146,26.094,,
right,32459565,394,032459565,394,041323666,394,072180117,394,090142740,394,091302233,8.864,30.856,17.963,1.159,49.979,58.843,11.934,-19.740
left,152004553,394,152004553,394,162278977,394,172805879,394,188351018,394,189762185,10.274,10.527,15.545,1.411,27.483,37.758,,
front,164221114,394,164221114,394,172649647,394,172805879,394,189383523,394,190787455,8.429,0.156,16.578,1.404,18.138,26.566,,
right,132447862,394,132447862,394,139272936,394,172805879,394,190719553,394,192029904,6.825,33.533,17.914,1.310,52.757,59.582,12.217,-19.557
left,252284486,394,252284486,394,260589212,394,272091409,394,287598635,394,288915065,8.305,11.502,15.507,1.316,28.326,36.631,,
front,263916238,394,263916238,394,271969701,394,272091409,394,288540891,394,289618549,8.053,0.122,16.449,1.078,17.649,25.702,,
right,232396496,394,232396496,394,238583531,394,272091409,394,289695706,394,291057249,6.187,33.508,17.604,1.362,52.474,58.661,11.632,-19.888
left,352176974,394,352176974,394,360836194,394,373151644,394,388593563,394,390036966,8.659,12.315,15.442,1.443,29.201,37.860,,
front,364212268,394,364212268,394,373016506,394,373151644,394,389608708,394,391108967,8.804,0.135,16.457,1.500,18.092,26.897,,
right,332505668,394,332505668,394,338646595,394,373151644,394,390845038,394,392152576,6.141,34.505,17.693,1.308,53.506,59.647,12.035,-19.671
left,452045466,394,452045466,394,460950248,394,461060245,394,476734756,394,478079596,8.905,0.110,15.675,1.345,17.129,26.034,,
front,431852638,394,431852638,394,439957608,394,461060245,394,477763201,394,478917481,8.105,21.103,16.703,1.154,38.960,47.065,,
right,433304043,394,433304043,394,439757926,394,461060245,394,479040463,394,480304059,6.454,21.302,17.980,1.264,40.546,47.000,-20.193,-18.741
left,552026915,394,552026915,394,560884322,394,572015400,394,587784179,394,589300003,8.857,11.131,15.769,1.516,28.416,37.273,,
front,564254152,394,564254152,394,571904266,394,572015400,394,588798308,394,590178060,7.650,0.111,16.783,1.380,18.274,25.924,,
right,532463222,394,532463222,394,538430465,394,572015400,394,590186759,394,591567435,5.967,33.585,18.171,1.381,53.137,59.104,12.227,-19.564
left,652045769,394,652045769,394,661094954,394,672615380,394,687980000,394,689831144,9.049,11.520,15.365,1.851,28.736,37.785,,
front,664165994,394,664165994,394,672519996,394,672615380,394,689199517,394,690791197,8.354,0.095,16.584,1.592,18.271,26.625,,
right,632462098,394,632462098,394,640064365,394,672615380,394,690448592,394,691866467,7.602,32.551,17.833,1.418,51.802,59.404,12.120,-19.584
left,752023108,394,752023108,394,762575285,394,772253547,394,787572137,394,789259734,10.552,9.678,15.319,1.688,26.684,37.237,,
front,764327139,394,764327139,394,772130607,394,772253547,394,788681467,394,789933780,7.803,0.123,16.428,1.252,17.803,25.607,,
right,732473468,394,732473468,394,738904695,394,772253547,394,789933756,394,792212718,6.431,33.349,17.680,2.279,53.308,59.739,12.304,-19.550
left,852086256,394,852086256,394,860573583,394,872329728,394,887799622,394,889433398,8.487,11.756,15.470,1.634,28.860,37.347,,
front,864149821,394,864149821,394,872182877,394,872329728,394,888834040,394,889979596,8.033,0.147,16.504,1.146,17.797,25.830,,
right,832457964,394,832457964,394,838759294,394,872329728,394,890075956,394,891327654,6.301,33.570,17.746,1.252,52.568,58.870,12.064,-19.628
left,951939906,394,951939906,394,960516888,394,973015137,394,988656462,394,990089370,8.577,12.498,15.641,1.433,29.572,38.149,,
front,964051239,394,964051239,394,972897408,394,973015137,394,989667786,394,990896469,8.846,0.118,16.653,1.229,17.999,26.845,,
right,932546803,394,932546803,394,938387471,394,973015137,394,990885362,394,992086014,5.841,34.628,17.870,1.201,53.699,59.539,12.111,-19.393
left,52031721,395,052031721,395,060761255,395,060850135,395,078756732,395,080485884,8.730,0.089,17.907,1.729,19.725,28.454,,
front,31978598,395,031978598,395,040054369,395,060850135,395,080143073,395,081586483,8.076,20.796,19.293,1.443,41.532,49.608,,
right,33402660,395,033402660,395,039766406,395,060850135,395,081528165,395,082955110,6.364,21.084,20.678,1.427,43.189,49.552,-20.053,-18.629
left,151873872,395,151873872,395,160535844,395,173911317,395,189459748,395,190949578,8.662,13.375,15.548,1.490,30.414,39.076,,
front,164391861,395,164391861,395,173809658,395,173911317,395,190510380,395,191913411,9.418,0.102,16.599,1.403,18.104,27.522,,
right,132495259,395,132495259,395,138553937,395,173911317,395,191888396,395,193249899,6.059,35.357,17.977,1.362,54.696,60.755,12.518,-19.379
left,251881389,395,251881389,395,260820658,395,272027183,395,288053859,395,289411796,8.939,11.207,16.027,1.358,28.591,37.530,,
front,263842543,395,263842543,395,271906814,395,272027183,395,289117699,395,290418006,8.064,0.120,17.091,1.300,18.511,26.575,,
right,232491993,395,232491993,395,239034715,395,272027183,395,290425745,395,292234455,6.543,32.992,18.399,1.809,53.200,59.742,11.961,-19.389
left,351783725,395,351783725,395,361820210,395,372518295,395,388096288,395,389787656,10.036,10.698,15.578,1.691,27.967,38.004,,
front,364369934,395,364369934,395,372422382,395,372518295,395,389136757,395,390633923,8.052,0.096,16.618,1.497,18.212,26.264,,
right,332510048,395,332510048,395,338834626,395,372518295,395,390498715,395,391814920,6.325,33.684,17.980,1.316,52.980,59.305,12.586,-19.274
left,452085374,395,452085374,395,460973040,395,461089451,395,476569114,395,478298533,8.888,0.116,15.480,1.729,17.325,26.213,,
front,431862886,395,431862886,395,439943718,395,461089451,395,477633953,395,478846291,8.081,21.146,16.545,1.212,38.903,46.983,,
right,433455175,395,433455175,395,440766155,395,461089451,395,478895773,395,480291530,7.311,20.323,17.806,1.396,39.525,46.836,-20.222,-18.630
left,551951435,395,551951435,395,561117753,395,572763158,395,588311424,395,589811043,9.166,11.645,15.548,1.500,28.693,37.860,,
front,564387932,395,564387932,395,572659881,395,572763158,395,589337772,395,590815893,8.272,0.103,16.575,1.478,18.156,26.428,,
right,532459585,395,532459585,395,539060770,395,572763158,395,590562982,395,591835805,6.601,33.702,17.800,1.273,52.775,59.376,12.436,-19.492
left,651897485,395,651897485,395,662286674,395,674457907,395,689715150,395,691311680,10.389,12.171,15.257,1.597,29.025,39.414,,
front,664075193,395,664075193,395,674134930,395,674457907,395,690677513,395,692036078,10.060,0.323,16.220,1.359,17.901,27.961,,
