camera_id,msg_seq,t1_sec,t1_nsec,t2_sec,t2_nsec,t3_sec,t3_nsec,t4_sec,t4_nsec,lat_t1_t2_ms,lat_t2_t3_ms,lat_t3_t4_ms,lat_t1_t4_total_ms
right,31648346,3342,031648346,3342,039754567,3342,053091396,3342,055809460,8.106,13.337,2.718,24.161
left,75267150,3342,075267150,3342,083556044,3342,096892027,3342,099337772,8.289,13.336,2.446,24.071
front,85815016,3342,085815016,3342,093103645,3342,107826176,3342,109802202,7.289,14.723,1.976,23.987
right,132778131,3342,132778131,3342,140308349,3342,153481167,3342,154808601,7.530,13.173,1.327,22.030
left,175031239,3342,175031239,3342,185889946,3342,199513888,3342,200819585,10.859,13.624,1.306,25.788
front,185079513,3342,185079513,3342,192805393,3342,207789094,3342,209467093,7.726,14.984,1.678,24.388
right,232868270,3342,232868270,3342,240200057,3342,253549743,3342,254721670,7.332,13.350,1.172,21.853
left,275135723,3342,275135723,3342,283141031,3342,296844793,3342,298090149,8.005,13.704,1.245,22.954
front,285860629,3342,285860629,3342,292766733,3342,307938344,3342,309542949,6.906,15.172,1.605,23.682
right,332833624,3342,332833624,3342,341748593,3342,354967714,3342,356164933,8.915,13.219,1.197,23.331
left,375142965,3342,375142965,3342,384962086,3342,398355329,3342,400039778,9.819,13.393,1.684,24.897
front,385733620,3342,385733620,3342,393382083,3342,407812020,3342,409251323,7.648,14.430,1.439,23.518
right,433020379,3342,433020379,3342,438244977,3342,451388267,3342,452684574,5.225,13.143,1.296,19.664
left,475540167,3342,475540167,3342,485267119,3342,498732490,3342,500333183,9.727,13.465,1.601,24.793
front,484417980,3342,484417980,3342,492970221,3342,508479206,3342,510051344,8.552,15.509,1.572,25.633
right,532143806,3342,532143806,3342,537215274,3342,550366549,3342,551577785,5.071,13.151,1.211,19.434
left,575384809,3342,575384809,3342,585925061,3342,599464219,3342,600543599,10.540,13.539,1.079,25.159
front,585996805,3342,585996805,3342,594041901,3342,608819528,3342,610433080,8.045,14.778,1.614,24.436
right,632953298,3342,632953298,3342,639347263,3342,652397856,3342,653412146,6.394,13.051,1.014,20.459
left,675491917,3342,675491917,3342,683649491,3342,696920738,3342,698258237,8.158,13.271,1.337,22.766
front,685994132,3342,685994132,3342,694802398,3342,709668736,3342,711246031,8.808,14.866,1.577,25.252
right,732840707,3342,732840707,3342,738660866,3342,751743390,3342,752931358,5.820,13.083,1.188,20.091
left,775307826,3342,775307826,3342,783854124,3342,797425707,3342,798657276,8.546,13.572,1.232,23.349
front,785817541,3342,785817541,3342,793129556,3342,808472650,3342,809947909,7.312,15.343,1.475,24.130
right,832908581,3342,832908581,3342,838082945,3342,851127080,3342,852321963,5.174,13.044,1.195,19.413
left,875576774,3342,875576774,3342,883671314,3342,897042427,3342,899155119,8.095,13.371,2.113,23.578
front,885786525,3342,885786525,3342,893611224,3342,908777445,3342,910456259,7.825,15.166,1.679,24.670
right,932971958,3342,932971958,3342,938379450,3342,951806653,3342,952978445,5.407,13.427,1.172,20.006
left,975480112,3342,975480112,3342,983579713,3342,996862944,3342,998185302,8.100,13.283,1.322,22.705
front,985496211,3342,985496211,3342,994275478,3343,009156847,3343,010719539,8.779,14.881,1.563,25.223
right,32727707,3343,032727707,3343,038038561,3343,051207390,3343,052335147,5.311,13.169,1.128,19.607
left,75360335,3343,075360335,3343,083752753,3343,096913148,3343,098822068,8.392,13.160,1.909,23.462
front,86025252,3343,086025252,3343,097559163,3343,112416475,3343,114240348,11.534,14.857,1.824,28.215
right,133180539,3343,133180539,3343,139890816,3343,153252438,3343,154376728,6.710,13.362,1.124,21.196
left,175469499,3343,175469499,3343,183548651,3343,196933249,3343,199009123,8.079,13.385,2.076,23.540
front,185526137,3343,185526137,3343,196806725,3343,211577854,3343,213219384,11.281,14.771,1.642,27.693
right,233096530,3343,233096530,3343,239166197,3343,252317643,3343,253552850,6.070,13.151,1.235,20.456
left,275567039,3343,275567039,3343,286368097,3343,299718694,3343,300954743,10.801,13.351,1.236,25.388
front,285189009,3343,285189009,3343,292559496,3343,308313835,3343,310029574,7.370,15.754,1.716,24.841
right,333070211,3343,333070211,3343,339688304,3343,352805710,3343,353908562,6.618,13.117,1.103,20.838
left,375756916,3343,375756916,3343,383594201,3343,397018569,3343,398246296,7.837,13.424,1.228,22.489
front,385340894,3343,385340894,3343,394142234,3343,409322761,3343,411064901,8.801,15.181,1.742,25.724
right,432861460,3343,432861460,3343,438098305,3343,451292069,3343,452584930,5.237,13.194,1.293,19.723
left,475667811,3343,475667811,3343,486126887,3343,499789843,3343,501045102,10.459,13.663,1.255,25.377
front,485359118,3343,485359118,3343,492964630,3343,508115821,3343,509576884,7.606,15.151,1.461,24.218
right,532675391,3343,532675391,3343,540038372,3343,553275803,3343,554561532,7.363,13.237,1.286,21.886
left,549362701,3343,549362701,3343,557857154,3343,571015764,3343,572097098,8.494,13.159,1.081,22.734
front,586077835,3343,586077835,3343,592713972,3343,607476694,3343,609032568,6.636,14.763,1.556,22.955
right,632371034,3343,632371034,3343,637827375,3343,650946011,3343,651944261,5.456,13.119,0.998,19.573
front,653955016,3343,653955016,3343,660817099,3343,676081991,3343,677752253,6.862,15.265,1.670,23.797
left,675075284,3343,675075284,3343,684105899,3343,697525556,3343,698959544,9.031,13.420,1.434,23.884
right,732034584,3343,732034584,3343,738285520,3343,751412813,3343,752534400,6.251,13.127,1.122,20.500
left,775376002,3343,775376002,3343,783463265,3343,796870534,3343,797962600,8.087,13.407,1.092,22.587
front,785183023,3343,785183023,3343,792672607,3343,806053273,3343,807593171,7.490,13.381,1.540,22.410
right,832366567,3343,832366567,3343,839735795,3343,852884042,3343,853985917,7.369,13.148,1.102,21.619
front,854791927,3343,854791927,3343,862823111,3343,877638407,3343,879129072,8.031,14.815,1.491,24.337
left,875310552,3343,875310552,3343,883619692,3343,896788318,3343,897959975,8.309,13.169,1.172,22.649
right,931901224,3343,931901224,3343,937492156,3343,950653714,3343,951843743,5.591,13.162,1.190,19.943
left,975504387,3343,975504387,3343,986332116,3343,999912029,3344,001901420,10.828,13.580,1.989,26.397
front,985514975,3343,985514975,3343,995391577,3344,010397584,3344,012162581,9.877,15.006,1.765,26.648
right,33054252,3344,033054252,3344,038895992,3344,052129717,3344,053367865,5.842,13.234,1.238,20.314
left,49523755,3344,049523755,3344,058727615,3344,072191116,3344,073599299,9.204,13.464,1.408,24.076
front,85839455,3344,085839455,3344,093159117,3344,108105058,3344,110078962,7.320,14.946,1.974,24.240
right,132307403,3344,132307403,3344,137607097,3344,150715287,3344,151693295,5.300,13.108,0.978,19.386
left,175125522,3344,175125522,3344,185913210,3344,199872173,3344,202221096,10.788,13.959,2.349,27.096
front,185129645,3344,185129645,3344,194457966,3344,209441377,3344,210901726,9.328,14.983,1.460,25.772
right,232624600,3344,232624600,3344,237920649,3344,251112293,3344,252149112,5.296,13.192,1.037,19.525
left,275496375,3344,275496375,3344,285234185,3344,298794524,3344,299966383,9.738,13.560,1.172,24.470
front,285301298,3344,285301298,3344,293569364,3344,308716911,3344,310171940,8.268,15.148,1.455,24.871
right,332676134,3344,332676134,3344,337825693,3344,350939013,3344,351981233,5.150,13.113,1.042,19.305
left,375454530,3344,375454530,3344,383566703,3344,396893737,3344,398041850,8.112,13.327,1.148,22.587
front,386099521,3344,386099521,3344,395068938,3344,409776380,3344,411416004,8.969,14.707,1.640,25.316
right,433132687,3344,433132687,3344,438649662,3344,451817982,3344,452943156,5.517,13.168,1.125,19.810
left,475383130,3344,475383130,3344,483725076,3344,497320446,3344,498443685,8.342,13.595,1.123,23.061
front,485896762,3344,485896762,3344,495372225,3344,510623664,3344,512164231,9.475,15.251,1.541,26.267
right,533110166,3344,533110166,3344,541710948,3344,554916898,3344,556030897,8.601,13.206,1.114,22.921
left,575507991,3344,575507991,3344,588683055,3344,602042397,3344,603382182,13.175,13.359,1.340,27.874
front,585378281,3344,585378281,3344,594909372,3344,610325449,3344,611929994,9.531,15.416,1.605,26.552
right,632951591,3344,632951591,3344,638537668,3344,651679513,3344,652807720,5.586,13.142,1.128,19.856
left,649289486,3344,649289486,3344,660143165,3344,673325217,3344,674462767,10.854,13.182,1.138,25.173
front,685629584,3344,685629584,3344,692850041,3344,707624938,3344,709312667,7.220,14.775,1.688,23.683
right,732484530,3344,732484530,3344,737867900,3344,751189433,3344,752395270,5.383,13.322,1.206,19.911
left,775277970,3344,775277970,3344,783292626,3344,796521835,3344,797654571,8.015,13.229,1.133,22.377
front,784855745,3344,784855745,3344,792231524,3344,807097898,3344,808667206,7.376,14.866,1.569,23.811
right,832687730,3344,832687730,3344,839955469,3344,853300080,3344,854551957,7.268,13.345,1.252,21.864
left,875460210,3344,875460210,3344,883375335,3344,896609921,3344,897977148,7.915,13.235,1.367,22.517
front,885644299,3344,885644299,3344,892584098,3344,907540677,3344,909291454,6.940,14.957,1.751,23.647
right,932750352,3344,932750352,3344,940247252,3344,953380515,3344,954733698,7.497,13.133,1.353,21.983
left,975392250,3344,975392250,3344,983513451,3344,996782318,3344,998486009,8.121,13.269,1.704,23.094
front,985490063,3344,985490063,3344,994857505,3345,009723806,3345,011571395,9.367,14.866,1.848,26.081
right,32964882,3345,032964882,3345,038215629,3345,051449970,3345,052717553,5.251,13.234,1.268,19.753
left,75327467,3345,075327467,3345,088280229,3345,101562429,3345,103024623,12.953,13.282,1.462,27.697
front,85691179,3345,085691179,3345,093460613,3345,108948886,3345,110722155,7.769,15.488,1.773,25.031
right,132984852,3345,132984852,3345,140368942,3345,153526142,3345,154865079,7.384,13.157,1.339,21.880
left,175151532,3345,175151532,3345,186120031,3345,199407688,3345,200712584,10.968,13.288,1.305,25.561
front,185604017,3345,185604017,3345,194860975,3345,209715082,3345,211711369,9.257,14.854,1.996,26.107
right,232549525,3345,232549525,3345,237655366,3345,250891728,3345,252261887,5.106,13.236,1.370,19.712
left,275150324,3345,275150324,3345,284040800,3345,297260732,3345,298555397,8.890,13.220,1.295,23.405
front,285668300,3345,285668300,3345,292826763,3345,307340717,3345,309062104,7.158,14.514,1.721,23.394
right,332805917,3345,332805917,3345,341553118,3345,354786633,3345,356065590,8.747,13.234,1.279,23.260
left,375179725,3345,375179725,3345,383975293,3345,397356888,3345,398837262,8.796,13.382,1.480,23.658
front,385890227,3345,385890227,3345,393612154,3345,408269737,3345,410239815,7.722,14.658,1.970,24.350
right,432675306,3345,432675306,3345,439926900,3345,453214682,3345,454454503,7.252,13.288,1.240,21.779
left,475419718,3345,475419718,3345,484614272,3345,497739678,3345,499090318,9.195,13.125,1.351,23.671
front,485984377,3345,485984377,3345,492983275,3345,508124179,3345,510300267,6.999,15.141,2.176,24.316
right,532691481,3345,532691481,3345,537746544,3345,550904342,3345,552150204,5.055,13.158,1.246,19.459
left,575355616,3345,575355616,3345,586443123,3345,600066496,3345,601579121,11.088,13.623,1.513,26.224
front,585796744,3345,585796744,3345,593941515,3345,608985316,3345,610779363,8.145,15.044,1.794,24.983
right,632967581,3345,632967581,3345,638147751,3345,652174750,3345,653408062,5.180,14.027,1.233,20.440
left,675405893,3345,675405893,3345,687020222,3345,700506583,3345,701886569,11.614,13.486,1.380,26.481
front,684964970,3345,684964970,3345,692199699,3345,707741817,3345,709339855,7.235,15.542,1.598,24.375
right,732572536,3345,732572536,3345,737800316,3345,750917212,3345,752048273,5.228,13.117,1.131,19.476
left,775453044,3345,775453044,3345,785899040,3345,799399970,3345,800720359,10.446,13.501,1.320,25.267
front,785560343,3345,785560343,3345,796510521,3345,811292860,3345,812966100,10.950,14.782,1.673,27.406
right,832955614,3345,832955614,3345,838386642,3345,851619829,3345,852787248,5.431,13.233,1.167,19.832
left,875572819,3345,875572819,3345,885082355,3345,898294002,3345,899698745,9.510,13.212,1.405,24.126
front,885400553,3345,885400553,3345,892189738,3345,906950834,3345,908740004,6.789,14.761,1.789,23.339
right,932856209,3345,932856209,3345,938295711,3345,951708160,3345,953216837,5.440,13.412,1.509,20.361
left,975357063,3345,975357063,3345,983982912,3345,997337194,3345,998633299,8.626,13.354,1.296,23.276
front,985463741,3345,985463741,3345,993404366,3346,008574100,3346,010264094,7.941,15.170,1.690,24.800
right,32867529,3346,032867529,3346,038294796,3346,051402578,3346,052669836,5.427,13.108,1.267,19.802
left,75428909,3346,075428909,3346,084793886,3346,097941493,3346,099426449,9.365,13.148,1.485,23.998
front,85711438,3346,085711438,3346,093574649,3346,108362814,3346,110359912,7.863,14.788,1.997,24.648
right,133632394,3346,133632394,3346,139359853,3346,152501727,3346,153744214,5.727,13.142,1.242,20.112
left,175591791,3346,175591791,3346,183542269,3346,197300139,3346,198873881,7.950,13.758,1.574,23.282
front,185118684,3346,185118684,3346,193751032,3346,208607335,3346,210272252,8.632,14.856,1.665,25.154
right,232437155,3346,232437155,3346,239681358,3346,252800446,3346,254121315,7.244,13.119,1.321,21.684
front,254484516,3346,254484516,3346,262595920,3346,277342962,3346,279130558,8.111,14.747,1.788,24.646
left,275353070,3346,275353070,3346,283663893,3346,296817399,3346,298169396,8.311,13.154,1.352,22.816
right,331948778,3346,331948778,3346,339295564,3346,352533637,3346,353943116,7.347,13.238,1.409,21.994
left,375465261,3346,375465261,3346,387869978,3346,401205724,3346,402463473,12.405,13.336,1.258,26.998
front,385482455,3346,385482455,3346,393018198,3346,407256903,3346,408852340,7.536,14.239,1.595,23.370
right,432891885,3346,432891885,3346,438481405,3346,451630244,3346,452796904,5.590,13.149,1.167,19.905
left,475483831,3346,475483831,3346,487779995,3346,501272696,3346,502798903,12.296,13.493,1.526,27.315
front,486147122,3346,486147122,3346,495012510,3346,509818793,3346,511430064,8.865,14.806,1.611,25.283
right,533401631,3346,533401631,3346,541083384,3346,554232893,3346,555458084,7.682,13.150,1.225,22.056
front,555459212,3346,555459212,3346,562307289,3346,576960240,3346,578459766,6.848,14.653,1.500,23.001
left,575348737,3346,575348737,3346,583567218,3346,596807249,3346,598131687,8.218,13.240,1.324,22.783
right,632039502,3346,632039502,3346,639295297,3346,652402470,3346,653512730,7.256,13.107,1.110,21.473
left,675663373,3346,675663373,3346,687776555,3346,701359080,3346,702634228,12.113,13.583,1.275,26.971
front,685359190,3346,685359190,3346,693946200,3346,707575705,3346,709131128,8.587,13.630,1.555,23.772
right,732956206,3346,732956206,3346,740435281,3346,753965392,3346,755171710,7.479,13.530,1.206,22.216
left,775532356,3346,775532356,3346,784327651,3346,797753373,3346,799015446,8.795,13.426,1.262,23.483
front,786057557,3346,786057557,3346,793029853,3346,807976414,3346,809643529,6.972,14.947,1.667,23.586
right,833080371,3346,833080371,3346,838654449,3346,851865443,3346,853069890,5.574,13.211,1.204,19.990
left,849577253,3346,849577253,3346,857827844,3346,870967918,3346,871958125,8.251,13.140,0.990,22.381
front,885176984,3346,885176984,3346,895019289,3346,910310882,3346,912017011,9.842,15.292,1.706,26.840
right,932117300,3346,932117300,3346,937421475,3346,950669329,3346,951760735,5.304,13.248,1.091,19.643
left,975206339,3346,975206339,3346,983219158,3346,996534616,3346,997716834,8.013,13.315,1.182,22.510
front,984929225,3346,984929225,3346,993642008,3347,008428346,3347,010043008,8.713,14.786,1.615,25.114
right,32685960,3347,032685960,3347,039972482,3347,053137740,3347,054549422,7.287,13.165,1.412,21.863
left,75565652,3347,075565652,3347,086404309,3347,100064132,3347,102125814,10.839,13.660,2.062,26.560
front,85178041,3347,085178041,3347,092861433,3347,108274911,3347,109641359,7.683,15.413,1.366,24.463
right,133011278,3347,133011278,3347,138244030,3347,151511038,3347,152745262,5.233,13.267,1.234,19.734
left,149500426,3347,149500426,3347,158056652,3347,171207108,3347,172238995,8.556,13.150,1.032,22.739
front,185559509,3347,185559509,3347,192473176,3347,207090562,3347,208638324,6.914,14.617,1.548,23.079
right,232294021,3347,232294021,3347,237669228,3347,250825304,3347,251895263,5.375,13.156,1.070,19.601
left,275264006,3347,275264006,3347,283814208,3347,297078480,3347,298353586,8.550,13.264,1.275,23.090
front,285257754,3347,285257754,3347,294018702,3347,308796256,3347,310479432,8.761,14.778,1.683,25.222
right,332601161,3347,332601161,3347,340033833,3347,353095905,3347,354212665,7.433,13.062,1.117,21.612
left,375488545,3347,375488545,3347,383816402,3347,397483548,3347,399593706,8.328,13.667,2.110,24.105
front,384958839,3347,384958839,3347,391957223,3347,407018781,3347,408659651,6.998,15.062,1.641,23.701
right,432541706,3347,432541706,3347,441334407,3347,454556560,3347,455653618,8.793,13.222,1.097,23.112
left,475535559,3347,475535559,3347,484400648,3347,497788898,3347,499230764,8.865,13.388,1.442,23.695
front,485423931,3347,485423931,3347,492660712,3347,507765578,3347,509377216,7.237,15.105,1.612,23.953
right,532975348,3347,532975348,3347,538969465,3347,552060906,3347,553029422,5.994,13.091,0.969,20.054
left,575467040,3347,575467040,3347,583642269,3347,597011223,3347,598322503,8.175,13.369,1.311,22.855
front,585848266,3347,585848266,3347,593289367,3347,607942204,3347,609575935,7.441,14.653,1.634,23.728
right,632805178,3347,632805178,3347,640195242,3347,653345351,3347,654490824,7.390,13.150,1.145,21.686
left,675526400,3347,675526400,3347,684785908,3347,698108928,3347,699216285,9.260,13.323,1.107,23.690
front,685285564,3347,685285564,3347,692367469,3347,707322918,3347,708922187,7.082,14.955,1.599,23.637
right,732666977,3347,732666977,3347,737846911,3347,750949472,3347,751985083,5.180,13.103,1.036,19.318
left,775565722,3347,775565722,3347,785958923,3347,799203984,3347,800411753,10.393,13.245,1.208,24.846
front,785402277,3347,785402277,3347,792949415,3347,808220624,3347,809930978,7.547,15.271,1.710,24.529
right,832788727,3347,832788727,3347,840380089,3347,853521746,3347,854586155,7.591,13.142,1.064,21.797
left,875414409,3347,875414409,3347,886212265,3347,899799705,3347,900948332,10.798,13.587,1.149,25.534
front,885787554,3347,885787554,3347,893813660,3347,908903085,3347,910513648,8.026,15.089,1.611,24.726
right,932828767,3347,932828767,3347,938149735,3347,951331699,3347,952384448,5.321,13.182,1.053,19.556
left,975514617,3347,975514617,3347,983611808,3347,997424605,3347,998610704,8.097,13.813,1.186,23.096
front,985381643,3347,985381643,3347,993630339,3348,008974728,3348,010573893,8.249,15.344,1.599,25.192
right,32879365,3348,032879365,3348,038150863,3348,051307516,3348,052408176,5.271,13.157,1.101,19.529
left,75538868,3348,075538868,3348,084473120,3348,097864164,3348,099252231,8.934,13.391,1.388,23.713
front,85285364,3348,085285364,3348,094372126,3348,109147138,3348,110665567,9.087,14.775,1.518,25.380
right,132828869,3348,132828869,3348,137959663,3348,151208473,3348,152373380,5.131,13.249,1.165,19.545
left,175504464,3348,175504464,3348,183626679,3348,196921903,3348,198087810,8.122,13.295,1.166,22.583
front,185836103,3348,185836103,3348,192949284,3348,207938834,3348,209555906,7.113,14.990,1.617,23.720
right,232912270,3348,232912270,3348,240045049,3348,253201754,3348,254363467,7.133,13.157,1.162,21.451
left,275445222,3348,275445222,3348,283896325,3348,297229175,3348,298626984,8.451,13.333,1.398,23.182
front,285802616,3348,285802616,3348,295165916,3348,309890210,3348,311454259,9.363,14.724,1.564,25.652
right,333167974,3348,333167974,3348,340662529,3348,353759266,3348,354788973,7.495,13.097,1.030,21.621
left,375418633,3348,375418633,3348,389109782,3348,403139330,3348,404379344,13.691,14.030,1.240,28.961
front,385757225,3348,385757225,3348,393854058,3348,410456728,3348,412117388,8.097,16.603,1.661,26.360
right,433052798,3348,433052798,3348,439566378,3348,452714419,3348,453873495,6.514,13.148,1.159,20.821
left,475679108,3348,475679108,3348,483555439,3348,497010047,3348,498267445,7.876,13.455,1.257,22.588
front,485309527,3348,485309527,3348,494198036,3348,509171037,3348,510559933,8.889,14.973,1.389,25.250
right,532650873,3348,532650873,3348,540018954,3348,553164308,3348,554745277,7.368,13.145,1.581,22.094
left,575434937,3348,575434937,3348,583720524,3348,597397127,3348,599437048,8.286,13.677,2.040,24.002
front,585714577,3348,585714577,3348,592871517,3348,607728198,3348,609197466,7.157,14.857,1.469,23.483
right,632920601,3348,632920601,3348,640307269,3348,653521113,3348,654800489,7.387,13.214,1.279,21.880
left,675423190,3348,675423190,3348,684417353,3348,697727196,3348,699238566,8.994,13.310,1.511,23.815
front,685670604,3348,685670604,3348,693005126,3348,707717304,3348,709612215,7.335,14.712,1.895,23.942
right,732963733,3348,732963733,3348,741714614,3348,754830196,3348,756176718,8.751,13.116,1.347,23.213
left,775359714,3348,775359714,3348,783372157,3348,797251643,3348,799449546,8.012,13.879,2.198,24.090
front,785154775,3348,785154775,3348,794089307,3348,809088205,3348,810780243,8.935,14.999,1.692,25.625
right,832849951,3348,832849951,3348,838261588,3348,851364375,3348,852605249,5.412,13.103,1.241,19.755
left,875634096,3348,875634096,3348,886859741,3348,900383059,3348,901744376,11.226,13.523,1.361,26.110
front,885149243,3348,885149243,3348,894029298,3348,908823788,3348,910541982,8.880,14.794,1.718,25.393
right,932539013,3348,932539013,3348,938250662,3348,951377451,3348,952614622,5.712,13.127,1.237,20.076
left,975429481,3348,975429481,3348,983495117,3348,996702014,3348,998017585,8.066,13.207,1.316,22.588
front,985286739,3348,985286739,3348,994365719,3349,009403493,3349,010964562,9.079,15.038,1.561,25.678
right,32886912,3349,032886912,3349,038265188,3349,051413515,3349,052589341,5.378,13.148,1.176,19.702
left,75350496,3349,075350496,3349,083478026,3349,096841931,3349,098187244,8.128,13.364,1.345,22.837
front,85335980,3349,085335980,3349,092571322,3349,107444484,3349,108858815,7.235,14.873,1.414,23.523
right,132947120,3349,132947120,3349,138186588,3349,151322802,3349,152458714,5.239,13.136,1.136,19.512
left,175462843,3349,175462843,3349,186078177,3349,199393356,3349,200691903,10.615,13.315,1.299,25.229
front,185033955,3349,185033955,3349,193116708,3349,208341253,3349,209886141,8.083,15.225,1.545,24.852
right,232638027,3349,232638027,3349,237989622,3349,251030584,3349,252116945,5.352,13.041,1.086,19.479
left,275427669,3349,275427669,3349,286274751,3349,299554783,3349,300885975,10.847,13.280,1.331,25.458
front,285356687,3349,285356687,3349,292517252,3349,307786963,3349,309460558,7.161,15.270,1.674,24.104
right,332593678,3349,332593678,3349,340009250,3349,353047129,3349,354217019,7.416,13.038,1.170,21.623
left,375478448,3349,375478448,3349,386472973,3349,400218152,3349,402254671,10.995,13.745,2.037,26.776
front,385540732,3349,385540732,3349,394015449,3349,409158567,3349,410825093,8.475,15.143,1.667,25.284
right,432935769,3349,432935769,3349,438287511,3349,451537996,3349,452752661,5.352,13.250,1.215,19.817
left,475376014,3349,475376014,3349,485505395,3349,499237488,3349,500457740,10.129,13.732,1.220,25.082
front,485365590,3349,485365590,3349,495531682,3349,510090647,3349,511546975,10.166,14.559,1.456,26.181
right,532790647,3349,532790647,3349,540213027,3349,553386806,3349,554534674,7.422,13.174,1.148,21.744
left,575525475,3349,575525475,3349,585158675,3349,598457557,3349,599689999,9.633,13.299,1.232,24.165
front,585454313,3349,585454313,3349,592458248,3349,607414059,3349,608985668,7.004,14.956,1.572,23.531
right,632933639,3349,632933639,3349,638758553,3349,652164753,3349,653395058,5.825,13.406,1.230,20.461
left,675615175,3349,675615175,3349,683708610,3349,697069870,3349,698497290,8.093,13.361,1.427,22.882
front,685432251,3349,685432251,3349,692881516,3349,707866380,3349,709521605,7.449,14.985,1.655,24.089
right,732958134,3349,732958134,3349,738587858,3349,751740186,3349,753103980,5.630,13.152,1.364,20.146
left,775379256,3349,775379256,3349,783967831,3349,797587357,3349,798850612,8.589,13.620,1.263,23.471
front,785745861,3349,785745861,3349,794638503,3349,809595112,3349,811076654,8.893,14.957,1.482,25.331
right,832888605,3349,832888605,3349,838558885,3349,851703071,3349,853060966,5.670,13.144,1.358,20.172
left,875380193,3349,875380193,3349,885942076,3349,899127651,3349,900548417,10.562,13.186,1.421,25.168
front,885650767,3349,885650767,3349,893425150,3349,908267476,3349,909903032,7.774,14.842,1.636,24.252
right,932857169,3349,932857169,3349,940397148,3349,953563784,3349,954856797,7.540,13.167,1.293,22.000
left,975532629,3349,975532629,3349,986470011,3350,000093201,3350,001792866,10.937,13.623,1.700,26.260
front,985294082,3349,985294082,3349,993406062,3350,008517432,3350,010376863,8.112,15.111,1.859,25.083
right,32838100,3350,032838100,3350,039822006,3350,053371309,3350,054904132,6.984,13.549,1.533,22.066
left,75618169,3350,075618169,3350,084416799,3350,097717072,3350,098971301,8.799,13.300,1.254,23.353
front,85621341,3350,085621341,3350,093516468,3350,108703506,3350,110282123,7.895,15.187,1.579,24.661
right,132829756,3350,132829756,3350,139254520,3350,152349502,3350,153428635,6.425,13.095,1.079,20.599
left,175536107,3350,175536107,3350,185947613,3350,199306896,3350,200658857,10.412,13.359,1.352,25.123
front,185420060,3350,185420060,3350,196259858,3350,210840715,3350,212350390,10.840,14.581,1.510,26.930
right,233154063,3350,233154063,3350,240218903,3350,253292788,3350,254413194,7.065,13.074,1.120,21.259
left,275473421,3350,275473421,3350,283424109,3350,296914714,3350,298213177,7.951,13.491,1.298,22.740
front,284868819,3350,284868819,3350,292131501,3350,307271762,3350,308880008,7.263,15.140,1.608,24.011
right,332502683,3350,332502683,3350,341337888,3350,354634406,3350,355793351,8.835,13.297,1.159,23.291
left,375428780,3350,375428780,3350,383486975,3350,396924821,3350,397974543,8.058,13.438,1.050,22.546
front,385250120,3350,385250120,3350,392597842,3350,408111602,3350,409529717,7.348,15.514,1.418,24.280
right,432937982,3350,432937982,3350,439809884,3350,453068857,3350,454203237,6.872,13.259,1.134,21.265
left,475621714,3350,475621714,3350,483712732,3350,497383206,3350,498452068,8.091,13.670,1.069,22.830
front,485311419,3350,485311419,3350,494744808,3350,509820649,3350,511378381,9.433,15.076,1.558,26.067
right,532930664,3350,532930664,3350,538081102,3350,551290042,3350,552409400,5.150,13.209,1.119,19.479
left,549159063,3350,549159063,3350,560016882,3350,573114881,3350,574289523,10.858,13.098,1.175,25.130
front,585399916,3350,585399916,3350,592057732,3350,606875515,3350,608607888,6.658,14.818,1.732,23.208
right,632381464,3350,632381464,3350,640466178,3350,653692222,3350,655180826,8.085,13.226,1.489,22.799
front,653900896,3350,653900896,3350,663098636,3350,677871007,3350,679612734,9.198,14.772,1.742,25.712
left,675396015,3350,675396015,3350,683483689,3350,696546358,3350,697824049,8.088,13.063,1.278,22.428
right,731816933,3350,731816933,3350,737409379,3350,750619986,3350,751721469,5.592,13.211,1.101,19.905
left,775650369,3350,775650369,3350,783550383,3350,796852150,3350,797959208,7.900,13.302,1.107,22.309
front,785870793,3350,785870793,3350,793259007,3350,808136440,3350,809564768,7.388,14.877,1.428,23.694
right,833051718,3350,833051718,3350,841604530,3350,854822536,3350,855938587,8.553,13.218,1.116,22.887
left,875272860,3350,875272860,3350,883614552,3350,896758299,3350,897877806,8.342,13.144,1.120,22.605
front,886013038,3350,886013038,3350,892939152,3350,907873901,3350,909467964,6.926,14.935,1.594,23.455
right,933528043,3350,933528043,3350,940356054,3350,953595474,3350,954807723,6.828,13.239,1.212,21.280
front,955326555,3350,955326555,3350,962521734,3350,977330742,3350,978982578,7.195,14.809,1.652,23.656
left,975103639,3350,975103639,3350,985660816,3350,998750288,3350,999983596,10.557,13.089,1.233,24.880
right,32058714,3351,032058714,3351,037395097,3351,050604004,3351,051641505,5.336,13.209,1.038,19.583
left,75398904,3351,075398904,3351,084183784,3351,097485479,3351,098622949,8.785,13.302,1.137,23.224
front,85413341,3351,085413341,3351,094253683,3351,107590750,3351,109206326,8.840,13.337,1.616,23.793
right,132840379,3351,132840379,3351,138153863,3351,151269201,3351,152371744,5.313,13.115,1.103,19.531
left,175482258,3351,175482258,3351,183452227,3351,196860267,3351,198327446,7.970,13.408,1.467,22.845
front,185767841,3351,185767841,3351,194829582,3351,209975907,3351,211376714,9.062,15.146,1.401,25.609
right,233210531,3351,233210531,3351,240917750,3351,254129071,3351,255146044,7.707,13.211,1.017,21.936
