camera_id,msg_hdr_seq_nsec,t0_imgpub_sec,t0_imgpub_nsec,t1_segnode_cb_sec,t1_segnode_cb_nsec,t2_segnode_batchstart_sec,t2_segnode_batchstart_nsec,t3_segnode_respub_sec,t3_segnode_respub_nsec,t4_segsub_resrecv_sec,t4_segsub_resrecv_nsec,lat_imgpub_to_cb_ms,lat_cb_to_batch_start_ms,lat_batch_start_to_res_pub_ms,lat_res_pub_to_res_recv_ms,lat_segnode_cb_to_segsub_recv_ms,lat_total_e2e_ms,offset_T0_front_vs_left_ms,offset_T0_right_vs_left_ms
front,824783360,5468,824783360,5468,847532390,5468,859803940,5468,890818245,5468,895282022,22.749,12.272,31.014,4.464,47.750,70.499,,
right,837955825,5468,837955825,5468,859578197,5468,859803940,5468,894038944,5468,897542552,21.622,0.226,34.235,3.504,37.964,59.587,,
left,908364191,5468,908364191,5468,929859636,5468,954747624,5468,970958716,5468,973373311,21.495,24.888,16.211,2.415,43.514,65.009,,
front,920357114,5468,920357114,5468,942552544,5468,954747624,5468,972644917,5468,973986911,22.195,12.195,17.897,1.342,31.434,53.630,,
right,932671848,5468,932671848,5468,954266206,5468,954747624,5468,974492986,5468,975700279,21.594,0.481,19.745,1.207,21.434,43.028,11.993,24.308
left,15099710,5469,015099710,5469,031857182,5469,074709714,5469,090632844,5469,092134949,16.757,42.853,15.923,1.502,60.278,77.035,,
front,34630146,5469,034630146,5469,056108732,5469,074709714,5469,092073720,5469,093373669,21.479,18.601,17.364,1.300,37.265,58.744,,
right,53421120,5469,053421120,5469,074326005,5469,074709714,5469,093607626,5469,094920304,20.905,0.384,18.898,1.313,20.594,41.499,19.530,38.321
left,115083342,5469,115083342,5469,137313108,5469,175671125,5469,191943235,5469,193741506,22.230,38.358,16.272,1.798,56.428,78.658,,
front,134558206,5469,134558206,5469,155809667,5469,175671125,5469,193490224,5469,194797511,21.251,19.861,17.819,1.307,38.988,60.239,,
right,153753485,5469,153753485,5469,175165940,5469,175671125,5469,195154637,5469,196535637,21.412,0.505,19.484,1.381,21.370,42.782,19.475,38.670
left,208453653,5469,208453653,5469,229847614,5469,252804684,5469,269209549,5469,271031018,21.394,22.957,16.405,1.821,41.183,62.577,,
front,220729560,5469,220729560,5469,236766616,5469,252804684,5469,270974608,5469,272670777,16.037,16.038,18.170,1.696,35.904,51.941,,
right,233164793,5469,233164793,5469,252319999,5469,252804684,5469,272740099,5469,274122067,19.155,0.485,19.935,1.382,21.802,40.957,12.276,24.711
left,308836190,5469,308836190,5469,327482063,5469,355598930,5469,371593059,5469,373443989,18.646,28.117,15.994,1.851,45.962,64.608,,
front,321310677,5469,321310677,5469,343555649,5469,355598930,5469,373290531,5469,374868512,22.245,12.043,17.692,1.578,31.313,53.558,,
right,340953462,5469,340953462,5469,355221851,5469,355598930,5469,375220618,5469,376443378,14.268,0.377,19.622,1.223,21.222,35.490,12.474,32.117
left,414947712,5469,414947712,5469,436279884,5469,475112792,5469,491314487,5469,492900366,21.332,38.833,16.202,1.586,56.620,77.953,,
front,434284551,5469,434284551,5469,453305695,5469,475112792,5469,493020027,5469,494216518,19.021,21.807,17.907,1.196,40.911,59.932,,
right,453614947,5469,453614947,5469,474583812,5469,475112792,5469,494579601,5469,495765230,20.969,0.529,19.467,1.186,21.181,42.150,19.337,38.667
left,511831882,5469,511831882,5469,528552112,5469,552216342,5469,568669465,5469,570346732,16.720,23.664,16.453,1.677,41.795,58.515,,
front,524441179,5469,524441179,5469,546002035,5469,552216342,5469,570407589,5469,571810744,21.561,6.214,18.191,1.403,25.809,47.370,,
right,536453060,5469,536453060,5469,551686084,5469,552216342,5469,572043206,5469,573944720,15.233,0.530,19.827,1.902,22.259,37.492,12.609,24.621
left,615373240,5469,615373240,5469,636500615,5469,669531545,5469,686071580,5469,687735398,21.127,33.031,16.540,1.664,51.235,72.362,,
front,634861338,5469,634861338,5469,649850666,5469,669531545,5469,687925236,5469,689458125,14.989,19.681,18.394,1.533,39.607,54.597,,
right,654536376,5469,654536376,5469,669003323,5469,669531545,5469,689582791,5469,691466242,14.467,0.528,20.051,1.883,22.463,36.930,19.488,39.163
left,715113495,5469,715113495,5469,736655859,5469,775263844,5469,792572178,5469,794225196,21.542,38.608,17.308,1.653,57.569,79.112,,
front,734563145,5469,734563145,5469,756132156,5469,775263844,5469,794212508,5469,795475018,21.569,19.132,18.949,1.263,39.343,60.912,,
right,753639125,5469,753639125,5469,774706996,5469,775263844,5469,795708040,5469,796904331,21.068,0.557,20.444,1.196,22.197,43.265,19.450,38.526
left,815536549,5469,815536549,5469,829849562,5469,867360692,5469,883716312,5469,885529230,14.313,37.511,16.356,1.813,55.680,69.993,,
front,833636936,5469,833636936,5469,848518819,5469,867360692,5469,885404816,5469,886778419,14.882,18.842,18.044,1.374,38.260,53.141,,
right,845763317,5469,845763317,5469,866773928,5469,867360692,5469,886969162,5469,888129796,21.011,0.587,19.608,1.161,21.356,42.366,18.100,30.227
left,914631485,5469,914631485,5469,935815307,5469,973733658,5469,990233515,5469,991963918,21.184,37.918,16.500,1.730,56.149,77.332,,
front,933393051,5469,933393051,5469,954066945,5469,973733658,5469,991818668,5469,993084806,20.674,19.667,18.085,1.266,39.018,59.692,,
right,952350589,5469,952350589,5469,973201725,5469,973733658,5469,993403916,5469,994644506,20.851,0.532,19.670,1.241,21.443,42.294,18.762,37.719
left,14656932,5470,014656932,5470,035356289,5470,067929464,5470,083911196,5470,085656588,20.699,32.573,15.982,1.745,50.300,71.000,,
front,33637018,5470,033637018,5470,055468885,5470,067929464,5470,085391284,5470,086804714,21.832,12.461,17.462,1.413,31.336,53.168,,
right,52675865,5470,052675865,5470,067355470,5470,067929464,5470,087020802,5470,088303380,14.680,0.574,19.091,1.283,20.948,35.628,18.980,38.019
left,108083487,5470,108083487,5470,124661788,5470,152705281,5470,169183956,5470,170673394,16.578,28.043,16.479,1.489,46.012,62.590,,
front,119671049,5470,119671049,5470,141423633,5470,152705281,5470,170737762,5470,172036689,21.753,11.282,18.032,1.299,30.613,52.366,,
right,131949420,5470,131949420,5470,152204935,5470,152705281,5470,172318122,5470,173474405,20.256,0.500,19.613,1.156,21.269,41.525,11.588,23.866
left,214529055,5470,214529055,5470,235226075,5470,260949822,5470,277159001,5470,278760343,20.697,25.724,16.209,1.601,43.534,64.231,,
front,233431577,5470,233431577,5470,255175691,5470,260949822,5470,278820498,5470,279978916,21.744,5.774,17.871,1.158,24.803,46.547,,
right,245968610,5470,245968610,5470,260404492,5470,260949822,5470,280477136,5470,281705659,14.436,0.545,19.527,1.229,21.301,35.737,18.903,31.440
left,315356475,5470,315356475,5470,335465157,5470,374843182,5470,391927691,5470,393558863,20.109,39.378,17.085,1.631,58.094,78.202,,
front,334085367,5470,334085367,5470,355976394,5470,374843182,5470,393567728,5470,394975736,21.891,18.867,18.725,1.408,38.999,60.890,,
right,353311372,5470,353311372,5470,374288633,5470,374843182,5470,395262501,5470,396357741,20.977,0.555,20.419,1.095,22.069,43.046,18.729,37.955
left,415760150,5470,415760150,5470,436520307,5470,475631598,5470,491958554,5470,493504422,20.760,39.111,16.327,1.546,56.984,77.744,,
front,434791305,5470,434791305,5470,456185567,5470,475631598,5470,493874992,5470,495596002,21.394,19.446,18.243,1.721,39.410,60.805,,
right,453748595,5470,453748595,5470,475076505,5470,475631598,5470,495468305,5470,496850389,21.328,0.555,19.837,1.382,21.774,43.102,19.031,37.988
left,516860394,5470,516860394,5470,539952570,5470,577427014,5470,593920590,5470,595840917,23.092,37.474,16.494,1.920,55.888,78.981,,
front,539212498,5470,539212498,5470,562361701,5470,577427014,5470,595885430,5470,598210673,23.149,15.065,18.458,2.325,35.849,58.998,,
right,554553742,5470,554553742,5470,576890024,5470,577427014,5470,598383557,5470,599773954,22.336,0.537,20.957,1.390,22.884,45.220,22.352,37.693
left,609915375,5470,609915375,5470,632103725,5470,655866396,5470,672757663,5470,674454094,22.188,23.763,16.891,1.696,42.350,64.539,,
front,625155089,5470,625155089,5470,641194312,5470,655866396,5470,674427371,5470,675979842,16.039,14.672,18.561,1.552,34.786,50.825,,
right,640433050,5470,640433050,5470,655312335,5470,655866396,5470,676125889,5470,677356115,14.879,0.554,20.259,1.230,22.044,36.923,15.240,30.518
left,714845964,5470,714845964,5470,736301582,5470,774929102,5470,791532244,5470,793618044,21.456,38.628,16.603,2.086,57.316,78.772,,
front,733755416,5470,733755416,5470,755651897,5470,774929102,5470,793732133,5470,794870107,21.896,19.277,18.803,1.138,39.218,61.115,,
right,752824139,5470,752824139,5470,774324425,5470,774929102,5470,795403566,5470,796603656,21.500,0.605,20.474,1.200,22.279,43.780,18.909,37.978
left,815505287,5470,815505287,5470,836725670,5470,874251497,5470,890911331,5470,892345387,21.220,37.526,16.660,1.434,55.620,76.840,,
front,834307182,5470,834307182,5470,855287404,5470,874251497,5470,892479878,5470,893793665,20.980,18.964,18.228,1.314,38.506,59.486,,
right,852899805,5470,852899805,5470,873724082,5470,874251497,5470,894100050,5470,895141860,20.824,0.527,19.849,1.042,21.418,42.242,18.802,37.395
left,915127372,5470,915127372,5470,930065578,5470,975654759,5470,992495014,5470,994242852,14.938,45.589,16.840,1.748,64.177,79.115,,
front,934732287,5470,934732287,5470,951122072,5470,975654759,5470,994313931,5470,996086805,16.390,24.533,18.659,1.773,44.965,61.355,,
right,953904858,5470,953904858,5470,975049382,5470,975654759,5470,996350763,5470,998360094,21.145,0.605,20.696,2.009,23.311,44.455,19.605,38.777
left,16220254,5471,016220254,5471,032915988,5471,075518224,5471,094767172,5471,096379242,16.696,42.602,19.249,1.612,63.463,80.159,,
front,36301477,5471,036301477,5471,050856886,5471,075518224,5471,096372196,5471,097858467,14.555,24.661,20.854,1.486,47.002,61.557,,
right,54848927,5471,054848927,5471,075003064,5471,075518224,5471,098192925,5471,099591608,20.154,0.515,22.675,1.399,24.589,44.743,20.081,38.629
left,115080353,5471,115080353,5471,130916560,5471,154960929,5471,171425084,5471,173151447,15.836,24.044,16.464,1.726,42.235,58.071,,
front,127058888,5471,127058888,5471,142742653,5471,154960929,5471,172946351,5471,174431648,15.684,12.218,17.985,1.485,31.689,47.373,,
right,140363466,5471,140363466,5471,154435823,5471,154960929,5471,174462673,5471,175810706,14.072,0.525,19.502,1.348,21.375,35.447,11.979,25.283
left,210528965,5471,210528965,5471,232270779,5471,268349782,5471,285126702,5471,286653064,21.742,36.079,16.777,1.526,54.382,76.124,,
front,229194871,5471,229194871,5471,250562005,5471,268349782,5471,287007291,5471,288369698,21.367,17.788,18.658,1.362,37.808,59.175,,
right,247624774,5471,247624774,5471,267938950,5471,268349782,5471,288689876,5471,289985735,20.314,0.411,20.340,1.296,22.047,42.361,18.666,37.096
left,311346274,5471,311346274,5471,327079500,5471,350084142,5471,366182459,5471,367849524,15.733,23.005,16.098,1.667,40.770,56.503,,
front,322902240,5471,322902240,5471,343595024,5471,350084142,5471,367633350,5471,369171666,20.693,6.489,17.549,1.538,25.577,46.269,,
right,334618409,5471,334618409,5471,349682448,5471,350084142,5471,369154790,5471,371180253,15.064,0.402,19.071,2.025,21.498,36.562,11.556,23.272
left,408167367,5471,408167367,5471,430297332,5471,447162207,5471,463570354,5471,465620117,22.130,16.865,16.408,2.050,35.323,57.453,,
front,419898165,5471,419898165,5471,441239506,5471,447162207,5471,465255587,5471,466626458,21.341,5.923,18.093,1.371,25.387,46.728,,
right,432229671,5471,432229671,5471,446763574,5471,447162207,5471,466690077,5471,467838935,14.534,0.399,19.528,1.149,21.075,35.609,11.731,24.062
left,508428231,5471,508428231,5471,525956992,5471,550693259,5471,567137016,5471,568879618,17.529,24.736,16.444,1.743,42.923,60.451,,
front,522547099,5471,522547099,5471,539673681,5471,550693259,5471,568796334,5471,570012300,17.127,11.020,18.103,1.216,30.339,47.465,,
right,536087305,5471,536087305,5471,550127924,5471,550693259,5471,570378224,5471,571587164,14.041,0.565,19.685,1.209,21.459,35.500,14.119,27.659
left,614817595,5471,614817595,5471,636452213,5471,668778658,5471,685343166,5471,687128877,21.635,32.326,16.565,1.786,50.677,72.311,,
front,633692068,5471,633692068,5471,655236703,5471,668778658,5471,686795541,5471,688530563,21.545,13.542,18.017,1.735,33.294,54.838,,
right,652691404,5471,652691404,5471,668351692,5471,668778658,5471,688950846,5471,690287744,15.660,0.427,20.172,1.337,21.936,37.596,18.874,37.874
left,708366777,5471,708366777,5471,724800971,5471,748717051,5471,764975923,5471,766748129,16.434,23.916,16.259,1.772,41.947,58.381,,
front,722089902,5471,722089902,5471,741749133,5471,748717051,5471,766319152,5471,767755513,19.659,6.968,17.602,1.436,26.006,45.666,,
right,733861557,5471,733861557,5471,748189915,5471,748717051,5471,768044091,5471,769364768,14.328,0.527,19.327,1.321,21.175,35.503,13.723,25.495
left,815382442,5471,815382442,5471,836293562,5471,867286773,5471,883804997,5471,885374834,20.911,30.993,16.518,1.570,49.081,69.992,,
front,834593574,5471,834593574,5471,855582714,5471,867286773,5471,885153825,5471,886575755,20.989,11.704,17.867,1.422,30.993,51.982,,
right,852766108,5471,852766108,5471,866868526,5471,867286773,5471,886767284,5471,887983515,14.102,0.418,19.481,1.216,21.115,35.217,19.211,37.384
left,908317290,5471,908317290,5471,923475951,5471,946929209,5471,962861950,5471,964541838,15.159,23.453,15.933,1.680,41.066,56.225,,
front,920422619,5471,920422619,5471,941145701,5471,946929209,5471,964434262,5471,965951131,20.723,5.784,17.505,1.517,24.805,45.529,,
right,931985976,5471,931985976,5471,946420056,5471,946929209,5471,966064042,5471,968085445,14.434,0.509,19.135,2.021,21.665,36.099,12.105,23.669
left,8606006,5472,008606006,5472,024589023,5472,045777586,5472,062191393,5472,063732720,15.983,21.189,16.414,1.541,39.144,55.127,,
front,21023475,5472,021023475,5472,036121219,5472,045777586,5472,063873005,5472,065875870,15.098,9.656,18.095,2.003,29.755,44.852,,
right,31668404,5472,031668404,5472,045205264,5472,045777586,5472,066159111,5472,067374246,13.537,0.572,20.382,1.215,22.169,35.706,12.417,23.062
left,108295794,5472,108295794,5472,127889227,5472,150462920,5472,166646818,5472,168157801,19.593,22.574,16.184,1.511,40.269,59.862,,
front,119961910,5472,119961910,5472,135052445,5472,150462920,5472,168112032,5472,169486248,15.091,15.410,17.649,1.374,34.434,49.524,,
right,131539809,5472,131539809,5472,149936316,5472,150462920,5472,169581554,5472,170832632,18.397,0.527,19.119,1.251,20.896,39.293,11.666,23.244
left,214836141,5472,214836141,5472,235813525,5472,262984671,5472,279924708,5472,281546200,20.977,27.171,16.940,1.621,45.733,66.710,,
front,233780923,5472,233780923,5472,253540292,5472,262984671,5472,281371918,5472,282617423,19.759,9.444,18.387,1.246,29.077,48.837,,
right,244602295,5472,244602295,5472,262416655,5472,262984671,5472,282664203,5472,283986046,17.814,0.568,19.680,1.322,21.569,39.384,18.945,29.766
left,314749614,5472,314749614,5472,336259232,5472,365794388,5472,382084701,5472,383624956,21.510,29.535,16.290,1.540,47.366,68.875,,
front,333639684,5472,333639684,5472,353376483,5472,365794388,5472,383536698,5472,384790361,19.737,12.418,17.742,1.254,31.414,51.151,,
right,350719849,5472,350719849,5472,365209162,5472,365794388,5472,385010427,5472,386296620,14.489,0.585,19.216,1.286,21.087,35.577,18.890,35.970
left,414853947,5472,414853947,5472,435422305,5472,452340681,5472,469214489,5472,470893307,20.568,16.918,16.874,1.679,35.471,56.039,,
front,426887310,5472,426887310,5472,441474641,5472,452340681,5472,470687380,5472,471795373,14.587,10.866,18.347,1.108,30.321,44.908,,
right,438072551,5472,438072551,5472,451797951,5472,452340681,5472,472150090,5472,473344122,13.725,0.543,19.809,1.194,21.546,35.272,12.033,23.219
front,524078171,5472,524078171,5472,538614032,5472,551841286,5472,569661323,5472,571103415,14.536,13.227,17.820,1.442,32.489,47.025,,
right,535502197,5472,535502197,5472,551459308,5472,551841286,5472,571023341,5472,572819736,15.957,0.382,19.182,1.796,21.360,37.318,,
left,512139778,5472,512139778,5472,533545589,5472,551841286,5472,568160404,5472,670844482,21.406,18.296,16.319,102.684,137.299,158.705,11.938,23.362
left,611659090,5472,611659090,5472,632907555,5472,670241964,5472,686710904,5472,688289289,21.248,37.334,16.469,1.578,55.382,76.630,,
front,629704256,5472,629704256,5472,644688007,5472,670241964,5472,688393689,5472,690601040,14.984,25.554,18.152,2.207,45.913,60.897,,
right,648767081,5472,648767081,5472,669647534,5472,670241964,5472,690772304,5472,692709040,20.880,0.594,20.530,1.937,23.062,43.942,18.045,37.108
left,715080141,5472,715080141,5472,736834453,5472,774475347,5472,791992543,5472,794657312,21.754,37.641,17.517,2.665,57.823,79.577,,
front,734155144,5472,734155144,5472,755124349,5472,774475347,5472,794715072,5472,796395277,20.969,19.351,20.240,1.680,41.271,62.240,,
right,752978815,5472,752978815,5472,773919789,5472,774475347,5472,796670609,5472,798491910,20.941,0.556,22.195,1.821,24.572,45.513,19.075,37.899
left,810403851,5472,810403851,5472,831199403,5472,857107057,5472,874490601,5472,876101754,20.796,25.908,17.384,1.611,44.902,65.698,,
front,822131683,5472,822131683,5472,838131764,5472,857107057,5472,876055796,5472,877247067,16.000,18.975,18.949,1.191,39.115,55.115,,
right,834778825,5472,834778825,5472,856491494,5472,857107057,5472,877397794,5472,878624267,21.713,0.616,20.291,1.226,22.133,43.845,11.728,24.375
left,914534378,5472,914534378,5472,935911949,5472,974108506,5472,993279044,5472,994767981,21.378,38.197,19.171,1.489,58.856,80.234,,
front,932870054,5472,932870054,5472,954287468,5472,974108506,5472,994719881,5472,996025107,21.417,19.821,20.611,1.305,41.738,63.155,,
right,952383303,5472,952383303,5472,973473982,5472,974108506,5472,996250098,5472,997483242,21.091,0.635,22.142,1.233,24.009,45.100,18.336,37.849
left,14878983,5473,014878983,5473,031260198,5473,064777437,5473,081267385,5473,082863955,16.381,33.517,16.490,1.597,51.604,67.985,,
front,34771544,5473,034771544,5473,051235426,5473,064777437,5473,082816430,5473,084162120,16.464,13.542,18.039,1.346,32.927,49.391,,
right,48951442,5473,048951442,5473,064194449,5473,064777437,5473,084459324,5473,085661713,15.243,0.583,19.682,1.202,21.467,36.710,19.893,34.072
left,114932232,5473,114932232,5473,136530049,5473,161739667,5473,178380244,5473,179904696,21.598,25.210,16.641,1.524,43.375,64.972,,
front,133882509,5473,133882509,5473,152348699,5473,161739667,5473,179769123,5473,181083831,18.466,9.391,18.029,1.315,28.735,47.201,,
right,146533127,5473,146533127,5473,161180845,5473,161739667,5473,181315585,5473,182474276,14.648,0.559,19.576,1.159,21.293,35.941,18.950,31.601
left,214961137,5473,214961137,5473,229520883,5473,274777762,5473,291183972,5473,293028657,14.560,45.257,16.406,1.845,63.508,78.068,,
front,234097305,5473,234097305,5473,254022882,5473,274777762,5473,292814519,5473,293946764,19.926,20.755,18.037,1.132,39.924,59.849,,
right,252885399,5473,252885399,5473,274266058,5473,274777762,5473,294419976,5473,296102377,21.381,0.512,19.642,1.682,21.836,43.217,19.136,37.924
left,314626479,5473,314626479,5473,335429484,5473,361987227,5473,378730796,5473,380295682,20.803,26.558,16.744,1.565,44.866,65.669,,
front,327607934,5473,327607934,5473,342557807,5473,361987227,5473,379990823,5473,381364069,14.950,19.429,18.004,1.373,38.806,53.756,,
right,346910578,5473,346910578,5473,361594037,5473,361987227,5473,381454964,5473,382676799,14.683,0.393,19.468,1.222,21.083,35.766,12.981,32.284
left,415091814,5473,415091814,5473,431007708,5473,475641310,5473,492400560,5473,495191494,15.916,44.634,16.759,2.791,64.184,80.100,,
front,434573769,5473,434573769,5473,455597609,5473,475641310,5473,493773714,5473,495505648,21.024,20.044,18.132,1.732,39.908,60.932,,
right,454112686,5473,454112686,5473,475017204,5473,475641310,5473,495218600,5473,496506758,20.905,0.624,19.577,1.288,21.490,42.394,19.482,39.021
left,508443920,5473,508443920,5473,523405763,5473,548668216,5473,565411742,5473,566848167,14.962,25.262,16.744,1.436,43.442,58.404,,
front,520598565,5473,520598565,5473,540599517,5473,548668216,5473,566826542,5473,568262278,20.001,8.069,18.158,1.436,27.663,47.664,,
right,532371529,5473,532371529,5473,548077475,5473,548668216,5473,568347285,5473,570311579,15.706,0.591,19.679,1.964,22.234,37.940,12.155,23.928
left,610079572,5473,610079572,5473,625122119,5473,651072343,5473,668155579,5473,669796566,15.043,25.950,17.083,1.641,44.674,59.717,,
front,622347868,5473,622347868,5473,641818213,5473,651072343,5473,669861291,5473,671124033,19.470,9.254,18.789,1.263,29.306,48.776,,
right,635313387,5473,635313387,5473,650584614,5473,651072343,5473,671662368,5473,672805527,15.271,0.488,20.590,1.143,22.221,37.492,12.268,25.234
left,711592693,5473,711592693,5473,727608271,5473,765695747,5473,782483484,5473,784114174,16.016,38.087,16.788,1.631,56.506,72.521,,
front,726522175,5473,726522175,5473,742863634,5473,765695747,5473,784028582,5473,785115686,16.341,22.832,18.333,1.087,42.252,58.594,,
right,742326626,5473,742326626,5473,765172980,5473,765695747,5473,785568070,5473,786802126,22.846,0.523,19.872,1.234,21.629,44.475,14.929,30.734
left,809601157,5473,809601157,5473,826280428,5473,858198219,5473,874733203,5473,876533426,16.679,31.918,16.535,1.800,50.253,66.932,,
front,825246041,5473,825246041,5473,841285527,5473,858198219,5473,876232943,5473,877884404,16.039,16.913,18.035,1.651,36.599,52.638,,
right,840705028,5473,840705028,5473,857508778,5473,858198219,5473,878213965,5473,879973414,16.804,0.689,20.016,1.759,22.465,39.268,15.645,31.104
left,915181219,5473,915181219,5473,934621157,5473,971464676,5473,988313377,5473,990013474,19.440,36.844,16.849,1.700,55.392,74.832,,
front,934462022,5473,934462022,5473,955826489,5473,971464676,5473,990020004,5473,991198370,21.364,15.638,18.555,1.178,35.372,56.736,,
right,949651539,5473,949651539,5473,970814189,5473,971464676,5473,991432818,5473,992620150,21.163,0.650,19.968,1.187,21.806,42.969,19.281,34.470
left,15437593,5474,015437593,5474,029909559,5474,060115281,5474,076825826,5474,078375153,14.472,30.206,16.711,1.549,48.466,62.938,,
front,32500175,5474,032500175,5474,054420252,5474,060115281,5474,078315260,5474,079393990,21.920,5.695,18.200,1.079,24.974,46.894,,
right,44921303,5474,044921303,5474,059587157,5474,060115281,5474,079616984,5474,080831441,14.666,0.528,19.502,1.214,21.244,35.910,17.063,29.484
left,114679865,5474,114679865,5474,136360831,5474,161118135,5474,177587550,5474,178931293,21.681,24.757,16.469,1.344,42.570,64.251,,
front,133543919,5474,133543919,5474,147863191,5474,161118135,5474,178894655,5474,180308801,14.319,13.255,17.777,1.414,32.446,46.765,,
right,145851840,5474,145851840,5474,160438761,5474,161118135,5474,180365999,5474,181539570,14.587,0.679,19.248,1.174,21.101,35.688,18.864,31.172
left,214575620,5474,214575620,5474,235493470,5474,273687722,5474,290074373,5474,291697658,20.918,38.194,16.387,1.623,56.204,77.122,,
front,232784970,5474,232784970,5474,253915791,5474,273687722,5474,291544253,5474,293140070,21.131,19.772,17.857,1.596,39.224,60.355,,
right,252085792,5474,252085792,5474,273166488,5474,273687722,5474,293110500,5474,294213446,21.081,0.521,19.423,1.103,21.047,42.128,18.209,37.510
left,314744161,5474,314744161,5474,335440755,5474,373944987,5474,390389522,5474,392115591,20.697,38.504,16.445,1.726,56.675,77.371,,
front,332836535,5474,332836535,5474,353992221,5474,373944987,5474,392176449,5474,393809241,21.156,19.953,18.231,1.633,39.817,60.973,,
right,352291953,5474,352291953,5474,373420495,5474,373944987,5474,393668879,5474,394935435,21.129,0.524,19.724,1.267,21.515,42.643,18.092,37.548
left,415152983,5474,415152983,5474,436301818,5474,475884837,5474,492301740,5474,493844483,21.149,39.583,16.417,1.543,57.543,78.692,,
front,433724777,5474,433724777,5474,454608325,5474,475884837,5474,493696946,5474,495033730,20.884,21.277,17.812,1.337,40.425,61.309,,
right,453552540,5474,453552540,5474,475377192,5474,475884837,5474,494982850,5474,496354339,21.825,0.508,19.098,1.371,20.977,42.802,18.572,38.400
left,508460976,5474,508460976,5474,529470711,5474,551331117,5474,567757839,5474,569177467,21.010,21.860,16.427,1.420,39.707,60.716,,
front,520339519,5474,520339519,5474,542096405,5474,551331117,5474,569150863,5474,570497940,21.757,9.235,17.820,1.347,28.402,50.158,,
right,533105884,5474,533105884,5474,550853036,5474,551331117,5474,570514426,5474,571859669,17.747,0.478,19.183,1.345,21.007,38.754,11.879,24.645
left,614471052,5474,614471052,5474,629209255,5474,673734667,5474,690245345,5474,691907868,14.738,44.525,16.511,1.663,62.699,77.437,,
front,633255539,5474,633255539,5474,653760999,5474,673734667,5474,691811591,5474,692927923,20.505,19.974,18.077,1.116,39.167,59.672,,
right,652058622,5474,652058622,5474,673352926,5474,673734667,5474,693058802,5474,694320589,21.294,0.382,19.324,1.262,20.968,42.262,18.784,37.588
left,708339936,5474,708339936,5474,730102750,5474,754759275,5474,771162993,5474,772572502,21.763,24.657,16.404,1.410,42.470,64.233,,
front,720196259,5474,720196259,5474,741699006,5474,754759275,5474,772591535,5474,773758453,21.503,13.060,17.832,1.167,32.059,53.562,,
right,732825780,5474,732825780,5474,754244320,5474,754759275,5474,774070659,5474,775403348,21.419,0.515,19.311,1.333,21.159,42.578,11.856,24.486
left,808352042,5474,808352042,5474,828724354,5474,848354786,5474,865133301,5474,866692482,20.372,19.630,16.779,1.559,37.968,58.340,,
front,819953991,5474,819953991,5474,835150112,5474,848354786,5474,866480200,5474,868213346,15.196,13.205,18.125,1.733,33.063,48.259,,
right,832355616,5474,832355616,5474,847858600,5474,848354786,5474,868402610,5474,869596820,15.503,0.496,20.048,1.194,21.738,37.241,11.602,24.004
left,908447089,5474,908447089,5474,930256620,5474,948145110,5474,965043171,5474,966707091,21.810,17.888,16.898,1.664,36.450,58.260,,
front,919983116,5474,919983116,5474,934563558,5474,948145110,5474,966490304,5474,967773996,14.580,13.582,18.345,1.284,33.210,47.791,,
right,931962269,5474,931962269,5474,947608740,5474,948145110,5474,968108454,5474,969949934,15.646,0.536,19.963,1.841,22.341,37.988,11.536,23.515
left,9512279,5475,009512279,5475,031034681,5475,057121217,5475,073688765,5475,075573094,21.522,26.087,16.568,1.884,44.538,66.061,,
front,21327276,5475,021327276,5475,036236058,5475,057121217,5475,075215423,5475,076599260,14.909,20.885,18.094,1.384,40.363,55.272,,
right,33958246,5475,033958246,5475,056245711,5475,057121217,5475,076800702,5475,078353205,22.287,0.876,19.679,1.553,22.107,44.395,11.815,24.446
left,108813869,5475,108813869,5475,129796229,5475,148786142,5475,165314444,5475,167144354,20.982,18.990,16.528,1.830,37.348,58.330,,
front,120571551,5475,120571551,5475,135650706,5475,148786142,5475,167303974,5475,168801409,15.079,13.135,18.518,1.497,33.151,48.230,,
right,133491968,5475,133491968,5475,148302423,5475,148786142,5475,169126807,5475,170515820,14.810,0.484,20.341,1.389,22.213,37.024,11.758,24.678
left,215074578,5475,215074578,5475,235814358,5475,253741564,5475,270242244,5475,272170139,20.740,17.927,16.501,1.928,36.356,57.096,,
front,226773206,5475,226773206,5475,246539651,5475,253741564,5475,271601159,5475,273166759,19.766,7.202,17.860,1.566,26.627,46.394,,
right,238775369,5475,238775369,5475,253227417,5475,253741564,5475,273094835,5475,274411432,14.452,0.514,19.353,1.317,21.184,35.636,11.699,23.701
left,314990887,5475,314990887,5475,336652793,5475,359937727,5475,377092866,5475,378826956,21.662,23.285,17.155,1.734,42.174,63.836,,
front,332771722,5475,332771722,5475,348030704,5475,359937727,5475,378374604,5475,380315858,15.259,11.907,18.437,1.941,32.285,47.544,,
right,344610221,5475,344610221,5475,359451969,5475,359937727,5475,379871381,5475,381182068,14.842,0.486,19.934,1.311,21.730,36.572,17.781,29.619
left,415091688,5475,415091688,5475,429454321,5475,473895678,5475,490142342,5475,491786903,14.363,44.441,16.247,1.645,62.333,76.695,,
