camera_id,msg_seq,t1_sec,t1_nsec,t2_sec,t2_nsec,t3_sec,t3_nsec,t4_sec,t4_nsec,lat_t1_t2_ms,lat_t2_t3_ms,lat_t3_t4_ms,lat_t1_t4_total_ms
front,787602796,3778,787602796,3778,797604615,3778,810937776,3778,813776952,10.002,13.333,2.839,26.174
right,802824046,3778,802824046,3778,811227880,3778,824462198,3778,826753266,8.404,13.234,2.291,23.929
left,856123650,3778,856123650,3778,864772349,3778,878072733,3778,879282422,8.649,13.300,1.210,23.159
front,887501270,3778,887501270,3778,895023091,3778,908409138,3778,910628405,7.522,13.386,2.219,23.127
right,902812969,3778,902812969,3778,909549941,3778,922847325,3778,924118550,6.737,13.297,1.271,21.306
left,956123004,3778,956123004,3778,964551120,3778,977784314,3778,979267625,8.428,13.233,1.483,23.145
front,987429353,3778,987429353,3778,994524819,3779,007916938,3779,009152060,7.095,13.392,1.235,21.723
right,2810520,3779,002810520,3779,010210545,3779,023271180,3779,024163154,7.400,13.061,0.892,21.353
left,56125656,3779,056125656,3779,066743985,3779,080119098,3779,081223222,10.618,13.375,1.104,25.098
front,87477445,3779,087477445,3779,094233922,3779,107371498,3779,108594500,6.756,13.138,1.223,21.117
right,103070224,3779,103070224,3779,108513217,3779,121573028,3779,122584543,5.443,13.060,1.012,19.514
left,156160013,3779,156160013,3779,166452790,3779,179700524,3779,180801684,10.293,13.248,1.101,24.642
front,187491497,3779,187491497,3779,195005352,3779,208295833,3779,209531724,7.514,13.290,1.236,22.040
right,202822333,3779,202822333,3779,209551694,3779,222756744,3779,223857904,6.729,13.205,1.101,21.036
left,256337656,3779,256337656,3779,264275474,3779,277736789,3779,278841414,7.938,13.461,1.105,22.504
front,287510568,3779,287510568,3779,294415994,3779,307638070,3779,309025586,6.905,13.222,1.388,21.515
right,302823257,3779,302823257,3779,308100677,3779,321558284,3779,322754339,5.277,13.458,1.196,19.931
left,356284364,3779,356284364,3779,367195650,3779,380737709,3779,382846585,10.911,13.542,2.109,26.562
front,387514716,3779,387514716,3779,398230754,3779,412090106,3779,413535981,10.716,13.859,1.446,26.021
right,402822856,3779,402822856,3779,410334792,3779,423686525,3779,424848287,7.512,13.352,1.162,22.025
left,456259592,3779,456259592,3779,466161779,3779,479559795,3779,481096137,9.902,13.398,1.536,24.837
front,487506741,3779,487506741,3779,497957632,3779,511390604,3779,512570170,10.451,13.433,1.180,25.063
right,502948834,3779,502948834,3779,508859991,3779,522426190,3779,523381238,5.911,13.566,0.955,20.432
left,556130820,3779,556130820,3779,566608978,3779,579833677,3779,580951045,10.478,13.225,1.117,24.820
front,587490826,3779,587490826,3779,596612250,3779,610246278,3779,611469298,9.121,13.634,1.223,23.978
right,602824511,3779,602824511,3779,608314249,3779,621427019,3779,622362855,5.490,13.113,0.936,19.538
left,656156973,3779,656156973,3779,664178030,3779,677455874,3779,678603735,8.021,13.278,1.148,22.447
front,687467907,3779,687467907,3779,695336725,3779,708549600,3779,709755593,7.869,13.213,1.206,22.288
right,702837706,3779,702837706,3779,710055138,3779,723423179,3779,724559905,7.217,13.368,1.137,21.722
left,756196297,3779,756196297,3779,764168084,3779,777323889,3779,778448417,7.972,13.156,1.125,22.252
front,787466801,3779,787466801,3779,795683388,3779,809251580,3779,810605805,8.217,13.568,1.354,23.139
right,802900355,3779,802900355,3779,808210652,3779,821635738,3779,822627039,5.310,13.425,0.991,19.727
left,856220560,3779,856220560,3779,864594938,3779,878092398,3779,879186587,8.374,13.497,1.094,22.966
front,887481554,3779,887481554,3779,894532414,3779,907865535,3779,909202780,7.051,13.333,1.337,21.721
right,902899727,3779,902899727,3779,908615585,3779,921913137,3779,922903793,5.716,13.298,0.991,20.004
left,956229148,3779,956229148,3779,963840645,3779,977319855,3779,978621097,7.611,13.479,1.301,22.392
front,987458787,3779,987458787,3779,994123373,3780,007209507,3780,008576292,6.665,13.086,1.367,21.118
right,2941843,3780,002941843,3780,010796709,3780,023925622,3780,024941465,7.855,13.129,1.016,22.000
left,56199329,3780,056199329,3780,065312875,3780,078523915,3780,079884520,9.114,13.211,1.361,23.685
front,87507992,3780,087507992,3780,094354410,3780,107595153,3780,108828088,6.846,13.241,1.233,21.320
right,102969579,3780,102969579,3780,110606896,3780,123723816,3780,124894523,7.637,13.117,1.171,21.925
left,156210045,3780,156210045,3780,164475712,3780,178087363,3780,179785144,8.266,13.612,1.698,23.575
front,187522267,3780,187522267,3780,194596747,3780,207949487,3780,209030055,7.074,13.353,1.081,21.508
right,202883343,3780,202883343,3780,209816781,3780,223236579,3780,224295294,6.933,13.420,1.059,21.412
left,256314568,3780,256314568,3780,264192704,3780,277295762,3780,278690299,7.878,13.103,1.395,22.376
front,287531863,3780,287531863,3780,294516020,3780,307823395,3780,309038061,6.984,13.307,1.215,21.506
right,302936396,3780,302936396,3780,309846256,3780,323043669,3780,324118438,6.910,13.197,1.075,21.182
left,356255946,3780,356255946,3780,365575370,3780,378651002,3780,380035748,9.319,13.076,1.385,23.780
front,387554278,3780,387554278,3780,394518904,3780,407738192,3780,409096819,6.965,13.219,1.359,21.543
right,402900894,3780,402900894,3780,408649188,3780,421896182,3780,422916432,5.748,13.247,1.020,20.016
left,456208765,3780,456208765,3780,464201968,3780,477293030,3780,478424963,7.993,13.091,1.132,22.216
front,487492759,3780,487492759,3780,498828399,3780,512177874,3780,513332246,11.336,13.349,1.154,25.839
right,503030049,3780,503030049,3780,510111620,3780,523461557,3780,524521505,7.082,13.350,1.060,21.491
left,556193968,3780,556193968,3780,566945027,3780,580305276,3780,581571899,10.751,13.360,1.267,25.378
front,587530588,3780,587530588,3780,594846739,3780,608090340,3780,609216221,7.316,13.244,1.126,21.686
right,602869066,3780,602869066,3780,611032368,3780,624233069,3780,625176387,8.163,13.201,0.943,22.307
left,656275715,3780,656275715,3780,666975726,3780,680326116,3780,681482980,10.700,13.350,1.157,25.207
front,687548051,3780,687548051,3780,694183426,3780,707582937,3780,708674435,6.635,13.400,1.091,21.126
right,702871756,3780,702871756,3780,711823313,3780,725149966,3780,726542158,8.952,13.327,1.392,23.670
left,756370406,3780,756370406,3780,764728955,3780,777889190,3780,778992976,8.359,13.160,1.104,22.623
front,787482637,3780,787482637,3780,794303485,3780,807717519,3780,808830473,6.821,13.414,1.113,21.348
right,802862910,3780,802862910,3780,810812814,3780,823963926,3780,825062460,7.950,13.151,1.099,22.200
left,856350208,3780,856350208,3780,864237324,3780,877407617,3780,878445589,7.887,13.170,1.038,22.095
front,887482070,3780,887482070,3780,894196716,3780,907485925,3780,909222497,6.715,13.289,1.737,21.740
right,902866924,3780,902866924,3780,908375709,3780,921660092,3780,922875873,5.509,13.284,1.216,20.009
left,956211478,3780,956211478,3780,969353273,3780,982743735,3780,984126956,13.142,13.390,1.383,27.915
front,987512396,3780,987512396,3780,994929215,3781,008511306,3781,010065260,7.417,13.582,1.554,22.553
right,2893192,3781,002893192,3781,010292492,3781,023879283,3781,025225631,7.399,13.587,1.346,22.332
left,56286470,3781,056286470,3781,069275396,3781,082593712,3781,084196145,12.989,13.318,1.602,27.910
front,87598662,3781,087598662,3781,095491177,3781,108860235,3781,111183087,7.893,13.369,2.323,23.584
right,102894439,3781,102894439,3781,108805650,3781,122220625,3781,123719421,5.911,13.415,1.499,20.825
left,156345528,3781,156345528,3781,164697929,3781,177909003,3781,179361367,8.352,13.211,1.452,23.016
front,187607073,3781,187607073,3781,195051468,3781,208622445,3781,210212514,7.444,13.571,1.590,22.605
right,202894478,3781,202894478,3781,209394893,3781,222672898,3781,223783192,6.500,13.278,1.110,20.889
left,256191044,3781,256191044,3781,264581245,3781,277720240,3781,279093239,8.390,13.139,1.373,22.902
front,287603792,3781,287603792,3781,294783633,3781,308192765,3781,309997488,7.180,13.409,1.805,22.394
right,302886401,3781,302886401,3781,308516500,3781,321808049,3781,322941107,5.630,13.292,1.133,20.055
left,356187324,3781,356187324,3781,364886919,3781,378172766,3781,379391722,8.700,13.286,1.219,23.204
front,387503314,3781,387503314,3781,395553268,3781,408837663,3781,409947618,8.050,13.284,1.110,22.444
right,402898381,3781,402898381,3781,410635247,3781,423741611,3781,424876016,7.737,13.106,1.134,21.978
left,456207924,3781,456207924,3781,464767262,3781,477956657,3781,479508915,8.559,13.189,1.552,23.301
front,487533622,3781,487533622,3781,496151018,3781,510372816,3781,512352364,8.617,14.222,1.980,24.819
right,502899676,3781,502899676,3781,508660831,3781,522292049,3781,523426180,5.761,13.631,1.134,20.527
left,556222973,3781,556222973,3781,567781989,3781,580928916,3781,582310710,11.559,13.147,1.382,26.088
front,587596682,3781,587596682,3781,597084610,3781,610432281,3781,612187894,9.488,13.348,1.756,24.591
right,602933104,3781,602933104,3781,610706410,3781,624428219,3781,625502496,7.773,13.722,1.074,22.569
left,656253520,3781,656253520,3781,668389954,3781,681906748,3781,683190042,12.136,13.517,1.283,26.937
front,687549908,3781,687549908,3781,694831278,3781,708373116,3781,710244191,7.281,13.542,1.871,22.694
right,702947365,3781,702947365,3781,711486745,3781,724594055,3781,725688482,8.539,13.107,1.094,22.741
left,756220319,3781,756220319,3781,764880827,3781,778226127,3781,779670799,8.661,13.345,1.445,23.450
front,787538137,3781,787538137,3781,799642662,3781,813003915,3781,814336944,12.105,13.361,1.333,26.799
right,802917101,3781,802917101,3781,810704887,3781,823818017,3781,825080948,7.788,13.113,1.263,22.164
left,856251574,3781,856251574,3781,867013485,3781,880167847,3781,881469630,10.762,13.154,1.302,25.218
front,887577576,3781,887577576,3781,895417002,3781,908792253,3781,910082663,7.839,13.375,1.290,22.505
right,903107569,3781,903107569,3781,910894134,3781,923996153,3781,925152821,7.787,13.102,1.157,22.045
left,956398806,3781,956398806,3781,964084900,3781,977139183,3781,978174685,7.686,13.054,1.036,21.776
front,987592838,3781,987592838,3781,994781490,3782,008063224,3782,009328395,7.189,13.282,1.265,21.736
right,2905224,3782,002905224,3782,009574037,3782,022883756,3782,024083340,6.669,13.310,1.200,21.178
left,56270475,3782,056270475,3782,066976565,3782,080353805,3782,081493987,10.706,13.377,1.140,25.224
front,87516276,3782,087516276,3782,094964301,3782,108385394,3782,109695913,7.448,13.421,1.311,22.180
right,103008566,3782,103008566,3782,109463895,3782,122569269,3782,123618467,6.455,13.105,1.049,20.610
left,156357627,3782,156357627,3782,164468487,3782,177632379,3782,178748763,8.111,13.164,1.116,22.391
front,187580542,3782,187580542,3782,196477686,3782,210031848,3782,212196756,8.897,13.554,2.165,24.616
right,202904572,3782,202904572,3782,209386163,3782,222516860,3782,223516607,6.482,13.131,1.000,20.612
left,256267064,3782,256267064,3782,264426769,3782,277542409,3782,278736136,8.160,13.116,1.194,22.469
front,287555698,3782,287555698,3782,294381353,3782,307825834,3782,308893706,6.826,13.444,1.068,21.338
right,302928757,3782,302928757,3782,310079378,3782,323326032,3782,324428452,7.151,13.247,1.102,21.500
left,356321174,3782,356321174,3782,364839987,3782,377983302,3782,378992572,8.519,13.143,1.009,22.671
front,387572568,3782,387572568,3782,394120586,3782,407422706,3782,408614969,6.548,13.302,1.192,21.042
right,402921586,3782,402921586,3782,408654119,3782,421758991,3782,422784098,5.733,13.105,1.025,19.863
left,456393634,3782,456393634,3782,464453689,3782,477617324,3782,478865120,8.060,13.164,1.248,22.471
front,487562325,3782,487562325,3782,496996443,3782,510466834,3782,511609450,9.434,13.470,1.143,24.047
right,503032701,3782,503032701,3782,508793012,3782,522090371,3782,523053242,5.760,13.297,0.963,20.021
left,556294212,3782,556294212,3782,564136932,3782,577356433,3782,578561590,7.843,13.220,1.205,22.267
front,587595692,3782,587595692,3782,594490444,3782,607986551,3782,609327518,6.895,13.496,1.341,21.732
right,602929991,3782,602929991,3782,611135333,3782,624361341,3782,625382034,8.205,13.226,1.021,22.452
left,656287884,3782,656287884,3782,665249490,3782,678721318,3782,679843720,8.962,13.472,1.122,23.556
right,703061652,3782,703061652,3782,708699645,3782,721811087,3782,723176859,5.638,13.111,1.366,20.115
left,756290555,3782,756290555,3782,764865710,3782,778730200,3782,780569893,8.575,13.864,1.840,24.279
front,687592947,3782,687592947,3782,695389147,3782,708714295,3782,810888132,7.796,13.325,102.174,123.295
front,787656573,3782,787656573,3782,797113756,3782,810866299,3782,812483904,9.457,13.753,1.618,24.827
right,802932027,3782,802932027,3782,809602319,3782,823126406,3782,824335445,6.670,13.524,1.209,21.403
left,856590262,3782,856590262,3782,865698542,3782,879018625,3782,880464556,9.108,13.320,1.446,23.874
front,887721013,3782,887721013,3782,895993334,3782,909736083,3782,911847000,8.272,13.743,2.111,24.126
right,902998595,3782,902998595,3782,910161830,3782,923782868,3782,924948348,7.163,13.621,1.165,21.950
left,956325536,3782,956325536,3782,964610258,3782,978444812,3782,979669621,8.285,13.835,1.225,23.344
front,987638022,3782,987638022,3782,994661335,3783,007916548,3783,009627418,7.023,13.255,1.711,21.989
right,2951128,3783,002951128,3783,009696037,3783,023335420,3783,024518418,6.745,13.639,1.183,21.567
left,56262494,3783,056262494,3783,064895608,3783,078569266,3783,079766210,8.633,13.674,1.197,23.504
front,87610617,3783,087610617,3783,097692645,3783,111259781,3783,112548486,10.082,13.567,1.289,24.938
right,103145683,3783,103145683,3783,109835895,3783,123391976,3783,124377884,6.690,13.556,0.986,21.232
left,156267666,3783,156267666,3783,167255462,3783,180340070,3783,181392499,10.988,13.085,1.052,25.125
front,187605369,3783,187605369,3783,194412533,3783,207671407,3783,208863283,6.807,13.259,1.192,21.258
right,202971464,3783,202971464,3783,209488730,3783,222632623,3783,223655260,6.517,13.144,1.023,20.684
left,256406582,3783,256406582,3783,265264916,3783,278403715,3783,279522227,8.858,13.139,1.119,23.116
front,287593456,3783,287593456,3783,297925326,3783,311330785,3783,314261767,10.332,13.405,2.931,26.668
right,302956545,3783,302956545,3783,310956736,3783,324256022,3783,325199093,8.000,13.299,0.943,22.243
left,356338370,3783,356338370,3783,364717836,3783,377902231,3783,379065309,8.379,13.184,1.163,22.727
front,387623363,3783,387623363,3783,395051793,3783,408284143,3783,409773293,7.428,13.232,1.489,22.150
right,403021934,3783,403021934,3783,408346360,3783,421494342,3783,422526631,5.324,13.148,1.032,19.505
left,456284708,3783,456284708,3783,467094275,3783,480232976,3783,481358607,10.810,13.139,1.126,25.074
front,487598872,3783,487598872,3783,494916956,3783,508250860,3783,510211794,7.318,13.334,1.961,22.613
right,502966659,3783,502966659,3783,508662637,3783,521802446,3783,522829738,5.696,13.140,1.027,19.863
left,556297436,3783,556297436,3783,565788082,3783,578889969,3783,580042460,9.491,13.102,1.152,23.745
front,587609799,3783,587609799,3783,594679788,3783,607968655,3783,609269248,7.070,13.289,1.301,21.659
right,602988987,3783,602988987,3783,609327121,3783,622382353,3783,623432109,6.338,13.055,1.050,20.443
left,656272564,3783,656272564,3783,667057367,3783,680264581,3783,681425175,10.785,13.207,1.161,25.153
front,687623537,3783,687623537,3783,696219878,3783,709583834,3783,710757596,8.596,13.364,1.174,23.134
right,703155341,3783,703155341,3783,711824555,3783,725157457,3783,726421494,8.669,13.333,1.264,23.266
left,756292317,3783,756292317,3783,765147424,3783,778332733,3783,779543352,8.855,13.185,1.211,23.251
front,787608003,3783,787608003,3783,796604754,3783,810402042,3783,812623847,8.997,13.797,2.222,25.016
right,803011823,3783,803011823,3783,808826984,3783,821986369,3783,823041080,5.815,13.159,1.055,20.029
left,856319094,3783,856319094,3783,866661680,3783,879819311,3783,881147329,10.343,13.158,1.328,24.828
front,887627326,3783,887627326,3783,898023100,3783,911790599,3783,913857774,10.396,13.767,2.067,26.230
right,903006485,3783,903006485,3783,908418591,3783,921614578,3783,922737351,5.412,13.196,1.123,19.731
left,956316115,3783,956316115,3783,964274657,3783,977381502,3783,978803077,7.959,13.107,1.422,22.487
front,987682863,3783,987682863,3783,996286737,3784,010025791,3784,011301795,8.604,13.739,1.276,23.619
right,2993045,3784,002993045,3784,008785198,3784,022247321,3784,023246767,5.792,13.462,0.999,20.254
left,56295572,3784,056295572,3784,067067819,3784,080228387,3784,081453129,10.772,13.161,1.225,25.158
front,87621141,3784,087621141,3784,094426193,3784,107854022,3784,109103972,6.805,13.428,1.250,21.483
right,103003816,3784,103003816,3784,109558750,3784,122657923,3784,123746814,6.555,13.099,1.089,20.743
left,156296576,3784,156296576,3784,164121476,3784,177273948,3784,178427673,7.825,13.152,1.154,22.131
front,187612741,3784,187612741,3784,196770923,3784,210050840,3784,211680092,9.158,13.280,1.629,24.067
right,203046946,3784,203046946,3784,210405610,3784,223544765,3784,224600837,7.359,13.139,1.056,21.554
left,256293659,3784,256293659,3784,264960631,3784,278422132,3784,279704134,8.667,13.462,1.282,23.410
front,287610337,3784,287610337,3784,294886194,3784,308140372,3784,309569649,7.276,13.254,1.429,21.959
right,302983657,3784,302983657,3784,308917549,3784,322141560,3784,323246722,5.934,13.224,1.105,20.263
left,356320168,3784,356320168,3784,364319869,3784,377498933,3784,378803076,8.000,13.179,1.304,22.483
front,387594648,3784,387594648,3784,394742516,3784,408397724,3784,410081004,7.148,13.655,1.683,22.486
right,403111217,3784,403111217,3784,411628388,3784,424866911,3784,426088173,8.517,13.239,1.221,22.977
left,456313116,3784,456313116,3784,466831569,3784,480064310,3784,481355162,10.518,13.233,1.291,25.042
front,487595568,3784,487595568,3784,497782926,3784,511066346,3784,512495436,10.187,13.283,1.429,24.900
right,502998797,3784,502998797,3784,512234559,3784,525326686,3784,526438382,9.236,13.092,1.112,23.440
left,556329841,3784,556329841,3784,565382400,3784,578736167,3784,580100652,9.053,13.354,1.364,23.771
front,587607033,3784,587607033,3784,594923304,3784,608213540,3784,609532227,7.316,13.290,1.319,21.925
right,603004220,3784,603004220,3784,609784363,3784,623089203,3784,624202156,6.780,13.305,1.113,21.198
left,656311573,3784,656311573,3784,664594541,3784,677682764,3784,678736078,8.283,13.088,1.053,22.425
front,687651500,3784,687651500,3784,694782534,3784,708249119,3784,709732138,7.131,13.467,1.483,22.081
right,703025010,3784,703025010,3784,709232546,3784,722622737,3784,723936651,6.208,13.390,1.314,20.912
left,756323701,3784,756323701,3784,764588439,3784,777697720,3784,778945213,8.265,13.109,1.247,22.622
front,787726962,3784,787726962,3784,794789182,3784,808298528,3784,809983031,7.062,13.509,1.685,22.256
right,803058596,3784,803058596,3784,809025854,3784,822518955,3784,823878099,5.967,13.493,1.359,20.820
left,856306493,3784,856306493,3784,867004225,3784,880157338,3784,881439007,10.698,13.153,1.282,25.133
front,887655071,3784,887655071,3784,894951845,3784,908271285,3784,910175108,7.297,13.319,1.904,22.520
right,903113557,3784,903113557,3784,909769874,3784,922878981,3784,923944825,6.656,13.109,1.066,20.831
left,956341148,3784,956341148,3784,966552303,3784,979884174,3784,981176913,10.211,13.332,1.293,24.836
front,987639581,3784,987639581,3784,995006226,3785,008400189,3785,009874132,7.367,13.394,1.474,22.235
right,3058122,3785,003058122,3785,008994559,3785,022693508,3785,024016683,5.936,13.699,1.323,20.959
left,56330160,3785,056330160,3785,067823312,3785,080947888,3785,082219657,11.493,13.125,1.272,25.889
front,87695840,3785,087695840,3785,098025510,3785,111441578,3785,112806605,10.330,13.416,1.365,25.111
right,103243448,3785,103243448,3785,108677126,3785,121887835,3785,123259082,5.434,13.211,1.371,20.016
left,156328896,3785,156328896,3785,164015706,3785,177096882,3785,178238133,7.687,13.081,1.141,21.909
front,187643391,3785,187643391,3785,194733275,3785,208015203,3785,209545298,7.090,13.282,1.530,21.902
right,203008982,3785,203008982,3785,208266842,3785,221767268,3785,222826252,5.258,13.500,1.059,19.817
left,256326314,3785,256326314,3785,264284209,3785,277784801,3785,278961490,7.958,13.501,1.177,22.635
front,287657572,3785,287657572,3785,294963431,3785,308171437,3785,309499069,7.306,13.208,1.328,21.841
right,303003275,3785,303003275,3785,311539415,3785,324624713,3785,325661353,8.536,13.085,1.037,22.658
left,356369131,3785,356369131,3785,365161069,3785,378260562,3785,379411786,8.792,13.099,1.151,23.043
front,387670360,3785,387670360,3785,396759320,3785,410272736,3785,411729623,9.089,13.513,1.457,24.059
right,403042729,3785,403042729,3785,408735035,3785,421819445,3785,422822477,5.692,13.084,1.003,19.780
left,456337423,3785,456337423,3785,464636913,3785,477736160,3785,478823111,8.299,13.099,1.087,22.486
front,487700928,3785,487700928,3785,494765143,3785,508164452,3785,509633506,7.064,13.399,1.469,21.933
right,503183869,3785,503183869,3785,509224720,3785,522393728,3785,523467866,6.041,13.169,1.074,20.284
left,556421743,3785,556421743,3785,567936695,3785,581045313,3785,582197487,11.515,13.109,1.152,25.776
front,587728510,3785,587728510,3785,597170865,3785,610880073,3785,612829074,9.442,13.709,1.949,25.101
right,603068250,3785,603068250,3785,608827064,3785,622140695,3785,623348723,5.759,13.314,1.208,20.280
left,656357964,3785,656357964,3785,664080678,3785,677077159,3785,678160479,7.723,12.996,1.083,21.803
front,687687672,3785,687687672,3785,695526830,3785,709104946,3785,710879823,7.839,13.578,1.775,23.192
right,703121540,3785,703121540,3785,709250098,3785,722485295,3785,723595309,6.129,13.235,1.110,20.474
left,756353966,3785,756353966,3785,766289812,3785,779427619,3785,780578214,9.936,13.138,1.151,24.224
front,787664319,3785,787664319,3785,794966277,3785,808209624,3785,809393165,7.302,13.243,1.184,21.729
right,803058097,3785,803058097,3785,811178249,3785,824649214,3785,825700721,8.120,13.471,1.052,22.643
left,856361471,3785,856361471,3785,866751975,3785,880046066,3785,881200137,10.391,13.294,1.154,24.839
front,887829343,3785,887829343,3785,894698514,3785,908133193,3785,909683620,6.869,13.435,1.550,21.854
right,903136704,3785,903136704,3785,911212586,3785,924321710,3785,925865909,8.076,13.109,1.544,22.729
left,956374218,3785,956374218,3785,966780562,3785,979902467,3785,981094558,10.406,13.122,1.192,24.720
front,987659683,3785,987659683,3785,995884644,3786,009349028,3786,011189331,8.225,13.464,1.840,23.530
right,3125184,3786,003125184,3786,008537972,3786,021897800,3786,023188070,5.413,13.360,1.290,20.063
left,56369273,3786,056369273,3786,064092300,3786,077557233,3786,078685441,7.723,13.465,1.128,22.316
front,87650579,3786,087650579,3786,094695375,3786,108233933,3786,109358168,7.045,13.539,1.124,21.708
right,103152888,3786,103152888,3786,109960199,3786,123165408,3786,124413991,6.807,13.205,1.249,21.261
left,156347051,3786,156347051,3786,164263662,3786,177441369,3786,178597227,7.917,13.178,1.156,22.250
front,187671938,3786,187671938,3786,195053982,3786,208505248,3786,210191359,7.382,13.451,1.686,22.519
right,203095218,3786,203095218,3786,208599063,3786,222015518,3786,223095302,5.504,13.416,1.080,20.000
left,256335774,3786,256335774,3786,264444109,3786,277626408,3786,278766084,8.108,13.182,1.140,22.430
front,287652233,3786,287652233,3786,294351126,3786,307846174,3786,309055459,6.699,13.495,1.209,21.403
right,303046157,3786,303046157,3786,308731434,3786,321735085,3786,322804488,5.685,13.004,1.069,19.758
left,356376655,3786,356376655,3786,366602393,3786,379790921,3786,380908850,10.226,13.189,1.118,24.532
front,387658075,3786,387658075,3786,395726854,3786,409402990,3786,410854967,8.069,13.676,1.452,23.197
right,403059917,3786,403059917,3786,409704786,3786,423063124,3786,424028179,6.645,13.358,0.965,20.968
left,456396909,3786,456396909,3786,464379506,3786,477556385,3786,478693652,7.983,13.177,1.137,22.297
front,487703363,3786,487703363,3786,495012311,3786,508308568,3786,509391504,7.309,13.296,1.083,21.688
right,503161178,3786,503161178,3786,511351998,3786,524626364,3786,525699227,8.191,13.274,1.073,22.538
left,556431352,3786,556431352,3786,565646027,3786,578805467,3786,580160119,9.215,13.159,1.355,23.729
front,587702616,3786,587702616,3786,594729095,3786,607911496,3786,609012497,7.026,13.182,1.101,21.310
right,603162510,3786,603162510,3786,610163767,3786,623372201,3786,624625617,7.001,13.208,1.253,21.463
left,656385275,3786,656385275,3786,665769763,3786,678871802,3786,680435918,9.384,13.102,1.564,24.051
front,687681213,3786,687681213,3786,695536107,3786,708810802,3786,710556059,7.855,13.275,1.745,22.875
right,703154655,3786,703154655,3786,709265634,3786,722847082,3786,723824085,6.111,13.581,0.977,20.669
left,756384182,3786,756384182,3786,764397128,3786,777578331,3786,778930078,8.013,13.181,1.352,22.546
front,787707826,3786,787707826,3786,794349654,3786,807607355,3786,808781594,6.642,13.258,1.174,21.074
right,803181374,3786,803181374,3786,810661936,3786,823765703,3786,824861121,7.481,13.104,1.095,21.680
left,856417291,3786,856417291,3786,864843260,3786,878537341,3786,880546105,8.426,13.694,2.009,24.129
front,887676376,3786,887676376,3786,894521814,3786,908110706,3786,909690319,6.845,13.589,1.580,22.014
right,903067216,3786,903067216,3786,908351028,3786,921587313,3786,922595924,5.284,13.236,1.009,19.529
left,956400331,3786,956400331,3786,967241804,3786,980436822,3786,981551793,10.841,13.195,1.115,25.151
front,987700139,3786,987700139,3786,995573348,3787,009049614,3787,010507110,7.873,13.476,1.457,22.807
right,3082104,3787,003082104,3787,008355590,3787,021714846,3787,022912292,5.273,13.359,1.197,19.830
left,56403531,3787,056403531,3787,066643295,3787,079909177,3787,081007550,10.240,13.266,1.098,24.604
front,87701278,3787,087701278,3787,095012706,3787,108247086,3787,109772975,7.311,13.234,1.526,22.072
right,103108111,3787,103108111,3787,108472727,3787,121869391,3787,123453923,5.365,13.397,1.585,20.346
left,156403086,3787,156403086,3787,166727041,3787,179897552,3787,181123613,10.324,13.171,1.226,24.721
front,187710541,3787,187710541,3787,195595166,3787,208851183,3787,210522716,7.885,13.256,1.672,22.812
right,203184557,3787,203184557,3787,209062434,3787,222257734,3787,223354207,5.878,13.195,1.096,20.170
left,256409460,3787,256409460,3787,266006935,3787,279157058,3787,280310905,9.597,13.150,1.154,23.901
front,287717974,3787,287717974,3787,298121898,3787,311334280,3787,312440067,10.404,13.212,1.106,24.722
right,303073122,3787,303073122,3787,309761187,3787,323141565,3787,324104856,6.688,13.380,0.963,21.032
left,356512833,3787,356512833,3787,365486662,3787,378638124,3787,379771311,8.974,13.151,1.133,23.258
front,387673697,3787,387673697,3787,395508247,3787,408764781,3787,410265251,7.835,13.257,1.500,22.592
right,403070501,3787,403070501,3787,410157497,3787,423223128,3787,424253743,7.087,13.066,1.031,21.183
left,456416091,3787,456416091,3787,465861168,3787,478969325,3787,480057654,9.445,13.108,1.088,23.642
front,487688446,3787,487688446,3787,496884219,3787,510469011,3787,511625176,9.196,13.585,1.156,23.937
right,503103555,3787,503103555,3787,508714655,3787,521885445,3787,522971345,5.611,13.171,1.086,19.868
left,556648729,3787,556648729,3787,564528910,3787,577678979,3787,578968929,7.880,13.150,1.290,22.320
front,587701462,3787,587701462,3787,596976318,3787,610913799,3787,613064383,9.275,13.937,2.151,25.363
right,603078210,3787,603078210,3787,608589475,3787,622021437,3787,623429014,5.511,13.432,1.408,20.351
left,656445768,3787,656445768,3787,664424879,3787,677577057,3787,678875671,7.979,13.152,1.299,22.430
front,687727219,3787,687727219,3787,695781361,3787,709190237,3787,710912293,8.054,13.409,1.722,23.185
right,703137509,3787,703137509,3787,708805684,3787,722124318,3787,723336742,5.668,13.319,1.212,20.199
left,756424364,3787,756424364,3787,764533505,3787,777615500,3787,778924994,8.109,13.082,1.309,22.501
front,787745865,3787,787745865,3787,794703129,3787,807930446,3787,809511413,6.957,13.227,1.581,21.766
right,803201721,3787,803201721,3787,808864428,3787,822146146,3787,823474690,5.663,13.282,1.329,20.273
left,856428897,3787,856428897,3787,865215755,3787,878486107,3787,879797274,8.787,13.270,1.311,23.368
front,887727019,3787,887727019,3787,894427785,3787,907716895,3787,909446606,6.701,13.289,1.730,21.720
right,903103631,3787,903103631,3787,908684351,3787,921868839,3787,923482827,5.581,13.184,1.614,20.379
left,956421093,3787,956421093,3787,964567157,3787,977806529,3787,978976019,8.146,13.239,1.169,22.555
front,987737535,3787,987737535,3787,994841040,3788,007991974,3788,009133730,7.104,13.151,1.142,21.396
