camera_id,packet_seq_num,msg_hdr_seq_nsec,t0_imgpub_sec,t0_imgpub_nsec,t1_segnode_cb_sec,t1_segnode_cb_nsec,t2_segnode_batchstart_sec,t2_segnode_batchstart_nsec,t3_segnode_respub_sec,t3_segnode_respub_nsec,t4_segsub_resrecv_sec,t4_segsub_resrecv_nsec,lat_imgpub_to_cb_ms,lat_cb_to_batch_start_ms,lat_batch_start_to_res_pub_ms,lat_res_pub_to_res_recv_ms,lat_segnode_cb_to_segsub_recv_ms,lat_total_e2e_ms,offset_T0_front_vs_left_ms,offset_T0_right_vs_left_ms,lost_pkts_since_last,total_lost_pkts_cam
left,113,650073658,15700,650073658,15700,650073658,15700,651867144,15700,657728529,15700,658785795,0.000,1.793,5.861,1.057,8.712,8.712,,,0,0
front,138,667995697,15700,667995697,15700,667995697,15700,670352492,15700,676188979,15700,677306982,0.000,2.357,5.836,1.118,9.311,9.311,,,0,0
right,87,705157494,15700,705157494,15700,705157494,15700,707346941,15700,713471572,15700,714883913,0.000,2.189,6.125,1.412,9.726,9.726,,,0,0
left,114,750095516,15700,750095516,15700,750095516,15700,751935798,15700,757617539,15700,758742724,0.000,1.840,5.682,1.125,8.647,8.647,,,0,0
front,139,768103173,15700,768103173,15700,768103173,15700,770077895,15700,775772088,15700,777182661,0.000,1.975,5.694,1.411,9.079,9.079,,,0,0
right,88,805148515,15700,805148515,15700,805148515,15700,807178192,15700,813312514,15700,814768479,0.000,2.030,6.134,1.456,9.620,9.620,,,0,0
left,115,850114753,15700,850114753,15700,850114753,15700,852274369,15700,858156503,15700,859198747,0.000,2.160,5.882,1.042,9.084,9.084,,,0,0
front,140,868037019,15700,868037019,15700,868037019,15700,870149334,15700,875841983,15700,876943512,0.000,2.112,5.693,1.102,8.906,8.906,,,0,0
right,89,905169575,15700,905169575,15700,905169575,15700,907097132,15700,913406667,15700,914608873,0.000,1.928,6.310,1.202,9.439,9.439,,,0,0
left,116,950127018,15700,950127018,15700,950127018,15700,952096475,15700,957889432,15700,959206050,0.000,1.969,5.793,1.317,9.079,9.079,,,0,0
front,141,968007812,15700,968007812,15700,968007812,15700,969955063,15700,975704863,15700,976937387,0.000,1.947,5.750,1.233,8.930,8.930,,,0,0
right,90,5202818,15701,005202818,15701,005202818,15701,007151156,15701,013383312,15701,014565156,0.000,1.948,6.232,1.182,9.362,9.362,,,0,0
left,117,50159642,15701,050159642,15701,050159642,15701,052516779,15701,058261498,15701,059351151,0.000,2.357,5.745,1.090,9.192,9.192,,,0,0
front,142,68015256,15701,068015256,15701,068015256,15701,069899445,15701,075440374,15701,076737366,0.000,1.884,5.541,1.297,8.722,8.722,,,0,0
right,91,105205576,15701,105205576,15701,105205576,15701,107136477,15701,113424122,15701,114555006,0.000,1.931,6.288,1.131,9.349,9.349,,,0,0
left,118,150147095,15701,150147095,15701,150147095,15701,151668973,15701,157551646,15701,158786867,0.000,1.522,5.883,1.235,8.640,8.640,,,0,0
front,143,168029942,15701,168029942,15701,168029942,15701,169952122,15701,175575639,15701,176733013,0.000,1.922,5.624,1.157,8.703,8.703,,,0,0
right,92,205188591,15701,205188591,15701,205188591,15701,207155548,15701,213590760,15701,214669676,0.000,1.967,6.435,1.079,9.481,9.481,,,0,0
left,119,250141448,15701,250141448,15701,250141448,15701,252414724,15701,258157754,15701,259516910,0.000,2.273,5.743,1.359,9.375,9.375,,,0,0
front,144,268053902,15701,268053902,15701,268053902,15701,270133664,15701,275829815,15701,276944921,0.000,2.080,5.696,1.115,8.891,8.891,,,0,0
right,93,305182764,15701,305182764,15701,305182764,15701,307084766,15701,313469858,15701,314682254,0.000,1.902,6.385,1.212,9.499,9.499,,,0,0
left,120,350141978,15701,350141978,15701,350141978,15701,352252354,15701,357966523,15701,359185637,0.000,2.110,5.714,1.219,9.044,9.044,,,0,0
front,145,367998399,15701,367998399,15701,367998399,15701,370019126,15701,375806399,15701,377208798,0.000,2.021,5.787,1.402,9.210,9.210,,,0,0
right,94,405179579,15701,405179579,15701,405179579,15701,407301272,15701,413531803,15701,414787786,0.000,2.122,6.231,1.256,9.608,9.608,,,0,0
left,121,450149752,15701,450149752,15701,450149752,15701,452251989,15701,458113724,15701,459347080,0.000,2.102,5.862,1.233,9.197,9.197,,,0,0
front,146,468057747,15701,468057747,15701,468057747,15701,469909976,15701,475757893,15701,477146661,0.000,1.852,5.848,1.389,9.089,9.089,,,0,0
right,95,505191194,15701,505191194,15701,505191194,15701,507354577,15701,513864801,15701,515111244,0.000,2.163,6.510,1.246,9.920,9.920,,,0,0
left,122,550176392,15701,550176392,15701,550176392,15701,552225018,15701,557972685,15701,559259823,0.000,2.049,5.748,1.287,9.083,9.083,,,0,0
front,147,568047652,15701,568047652,15701,568047652,15701,570235634,15701,576120878,15701,577360795,0.000,2.188,5.885,1.240,9.313,9.313,,,0,0
right,96,605217542,15701,605217542,15701,605217542,15701,607165188,15701,613457087,15701,615375881,0.000,1.948,6.292,1.919,10.158,10.158,,,0,0
left,123,650350358,15701,650350358,15701,650350358,15701,651645916,15701,657606360,15701,658710791,0.000,1.296,5.960,1.104,8.360,8.360,,,0,0
front,148,668051440,15701,668051440,15701,668051440,15701,670124072,15701,675774782,15701,676867565,0.000,2.073,5.651,1.093,8.816,8.816,,,0,0
right,97,705214929,15701,705214929,15701,705214929,15701,707321359,15701,713573388,15701,714814273,0.000,2.106,6.252,1.241,9.599,9.599,,,0,0
left,124,750342225,15701,750342225,15701,750342225,15701,751853812,15701,757612757,15701,759017425,0.000,1.512,5.759,1.405,8.675,8.675,,,0,0
front,149,768050490,15701,768050490,15701,768050490,15701,769853856,15701,775412236,15701,776659991,0.000,1.803,5.558,1.248,8.610,8.610,,,0,0
right,98,805203613,15701,805203613,15701,805203613,15701,806951803,15701,813089247,15701,814210784,0.000,1.748,6.137,1.122,9.007,9.007,,,0,0
left,125,850181675,15701,850181675,15701,850181675,15701,852498642,15701,858400658,15701,859504019,0.000,2.317,5.902,1.103,9.322,9.322,,,0,0
front,150,868059569,15701,868059569,15701,868059569,15701,869798024,15701,875516458,15701,876714679,0.000,1.738,5.718,1.198,8.655,8.655,,,0,0
