camera_id,msg_seq,t1_sec,t1_nsec,t2_sec,t2_nsec,t3_sec,t3_nsec,t4_sec,t4_nsec,lat_t1_t2_ms,lat_t2_t3_ms,lat_t3_t4_ms,lat_t1_t4_total_ms
right,151308524,32825,151308524,32825,155392597,32825,169608586,32825,170664766,4.084,14.216,1.056,19.356
left,214759332,32825,214759332,32825,221578834,32825,236124334,32825,237341153,6.820,14.546,1.217,22.582
front,235020192,32825,235020192,32825,240271858,32825,255055344,32825,256282341,5.252,14.783,1.227,21.262
right,248022027,32825,248022027,32825,252508356,32825,266594150,32825,267661981,4.486,14.086,1.068,19.640
left,321476706,32825,321476706,32825,328914720,32825,343645460,32825,344811088,7.438,14.731,1.166,23.334
front,336988891,32825,336988891,32825,341758458,32825,356312611,32825,357482577,4.770,14.554,1.170,20.494
right,352667521,32825,352667521,32825,357253068,32825,371230477,32825,372449537,4.586,13.977,1.219,19.782
left,421589211,32825,421589211,32825,428121973,32825,442632298,32825,444319856,6.533,14.510,1.688,22.731
front,437319042,32825,437319042,32825,442049907,32825,457040677,32825,458794260,4.731,14.991,1.754,21.475
right,448995599,32825,448995599,32825,453745960,32825,468099273,32825,469250792,4.750,14.353,1.152,20.255
left,516421311,32825,516421311,32825,523965504,32825,538428331,32825,539915376,7.544,14.463,1.487,23.494
front,533617903,32825,533617903,32825,539467163,32825,556476321,32825,558385301,5.849,17.009,1.909,24.767
right,547891380,32825,547891380,32825,553671324,32825,568263181,32825,569821290,5.780,14.592,1.558,21.930
left,616504320,32825,616504320,32825,624414651,32825,639196249,32825,640808977,7.910,14.782,1.613,24.305
front,633339435,32825,633339435,32825,638265251,32825,654768400,32825,656713423,4.926,16.503,1.945,23.374
right,647386539,32825,647386539,32825,652911047,32825,667718005,32825,669491497,5.525,14.807,1.773,22.105
left,716650372,32825,716650372,32825,724633718,32825,740171895,32825,741773954,7.983,15.538,1.602,25.124
front,735135539,32825,735135539,32825,743337350,32825,758575735,32825,760158901,8.202,15.238,1.583,25.023
right,753362790,32825,753362790,32825,759606422,32825,774591872,32825,776419572,6.244,14.985,1.828,23.057
left,816396168,32825,816396168,32825,825923737,32825,841058946,32825,844073840,9.528,15.135,3.015,27.678
front,834741883,32825,834741883,32825,841353154,32825,857430024,32825,859167339,6.611,16.077,1.737,24.425
right,851918616,32825,851918616,32825,857588313,32825,871807636,32825,872923507,5.670,14.219,1.116,21.005
left,914532224,32825,914532224,32825,921687165,32825,936672423,32825,938006248,7.155,14.985,1.334,23.474
front,928512891,32825,928512891,32825,932461195,32825,947365895,32825,948479310,3.948,14.905,1.113,19.966
right,940448884,32825,940448884,32825,945131136,32825,959357871,32825,960280412,4.682,14.227,0.923,19.832
left,15788948,32826,015788948,32826,022208161,32826,036441054,32826,037677459,6.419,14.233,1.236,21.889
front,29854200,32826,029854200,32826,033719643,32826,049294036,32826,050634952,3.865,15.574,1.341,20.781
right,44879562,32826,044879562,32826,049193601,32826,064161115,32826,065133318,4.314,14.968,0.972,20.254
left,115390695,32826,115390695,32826,121984123,32826,136721760,32826,139363498,6.593,14.738,2.642,23.973
front,132296240,32826,132296240,32826,136556114,32826,151048402,32826,152318579,4.260,14.492,1.270,20.022
right,144507331,32826,144507331,32826,149900775,32826,164066042,32826,165186111,5.393,14.165,1.120,20.679
left,217169563,32826,217169563,32826,223790710,32826,237773800,32826,239274726,6.621,13.983,1.501,22.105
front,238305230,32826,238305230,32826,243885339,32826,258408166,32826,260398075,5.580,14.523,1.990,22.093
right,253753272,32826,253753272,32826,258873041,32826,273425575,32826,274798049,5.120,14.553,1.372,21.045
left,318994263,32826,318994263,32826,326515715,32826,340915757,32826,343127974,7.521,14.400,2.212,24.134
front,334878614,32826,334878614,32826,341468534,32826,356545600,32826,358828514,6.590,15.077,2.283,23.950
right,349257880,32826,349257880,32826,355870089,32826,370667145,32826,372856833,6.612,14.797,2.190,23.599
left,416974978,32826,416974978,32826,425152317,32826,440279171,32826,442536201,8.177,15.127,2.257,25.561
front,434562831,32826,434562831,32826,439431385,32826,454457218,32826,456198676,4.869,15.026,1.741,21.636
right,455213187,32826,455213187,32826,460681966,32826,475077117,32826,476725611,5.469,14.395,1.648,21.512
left,524503874,32826,524503874,32826,533832276,32826,548013813,32826,549880543,9.328,14.182,1.867,25.377
front,543054337,32826,543054337,32826,548606510,32826,563363375,32826,564615302,5.552,14.757,1.252,21.561
right,556964921,32826,556964921,32826,561291630,32826,575508074,32826,576583984,4.327,14.216,1.076,19.619
left,621041245,32826,621041245,32826,627842119,32826,642330687,32826,643822031,6.801,14.489,1.491,22.781
front,636253668,32826,636253668,32826,640060173,32826,654663716,32826,656056405,3.807,14.604,1.393,19.803
right,647667445,32826,647667445,32826,651797188,32826,665809778,32826,666892668,4.130,14.013,1.083,19.225
left,720969329,32826,720969329,32826,727329956,32826,741590630,32826,743385608,6.361,14.261,1.795,22.416
front,736006447,32826,736006447,32826,739947944,32826,754844722,32826,756174715,3.941,14.897,1.330,20.168
right,747119101,32826,747119101,32826,751121037,32826,765139142,32826,766150096,4.002,14.018,1.011,19.031
left,814603626,32826,814603626,32826,821039729,32826,835457613,32826,837186738,6.436,14.418,1.729,22.583
front,834427502,32826,834427502,32826,839247817,32826,854588454,32826,856105234,4.820,15.341,1.517,21.678
right,846687737,32826,846687737,32826,850747525,32826,864835100,32826,865956760,4.060,14.088,1.122,19.269
left,920902055,32826,920902055,32826,927629198,32826,941790200,32826,942971891,6.727,14.161,1.182,22.070
front,935950119,32826,935950119,32826,939944178,32826,954562673,32826,955606083,3.994,14.618,1.043,19.656
right,952879692,32826,952879692,32826,958533430,32826,972424433,32826,973794351,5.654,13.891,1.370,20.915
left,16275468,32827,016275468,32827,024075504,32827,038610534,32827,040189960,7.800,14.535,1.579,23.914
front,33432412,32827,033432412,32827,042599950,32827,058038138,32827,059834474,9.168,15.438,1.796,26.402
right,46494124,32827,046494124,32827,052905785,32827,067811071,32827,069284022,6.412,14.905,1.473,22.790
left,121027321,32827,121027321,32827,129453842,32827,144742200,32827,146293186,8.427,15.288,1.551,25.266
front,140504550,32827,140504550,32827,149108698,32827,165605807,32827,168002781,8.604,16.497,2.397,27.498
right,157010641,32827,157010641,32827,162829697,32827,178755671,32827,180182916,5.819,15.926,1.427,23.172
left,216839124,32827,216839124,32827,226534568,32827,241698980,32827,243306006,9.695,15.164,1.607,26.467
front,236655272,32827,236655272,32827,247312908,32827,263961881,32827,266238658,10.658,16.649,2.277,29.583
right,256120338,32827,256120338,32827,263530657,32827,278155738,32827,279348848,7.410,14.625,1.193,23.229
left,316532230,32827,316532230,32827,326389924,32827,341276044,32827,343995916,9.858,14.886,2.720,27.464
front,334296440,32827,334296440,32827,340433746,32827,356829779,32827,359271166,6.137,16.396,2.441,24.975
right,349880761,32827,349880761,32827,356007092,32827,372770838,32827,374230703,6.126,16.764,1.460,24.350
left,417143021,32827,417143021,32827,426023824,32827,441766975,32827,443417619,8.881,15.743,1.651,26.275
front,444781019,32827,444781019,32827,455083862,32827,470719346,32827,472489053,10.303,15.635,1.770,27.708
right,467858447,32827,467858447,32827,477076316,32827,492099713,32827,493576852,9.218,15.023,1.477,25.718
left,515374880,32827,515374880,32827,522234943,32827,536175469,32827,537512378,6.860,13.941,1.337,22.137
front,535747704,32827,535747704,32827,539750944,32827,554400485,32827,555502503,4.003,14.650,1.102,19.755
right,548110684,32827,548110684,32827,552372545,32827,566612976,32827,567589763,4.262,14.240,0.977,19.479
left,614702733,32827,614702733,32827,620946456,32827,635338262,32827,636770364,6.244,14.392,1.432,22.068
front,628513474,32827,628513474,32827,635265280,32827,649911405,32827,651266181,6.752,14.646,1.355,22.753
right,645676380,32827,645676380,32827,653408116,32827,667326551,32827,668478447,7.732,13.918,1.152,22.802
left,721253201,32827,721253201,32827,728154633,32827,742206041,32827,743600657,6.901,14.051,1.395,22.347
front,737672050,32827,737672050,32827,742527784,32827,757155857,32827,758551240,4.856,14.628,1.395,20.879
right,751707203,32827,751707203,32827,756130713,32827,769939692,32827,770961428,4.424,13.809,1.022,19.254
left,821435314,32827,821435314,32827,827949454,32827,841661865,32827,843313995,6.514,13.712,1.652,21.879
front,836775923,32827,836775923,32827,840929725,32827,856050409,32827,858175939,4.154,15.121,2.126,21.400
right,848981934,32827,848981934,32827,853609100,32827,867858119,32827,868989224,4.627,14.249,1.131,20.007
left,918014562,32827,918014562,32827,927434396,32827,943135655,32827,944893677,9.420,15.701,1.758,26.879
front,939309025,32827,939309025,32827,948304512,32827,964007845,32827,965237293,8.995,15.703,1.229,25.928
right,955890226,32827,955890226,32827,960899280,32827,975401477,32827,977647867,5.009,14.502,2.246,21.758
left,15841774,32828,015841774,32828,024140597,32828,039389957,32828,041926850,8.299,15.249,2.537,26.085
front,33800037,32828,033800037,32828,039733776,32828,055179349,32828,057249430,5.934,15.446,2.070,23.449
right,48606775,32828,048606775,32828,055482390,32828,069869249,32828,071675238,6.876,14.387,1.806,23.068
left,117058112,32828,117058112,32828,125187749,32828,140041337,32828,142770169,8.130,14.854,2.729,25.712
front,135540401,32828,135540401,32828,144422298,32828,159562519,32828,160840489,8.882,15.140,1.278,25.300
right,151345433,32828,151345433,32828,156118517,32828,171453646,32828,172987407,4.773,15.335,1.534,21.642
left,217856217,32828,217856217,32828,226207459,32828,241887789,32828,243695840,8.351,15.680,1.808,25.840
front,235803817,32828,235803817,32828,241866038,32828,257676960,32828,259295628,6.062,15.811,1.619,23.492
right,250667417,32828,250667417,32828,258607942,32828,273835745,32828,276452474,7.941,15.228,2.617,25.785
left,318293146,32828,318293146,32828,329375005,32828,344567890,32828,346656925,11.082,15.193,2.089,28.364
front,339511171,32828,339511171,32828,346983694,32828,362059173,32828,363653482,7.473,15.075,1.594,24.142
right,356594951,32828,356594951,32828,365849736,32828,381612376,32828,383037446,9.255,15.763,1.425,26.442
left,415200492,32828,415200492,32828,421936964,32828,436764184,32828,437937436,6.736,14.827,1.173,22.737
front,429695762,32828,429695762,32828,433736941,32828,448248847,32828,449571356,4.041,14.512,1.323,19.876
right,441330842,32828,441330842,32828,445618994,32828,459599615,32828,460552718,4.288,13.981,0.953,19.222
left,516827704,32828,516827704,32828,524131843,32828,537760034,32828,539348566,7.304,13.628,1.589,22.521
front,531454417,32828,531454417,32828,535390696,32828,550279683,32828,551413474,3.936,14.889,1.134,19.959
right,543833945,32828,543833945,32828,548085759,32828,561927965,32828,563444909,4.252,13.842,1.517,19.611
left,618210114,32828,618210114,32828,624950812,32828,638729522,32828,640297032,6.741,13.779,1.568,22.087
front,632758093,32828,632758093,32828,637274525,32828,653445728,32828,655578942,4.516,16.171,2.133,22.821
right,644486825,32828,644486825,32828,648731836,32828,662664401,32828,663697480,4.245,13.933,1.033,19.211
left,715882754,32828,715882754,32828,722555519,32828,736573336,32828,738541708,6.673,14.018,1.968,22.659
front,730471548,32828,730471548,32828,734956546,32828,750955812,32828,752956800,4.485,15.999,2.001,22.485
right,742195362,32828,742195362,32828,746695704,32828,760534950,32828,761616457,4.500,13.839,1.082,19.421
left,821123137,32828,821123137,32828,828161715,32828,842166172,32828,843867390,7.039,14.004,1.701,22.744
front,836619667,32828,836619667,32828,840534423,32828,855840081,32828,856912424,3.915,15.306,1.072,20.293
right,848135607,32828,848135607,32828,852299260,32828,866056996,32828,867016303,4.164,13.758,0.959,18.881
left,914976070,32828,914976070,32828,921607938,32828,935556591,32828,936757718,6.632,13.949,1.201,21.782
front,929127991,32828,929127991,32828,932840312,32828,948189362,32828,949901809,3.712,15.349,1.712,20.774
right,940580800,32828,940580800,32828,944626274,32828,958454982,32828,959481306,4.045,13.829,1.026,18.901
left,21732566,32829,021732566,32829,028915159,32829,042893538,32829,043977999,7.183,13.978,1.084,22.245
front,37186945,32829,037186945,32829,041064654,32829,055463313,32829,056600565,3.878,14.399,1.137,19.414
right,49103293,32829,049103293,32829,053099319,32829,067042534,32829,068101791,3.996,13.943,1.059,18.998
left,115019657,32829,115019657,32829,121860510,32829,135810384,32829,137157068,6.841,13.950,1.347,22.137
front,129578838,32829,129578838,32829,133551691,32829,148037546,32829,149193537,3.973,14.486,1.156,19.615
right,141248257,32829,141248257,32829,146004915,32829,159964983,32829,161044432,4.757,13.960,1.079,19.796
left,221504040,32829,221504040,32829,228728234,32829,242943937,32829,244465666,7.224,14.216,1.522,22.962
front,238676284,32829,238676284,32829,243375861,32829,258770225,32829,261270041,4.700,15.394,2.500,22.594
right,251611047,32829,251611047,32829,258094565,32829,272794370,32829,275460035,6.484,14.700,2.666,23.849
left,319302919,32829,319302919,32829,327150713,32829,341687400,32829,343676016,7.848,14.537,1.989,24.373
front,334970034,32829,334970034,32829,340389204,32829,356210861,32829,357890916,5.419,15.822,1.680,22.921
right,348084540,32829,348084540,32829,352857004,32829,368301871,32829,369504007,4.772,15.445,1.202,21.419
left,415636682,32829,415636682,32829,423472500,32829,437991612,32829,439299899,7.836,14.519,1.308,23.663
front,436396318,32829,436396318,32829,441965723,32829,456810218,32829,458455304,5.569,14.844,1.645,22.059
right,450981213,32829,450981213,32829,455681244,32829,469999809,32829,471829620,4.700,14.319,1.830,20.848
left,521353401,32829,521353401,32829,528281825,32829,542439512,32829,543951306,6.928,14.158,1.512,22.598
front,542309794,32829,542309794,32829,546538841,32829,560916534,32829,562182700,4.229,14.378,1.266,19.873
right,554374108,32829,554374108,32829,558944738,32829,574219024,32829,575337230,4.571,15.274,1.118,20.963
left,615004367,32829,615004367,32829,622462722,32829,637387714,32829,638747354,7.458,14.925,1.360,23.743
front,630846084,32829,630846084,32829,635395244,32829,652359759,32829,653471628,4.549,16.965,1.112,22.626
right,644408421,32829,644408421,32829,650003312,32829,665310006,32829,667664137,5.595,15.307,2.354,23.256
left,724637992,32829,724637992,32829,733812774,32829,749353934,32829,751438829,9.175,15.541,2.085,26.801
front,742111248,32829,742111248,32829,748581549,32829,764834882,32829,767209960,6.470,16.253,2.375,25.099
right,757987463,32829,757987463,32829,764425142,32829,780026227,32829,781492345,6.438,15.601,1.466,23.505
left,817819626,32829,817819626,32829,827290603,32829,842245609,32829,844074854,9.471,14.955,1.829,26.255
front,838835676,32829,838835676,32829,844449375,32829,860734076,32829,863580980,5.614,16.285,2.847,24.745
right,854246702,32829,854246702,32829,860962922,32829,876923571,32829,878692285,6.716,15.961,1.769,24.446
left,921893832,32829,921893832,32829,928607011,32829,943304534,32829,944759701,6.713,14.698,1.455,22.866
front,943207251,32829,943207251,32829,947253290,32829,962425886,32829,963908994,4.046,15.173,1.483,20.702
right,954470562,32829,954470562,32829,958784842,32829,973159105,32829,974245122,4.314,14.374,1.086,19.775
left,14906368,32830,014906368,32830,021235752,32830,035738880,32830,037132836,6.329,14.503,1.394,22.226
front,29100977,32830,029100977,32830,032901288,32830,047452921,32830,048679633,3.800,14.552,1.227,19.579
right,40851770,32830,040851770,32830,045464289,32830,059804144,32830,060906717,4.613,14.340,1.103,20.055
left,121388102,32830,121388102,32830,128767838,32830,143187171,32830,144585749,7.380,14.419,1.399,23.198
front,143743147,32830,143743147,32830,150440578,32830,164980058,32830,166560134,6.697,14.539,1.580,22.817
right,162361406,32830,162361406,32830,166883457,32830,181882644,32830,183993527,4.522,14.999,2.111,21.632
left,215224858,32830,215224858,32830,221829054,32830,236538992,32830,238262714,6.604,14.710,1.724,23.038
front,234073929,32830,234073929,32830,240003260,32830,254475744,32830,255803541,5.929,14.472,1.328,21.730
right,246936564,32830,246936564,32830,251193054,32830,265507671,32830,266720933,4.256,14.315,1.213,19.784
left,315268055,32830,315268055,32830,321923109,32830,336440398,32830,337716539,6.655,14.517,1.276,22.448
front,330107955,32830,330107955,32830,334407926,32830,349574133,32830,350946557,4.300,15.166,1.372,20.839
right,342675842,32830,342675842,32830,347324797,32830,361879956,32830,363265662,4.649,14.555,1.386,20.590
left,415473697,32830,415473697,32830,422505333,32830,436839621,32830,438205193,7.032,14.334,1.366,22.731
front,430132053,32830,430132053,32830,434092037,32830,448529286,32830,450105041,3.960,14.437,1.576,19.973
right,441937705,32830,441937705,32830,446195236,32830,460455972,32830,462329486,4.258,14.261,1.874,20.392
left,518858694,32830,518858694,32830,525726762,32830,540560708,32830,542105905,6.868,14.834,1.545,23.247
front,537762715,32830,537762715,32830,544411663,32830,559491078,32830,561186299,6.649,15.079,1.695,23.424
right,554025306,32830,554025306,32830,561476905,32830,576923444,32830,578114011,7.452,15.447,1.191,24.089
left,615837786,32830,615837786,32830,624892051,32830,640244445,32830,641892909,9.054,15.352,1.648,26.055
front,632397716,32830,632397716,32830,638238842,32830,653717966,32830,655459912,5.841,15.479,1.742,23.062
right,646049596,32830,646049596,32830,651946546,32830,666992655,32830,668146679,5.897,15.046,1.154,22.097
left,723632644,32830,723632644,32830,731910510,32830,747229358,32830,749680638,8.278,15.319,2.451,26.048
front,745309724,32830,745309724,32830,750780531,32830,766301312,32830,768080789,5.471,15.521,1.779,22.771
right,758728031,32830,758728031,32830,765450213,32830,780615672,32830,782215657,6.722,15.165,1.600,23.488
left,815788474,32830,815788474,32830,823380577,32830,837883145,32830,839554777,7.592,14.503,1.672,23.766
front,831656797,32830,831656797,32830,840615413,32830,855548605,32830,858069393,8.959,14.933,2.521,26.413
right,846904007,32830,846904007,32830,854671736,32830,869622200,32830,870780433,7.768,14.950,1.158,23.876
left,915702236,32830,915702236,32830,922723173,32830,937128416,32830,938758591,7.021,14.405,1.630,23.056
front,930358232,32830,930358232,32830,934774415,32830,950400612,32830,951843604,4.416,15.626,1.443,21.485
right,942389493,32830,942389493,32830,946787302,32830,961386776,32830,962625724,4.398,14.599,1.239,20.236
left,14631526,32831,014631526,32831,020814649,32831,035407234,32831,036545162,6.183,14.593,1.138,21.914
front,28961342,32831,028961342,32831,033535534,32831,048538453,32831,049690583,4.574,15.003,1.152,20.729
right,40945773,32831,040945773,32831,046041238,32831,060996483,32831,062341371,5.095,14.955,1.345,21.396
left,117478690,32831,117478690,32831,126313380,32831,142301926,32831,144485084,8.835,15.989,2.183,27.006
front,135269901,32831,135269901,32831,144254621,32831,159189758,32831,160878618,8.985,14.935,1.689,25.609
right,151558265,32831,151558265,32831,156898795,32831,172210358,32831,174172091,5.341,15.312,1.962,22.614
left,217928653,32831,217928653,32831,226090516,32831,240528702,32831,241941918,8.162,14.438,1.413,24.013
front,238751489,32831,238751489,32831,243490924,32831,257965741,32831,259491878,4.739,14.475,1.526,20.740
right,254917444,32831,254917444,32831,259849764,32831,274662749,32831,275932148,4.932,14.813,1.269,21.015
left,317337102,32831,317337102,32831,324466267,32831,338753006,32831,340063438,7.129,14.287,1.310,22.726
front,337796619,32831,337796619,32831,341756864,32831,355985826,32831,357057992,3.960,14.229,1.072,19.261
right,349121940,32831,349121940,32831,353324617,32831,367851723,32831,368949005,4.203,14.527,1.097,19.827
left,421641134,32831,421641134,32831,428360974,32831,443385538,32831,444738279,6.720,15.025,1.353,23.097
front,440645889,32831,440645889,32831,445834441,32831,460085933,32831,461164896,5.189,14.251,1.079,20.519
right,453358367,32831,453358367,32831,457443665,32831,472053689,32831,473116869,4.085,14.610,1.063,19.759
left,516741850,32831,516741850,32831,523335292,32831,537900356,32831,539233250,6.593,14.565,1.333,22.491
front,531422112,32831,531422112,32831,535367436,32831,550410787,32831,552415777,3.945,15.043,2.005,20.994
right,543018103,32831,543018103,32831,547396752,32831,561859242,32831,562872858,4.379,14.462,1.014,19.855
left,614731435,32831,614731435,32831,621528513,32831,636010797,32831,637241260,6.797,14.482,1.230,22.510
front,629537381,32831,629537381,32831,633524476,32831,648785258,32831,649877860,3.987,15.261,1.093,20.340
right,640427004,32831,640427004,32831,644386165,32831,659081913,32831,660153235,3.959,14.696,1.071,19.726
left,722012052,32831,722012052,32831,729482302,32831,743985413,32831,745224352,7.470,14.503,1.239,23.212
front,737741671,32831,737741671,32831,741702064,32831,756041679,32831,757238787,3.960,14.340,1.197,19.497
right,749124760,32831,749124760,32831,753279343,32831,767826866,32831,768853656,4.155,14.548,1.027,19.729
left,817214603,32831,817214603,32831,823851485,32831,838248405,32831,839423377,6.637,14.397,1.175,22.209
front,831423767,32831,831423767,32831,835498966,32831,849827970,32831,851888676,4.075,14.329,2.061,20.465
right,844520465,32831,844520465,32831,849251933,32831,864062660,32831,865041147,4.731,14.811,0.978,20.521
left,915455559,32831,915455559,32831,922910062,32831,938536939,32831,941905580,7.455,15.627,3.369,26.450
front,931265545,32831,931265545,32831,937409625,32831,953926398,32831,956694168,6.144,16.517,2.768,25.429
right,945252020,32831,945252020,32831,951071661,32831,969034398,32831,970948060,5.820,17.963,1.914,25.696
left,17818060,32832,017818060,32832,027437083,32832,042820547,32832,044552524,9.619,15.383,1.732,26.734
front,36095127,32832,036095127,32832,041414312,32832,056501793,32832,058355167,5.319,15.087,1.853,22.260
right,51085199,32832,051085199,32832,056553877,32832,071450559,32832,072966044,5.469,14.897,1.515,21.881
left,116195322,32832,116195322,32832,123975206,32832,139192070,32832,141494298,7.780,15.217,2.302,25.299
front,132707867,32832,132707867,32832,137951042,32832,153939468,32832,155196540,5.243,15.988,1.257,22.489
right,146966038,32832,146966038,32832,151728074,32832,166972750,32832,168501395,4.762,15.245,1.529,21.535
left,214750465,32832,214750465,32832,222731017,32832,236988242,32832,239026425,7.981,14.257,2.038,24.276
front,229815752,32832,229815752,32832,234426604,32832,249017061,32832,250807793,4.611,14.590,1.791,20.992
right,242884778,32832,242884778,32832,248143205,32832,263029219,32832,264060127,5.258,14.886,1.031,21.175
left,314340667,32832,314340667,32832,321377160,32832,335659717,32832,336991130,7.036,14.283,1.331,22.650
front,328562587,32832,328562587,32832,332607732,32832,346887123,32832,347940376,4.045,14.279,1.053,19.378
right,340566602,32832,340566602,32832,344506816,32832,359129542,32832,360199427,3.940,14.623,1.070,19.633
left,418318242,32832,418318242,32832,424927112,32832,439367939,32832,440742813,6.609,14.441,1.375,22.425
front,432746268,32832,432746268,32832,436725197,32832,451242876,32832,452432833,3.979,14.518,1.190,19.687
right,444850036,32832,444850036,32832,449055327,32832,463588296,32832,464927341,4.205,14.533,1.339,20.077
left,514538846,32832,514538846,32832,521659829,32832,536918351,32832,538085068,7.121,15.259,1.167,23.546
front,529519917,32832,529519917,32832,534261163,32832,548753346,32832,550176107,4.741,14.492,1.423,20.656
right,543019422,32832,543019422,32832,547654582,32832,562472533,32832,564870694,4.635,14.818,2.398,21.851
left,620720913,32832,620720913,32832,627367342,32832,641669647,32832,642960360,6.646,14.302,1.291,22.239
front,636144098,32832,636144098,32832,639922442,32832,654389635,32832,655713719,3.778,14.467,1.324,19.570
right,647543916,32832,647543916,32832,651645853,32832,666916488,32832,667955456,4.102,15.271,1.039,20.412
left,720893951,32832,720893951,32832,727630304,32832,741952735,32832,743092134,6.736,14.322,1.139,22.198
front,735895534,32832,735895534,32832,739791146,32832,753947868,32832,755206390,3.896,14.157,1.259,19.311
right,747978439,32832,747978439,32832,752019114,32832,766364086,32832,767377308,4.041,14.345,1.013,19.399
left,818337821,32832,818337821,32832,824971627,32832,839425027,32832,840649500,6.634,14.453,1.224,22.312
front,837891154,32832,837891154,32832,842112862,32832,856166910,32832,857287125,4.222,14.054,1.120,19.396
right,850352748,32832,850352748,32832,854127060,32832,868415951,32832,869375509,3.774,14.289,0.960,19.023
left,921006713,32832,921006713,32832,927497045,32832,942486983,32832,944142322,6.490,14.990,1.655,23.136
front,936395508,32832,936395508,32832,940987337,32832,955235131,32832,956413226,4.592,14.248,1.178,20.018
right,947979083,32832,947979083,32832,952479777,32832,966894693,32832,967859680,4.501,14.415,0.965,19.881
left,17038494,32833,017038494,32833,023722020,32833,038256301,32833,039570901,6.684,14.534,1.315,22.532
front,31875673,32833,031875673,32833,036188339,32833,051686400,32833,052771190,4.313,15.498,1.085,20.896
right,45524440,32833,045524440,32833,049880598,32833,064256241,32833,065309060,4.356,14.376,1.053,19.785
left,115667724,32833,115667724,32833,123078514,32833,137912532,32833,140517796,7.411,14.834,2.605,24.850
front,130956598,32833,130956598,32833,135811845,32833,150864240,32833,152215312,4.855,15.052,1.351,21.259
right,143973120,32833,143973120,32833,148925246,32833,163634904,32833,165332571,4.952,14.710,1.698,21.359
left,217337727,32833,217337727,32833,226053128,32833,243222453,32833,244819002,8.715,17.169,1.597,27.481
front,235554879,32833,235554879,32833,241937615,32833,257496624,32833,259572910,6.383,15.559,2.076,24.018
right,251563597,32833,251563597,32833,259854665,32833,275005765,32833,277207819,8.291,15.151,2.202,25.644
left,315840608,32833,315840608,32833,323464597,32833,337848355,32833,339594878,7.624,14.384,1.747,23.754
front,331619645,32833,331619645,32833,337174964,32833,352986638,32833,354300624,5.555,15.812,1.314,22.681
right,345015004,32833,345015004,32833,349892445,32833,364096578,32833,365506252,4.877,14.204,1.410,20.491
left,415036729,32833,415036729,32833,421662313,32833,437016601,32833,438741402,6.626,15.354,1.725,23.705
front,429706671,32833,429706671,32833,434110146,32833,448440498,32833,450824723,4.403,14.330,2.384,21.118
right,442459847,32833,442459847,32833,448947953,32833,463548678,32833,464868597,6.488,14.601,1.320,22.409
left,521737011,32833,521737011,32833,529570893,32833,544273855,32833,545888894,7.834,14.703,1.615,24.152
front,538811555,32833,538811555,32833,544369039,32833,560990430,32833,562886690,5.557,16.621,1.896,24.075
right,552649308,32833,552649308,32833,558438888,32833,574114991,32833,575779375,5.790,15.676,1.664,23.130
left,617480167,32833,617480167,32833,626238372,32833,641821398,32833,644863994,8.758,15.583,3.043,27.384
front,635345366,32833,635345366,32833,641524587,32833,657472461,32833,658664117,6.179,15.948,1.192,23.319
right,650613835,32833,650613835,32833,655641706,32833,670086895,32833,670975407,5.028,14.445,0.889,20.362
left,714464501,32833,714464501,32833,721598176,32833,736479006,32833,737687174,7.134,14.881,1.208,23.223
front,730372325,32833,730372325,32833,734966108,32833,749534482,32833,750646412,4.594,14.568,1.112,20.274
right,741550667,32833,741550667,32833,745801522,32833,760164560,32833,761149921,4.251,14.363,0.985,19.599
left,818004836,32833,818004836,32833,824601597,32833,838834338,32833,839952493,6.597,14.233,1.118,21.948
front,832286852,32833,832286852,32833,836227901,32833,850295782,32833,851358599,3.941,14.068,1.063,19.072
right,843944218,32833,843944218,32833,847939889,32833,862506861,32833,863502382,3.996,14.567,0.996,19.558
left,921757895,32833,921757895,32833,929687709,32833,944013684,32833,945209170,7.930,14.326,1.195,23.451
front,937876812,32833,937876812,32833,941989173,32833,956155355,32833,957301761,4.112,14.166,1.146,19.425
right,949739286,32833,949739286,32833,953734991,32833,968133214,32833,969517324,3.996,14.398,1.384,19.778
left,17751711,32834,017751711,32834,025277774,32834,039506055,32834,040770958,7.526,14.228,1.265,23.019
front,33192735,32834,033192735,32834,041589331,32834,055837816,32834,057247537,8.397,14.248,1.410,24.055
right,48592953,32834,048592953,32834,057497888,32834,071445149,32834,072499431,8.905,13.947,1.054,23.906
left,118921044,32834,118921044,32834,125320231,32834,139616151,32834,140970787,6.399,14.296,1.355,22.050
front,133378020,32834,133378020,32834,137144107,32834,151073315,32834,152203052,3.766,13.929,1.130,18.825
right,149454101,32834,149454101,32834,153357091,32834,167603984,32834,168818178,3.903,14.247,1.214,19.364
left,221166743,32834,221166743,32834,228604496,32834,242927992,32834,244305920,7.438,14.323,1.378,23.139
front,240046599,32834,240046599,32834,245539649,32834,260347193,32834,262322434,5.493,14.808,1.975,22.276
right,253733882,32834,253733882,32834,260077957,32834,275373811,32834,277994178,6.344,15.296,2.620,24.260
left,318698410,32834,318698410,32834,328517868,32834,345712278,32834,348124065,9.819,17.194,2.412,29.426
front,339134228,32834,339134228,32834,344867430,32834,360506857,32834,362058130,5.733,15.639,1.551,22.924
right,354841954,32834,354841954,32834,360928153,32834,377897046,32834,380881893,6.086,16.969,2.985,26.040
