1748840721, 12463, 7, 20, 16, 57, 0, 1412, 2416, 900
1748840721, 3458, 4, 19, 16, 43, 0, 1578, 2691, 447
1748840721, 4633, 3, 18, 14, 41, 0, 1270, 2422, 285
1748840721, 2409, 5, 16, 13, 37, 0, 1339, 2046, 188
1748840721, 2686, 2, 16, 15, 37, 0, 1232, 2932, 227
1748840721, 2722, 3, 18, 18, 43, 0, 1728, 2872, 333
1748840722, 5222, 4, 18, 14, 43, 0, 1858, 2028, 409
1748840722, 7026, 5, 17, 14, 44, 0, 1327, 1935, 811
1748840722, 13046, 3, 15, 10, 43, 0, 1136, 1352, 487
1748840722, 6408, 3, 15, 17, 42, 0, 2586, 1471, 616
1748840723, 4330, 4, 16, 11, 37, 0, 1399, 1425, 480
1748840723, 4015, 3, 15, 13, 37, 0, 1620, 1449, 509
1748840723, 4225, 3, 16, 15, 40, 0, 2289, 1837, 520
1748840723, 6697, 6, 18, 11, 42, 0, 1543, 1151, 295
1748840723, 5564, 5, 15, 10, 37, 0, 1259, 1414, 226
1748840724, 4358, 6, 16, 13, 41, 0, 1453, 1854, 659
1748840724, 14610, 6, 19, 15, 56, 0, 1313, 2208, 716
1748840724, 7790, 4, 14, 10, 37, 0, 1084, 1287, 376
1748840724, 6228, 4, 15, 7, 34, 0, 758, 945, 338
1748840724, 4542, 4, 15, 7, 32, 0, 743, 922, 361
1748840725, 6330, 4, 16, 14, 41, 0, 1212, 2137, 616
1748840725, 4317, 4, 18, 19, 45, 0, 1826, 2741, 944
1748840725, 4336, 4, 21, 17, 48, 0, 1759, 2191, 807
1748840725, 10921, 8, 20, 15, 54, 0, 1704, 1877, 789
1748840725, 10621, 4, 15, 7, 38, 0, 801, 990, 353
1748840726, 4746, 5, 15, 10, 36, 0, 1018, 1310, 447
1748840726, 3814, 5, 14, 10, 34, 0, 1189, 1193, 382
1748840726, 5878, 4, 15, 11, 36, 0, 1342, 1432, 380
1748840726, 4102, 4, 15, 12, 37, 0, 1370, 1703, 537
1748840726, 5482, 4, 15, 11, 36, 0, 1339, 1403, 341
1748840727, 3281, 5, 15, 10, 34, 0, 1308, 1127, 325
1748840727, 3748, 4, 15, 10, 34, 0, 1213, 1128, 300
1748840727, 3954, 6, 15, 9, 35, 0, 1199, 1071, 320
1748840727, 4073, 4, 15, 11, 35, 0, 1224, 1555, 427
1748840727, 6458, 5, 15, 11, 39, 0, 1354, 1447, 466
1748840727, 3827, 4, 15, 10, 34, 0, 1199, 1171, 331
1748840728, 5628, 4, 15, 10, 36, 0, 1105, 1343, 349
1748840728, 3090, 4, 15, 10, 33, 0, 1058, 1289, 328
1748840728, 4046, 4, 14, 11, 35, 0, 1259, 1264, 476
1748840728, 4716, 5, 15, 10, 35, 0, 1170, 1125, 367
1748840728, 4301, 3, 15, 10, 33, 0, 1189, 1218, 286
1748840729, 5022, 5, 16, 11, 39, 0, 1350, 1493, 393
1748840729, 4943, 4, 16, 13, 39, 0, 1673, 1638, 517
1748840729, 3384, 5, 16, 11, 36, 0, 1822, 1095, 298
1748840729, 4986, 7, 15, 10, 38, 0, 1419, 1088, 415
1748840729, 5863, 4, 18, 11, 40, 0, 1512, 1387, 518
1748840730, 3737, 3, 16, 11, 35, 0, 2036, 898, 259
1748840730, 13687, 4, 16, 25, 61, 0, 4913, 1926, 639
1748840730, 6326, 4, 16, 14, 41, 0, 1989, 1472, 499
1748840730, 2776, 3, 15, 14, 36, 0, 2745, 1191, 308
1748840731, 7592, 3, 15, 15, 42, 0, 2526, 1415, 312
1748840731, 3803, 4, 15, 14, 38, 0, 2041, 1261, 542
1748840731, 3953, 4, 15, 14, 38, 0, 2129, 1267, 417
1748840731, 4096, 5, 15, 12, 38, 0, 1904, 1156, 273
1748840731, 4233, 6, 19, 15, 46, 0, 2054, 1611, 556
1748840732, 11546, 4, 19, 16, 51, 0, 2701, 1547, 421
1748840732, 4163, 4, 20, 18, 47, 0, 2204, 2515, 863
1748840732, 4900, 4, 15, 12, 37, 0, 2135, 999, 256
1748840732, 4084, 3, 15, 18, 41, 0, 3066, 1681, 408
1748840732, 5155, 5, 16, 11, 39, 0, 1755, 1164, 312
1748840733, 4701, 4, 17, 15, 41, 0, 2286, 1369, 580
1748840733, 3167, 4, 16, 17, 41, 0, 3446, 1223, 478
1748840733, 3080, 4, 14, 8, 30, 0, 1274, 771, 235
1748840733, 3503, 2, 14, 9, 30, 0, 1520, 811, 281
1748840733, 3007, 3, 13, 8, 28, 0, 1370, 799, 186
1748840733, 2613, 3, 13, 8, 28, 0, 1307, 798, 201
1748840734, 2203, 2, 14, 9, 27, 0, 1470, 767, 252
1748840734, 2282, 2, 14, 9, 28, 0, 1564, 964, 190
1748840734, 3108, 3, 14, 8, 29, 0, 1297, 855, 274
1748840734, 2913, 2, 14, 9, 29, 0, 1235, 1157, 317
1748840734, 3995, 2, 13, 9, 29, 0, 1553, 915, 193
1748840735, 2615, 2, 14, 7, 26, 0, 1303, 570, 169
1748840735, 2598, 2, 15, 8, 28, 0, 1381, 785, 269
1748840735, 2990, 3, 14, 7, 28, 0, 1300, 661, 314
1748840735, 3200, 2, 15, 7, 29, 0, 1375, 662, 207
1748840735, 2868, 3, 14, 8, 28, 0, 1360, 730, 210
1748840736, 2381, 3, 14, 7, 28, 0, 1343, 648, 252
1748840736, 2449, 3, 14, 11, 31, 0, 1846, 1121, 363
1748840736, 2641, 3, 13, 7, 27, 0, 1203, 886, 237
1748840736, 3128, 2, 13, 9, 29, 0, 1384, 962, 215
1748840736, 3182, 2, 14, 8, 29, 0, 1401, 797, 219
1748840737, 2368, 2, 14, 9, 29, 0, 1579, 912, 240
1748840737, 3572, 2, 14, 10, 30, 0, 1627, 994, 220
1748840737, 3681, 3, 14, 9, 30, 0, 1290, 1002, 330
1748840737, 2511, 3, 14, 10, 31, 0, 1622, 1152, 318
1748840737, 2945, 2, 13, 8, 28, 0, 1494, 782, 192
1748840738, 3606, 3, 14, 8, 31, 0, 1356, 947, 250
1748840738, 2885, 3, 14, 13, 33, 0, 2269, 1124, 359
1748840738, 3737, 3, 14, 9, 31, 0, 1729, 849, 293
