1748828791, 2661, 3, 14, 7, 27, 1266, 861, 195, 882, 678, 201, 1307, 462, 181
1748828791, 2144, 2, 13, 8, 27, 1880, 968, 234, 1170, 531, 202, 1070, 981, 181
1748828791, 2221, 3, 14, 8, 27, 1581, 743, 219, 887, 551, 155, 1344, 1163, 483
1748828791, 5788, 2, 14, 8, 31, 2084, 1102, 312, 1111, 624, 198, 840, 893, 220
1748828791, 2642, 4, 14, 9, 31, 2067, 1200, 217, 1356, 534, 188, 971, 841, 187
1748828791, 2488, 2, 14, 7, 28, 1370, 1092, 224, 1226, 578, 183, 735, 872, 223
1748828792, 2790, 3, 14, 8, 28, 1622, 959, 285, 1357, 493, 186, 795, 796, 203
1748828792, 2767, 2, 14, 7, 28, 1636, 657, 190, 893, 600, 183, 1456, 544, 143
1748828792, 2556, 2, 14, 8, 27, 2158, 574, 166, 1313, 658, 187, 1231, 540, 178
1748828792, 3002, 3, 14, 11, 33, 3747, 885, 257, 1491, 570, 201, 1514, 965, 201
1748828792, 2708, 3, 14, 9, 29, 1890, 1464, 228, 1039, 626, 186, 1538, 712, 192
1748828792, 2356, 2, 14, 8, 27, 1651, 877, 256, 829, 701, 200, 1642, 663, 206
1748828792, 2769, 3, 13, 7, 27, 1521, 866, 242, 357, 510, 212, 2136, 600, 172
1748828792, 1949, 2, 14, 10, 29, 2657, 761, 200, 974, 624, 201, 1841, 1122, 385
1748828792, 4630, 3, 14, 8, 31, 1362, 800, 187, 988, 592, 166, 2434, 558, 278
1748828792, 2604, 2, 13, 10, 29, 1486, 1020, 249, 1423, 629, 179, 2303, 736, 228
1748828793, 2684, 3, 14, 8, 29, 1150, 1373, 204, 1025, 542, 146, 1923, 541, 168
1748828793, 3312, 3, 16, 11, 34, 1313, 1099, 302, 1395, 1052, 404, 2414, 1187, 393
1748828793, 2675, 3, 14, 9, 30, 1093, 1134, 372, 1231, 903, 232, 1911, 1174, 301
1748828793, 3303, 2, 13, 8, 28, 1299, 506, 182, 1660, 705, 188, 1644, 924, 248
1748828793, 3079, 4, 14, 11, 33, 1016, 1198, 312, 1785, 1855, 228, 1961, 1302, 209
1748828793, 3237, 3, 15, 9, 32, 792, 1254, 336, 1641, 610, 264, 2235, 959, 321
1748828793, 3142, 2, 14, 10, 30, 754, 1245, 541, 1879, 834, 464, 1620, 1327, 263
1748828793, 2734, 3, 14, 9, 30, 401, 1127, 372, 1890, 991, 359, 1944, 903, 265
1748828793, 4037, 3, 14, 8, 30, 597, 1072, 241, 1725, 520, 243, 1664, 594, 199
1748828793, 2748, 3, 13, 7, 28, 206, 384, 155, 1392, 391, 150, 3409, 834, 164
1748828794, 2308, 3, 14, 6, 26, 349, 725, 275, 1233, 427, 128, 1878, 543, 141
1748828794, 2220, 2, 14, 7, 26, 573, 463, 191, 1604, 556, 161, 2007, 687, 174
1748828794, 2591, 3, 14, 8, 28, 327, 542, 191, 1410, 1099, 197, 2514, 569, 149
1748828794, 2255, 2, 14, 8, 28, 398, 533, 247, 2175, 499, 219, 1999, 1410, 397
1748828794, 4632, 4, 14, 10, 33, 780, 1166, 305, 1634, 1050, 264, 2122, 987, 267
1748828794, 2746, 4, 14, 8, 30, 434, 885, 396, 1386, 946, 272, 1835, 1116, 416
1748828794, 2635, 3, 14, 10, 30, 680, 1540, 656, 1518, 1082, 328, 2045, 770, 192
1748828794, 2359, 3, 14, 8, 29, 846, 895, 229, 1182, 830, 149, 1539, 1209, 641
1748828794, 1990, 2, 13, 9, 27, 1534, 848, 172, 1762, 791, 164, 1523, 827, 219
1748828794, 2895, 3, 14, 9, 30, 1233, 1141, 173, 1282, 918, 166, 2226, 625, 171
1748828795, 2899, 2, 14, 8, 28, 1219, 831, 236, 1448, 736, 206, 1620, 838, 197
1748828795, 2042, 2, 14, 10, 29, 1555, 1445, 247, 1502, 685, 188, 1905, 1136, 208
1748828795, 2235, 2, 13, 9, 27, 1610, 856, 237, 1437, 740, 195, 1393, 909, 218
1748828795, 2713, 2, 13, 8, 27, 1548, 648, 163, 1426, 692, 184, 1595, 737, 218
1748828795, 2419, 3, 14, 10, 30, 3328, 935, 170, 1529, 442, 166, 1399, 884, 202
1748828795, 2887, 2, 13, 8, 27, 1297, 533, 171, 1400, 651, 161, 1493, 927, 158
1748828795, 2453, 2, 14, 9, 28, 1839, 452, 176, 1230, 1012, 175, 2176, 717, 183
1748828795, 2209, 3, 14, 8, 29, 1442, 1076, 230, 1348, 827, 195, 1705, 699, 174
1748828795, 2787, 2, 14, 9, 29, 1546, 819, 214, 1070, 1131, 236, 2350, 956, 231
1748828795, 5602, 2, 14, 10, 33, 1592, 1324, 266, 1574, 1012, 237, 1812, 934, 302
1748828796, 2250, 4, 14, 11, 32, 1209, 1044, 250, 1913, 953, 403, 3048, 1330, 338
1748828796, 2701, 2, 14, 10, 30, 1656, 808, 308, 1409, 1082, 197, 2477, 850, 200
1748828796, 6955, 5, 16, 15, 44, 1895, 2458, 809, 1501, 2231, 648, 2931, 1171, 387
1748828796, 2996, 5, 14, 9, 32, 2201, 1001, 294, 1188, 767, 221, 1427, 638, 299
1748828796, 9071, 4, 15, 13, 43, 4719, 1410, 438, 1077, 731, 215, 1996, 1301, 325
1748828796, 3155, 2, 14, 10, 30, 1809, 1087, 317, 1306, 732, 280, 1814, 999, 274
1748828796, 2528, 3, 13, 7, 27, 1326, 711, 210, 984, 609, 169, 1189, 832, 180
1748828796, 2389, 3, 13, 7, 26, 977, 635, 173, 865, 857, 146, 1336, 710, 212
1748828796, 2207, 2, 13, 7, 25, 1211, 790, 209, 1051, 843, 190, 713, 799, 168
1748828796, 2508, 3, 14, 7, 27, 825, 842, 283, 917, 593, 190, 988, 845, 157
1748828797, 2915, 3, 13, 11, 31, 1446, 1138, 459, 1267, 1187, 328, 1434, 1142, 584
1748828797, 2169, 2, 14, 8, 27, 1506, 499, 175, 1003, 937, 170, 1416, 875, 201
1748828797, 2873, 2, 13, 8, 28, 894, 839, 194, 898, 938, 234, 1562, 1129, 316
1748828797, 2442, 4, 13, 8, 29, 1317, 953, 217, 781, 887, 144, 1613, 583, 175
1748828797, 2563, 3, 13, 7, 27, 691, 896, 216, 1357, 1061, 218, 1138, 1015, 149
1748828797, 2626, 3, 14, 8, 28, 811, 859, 208, 1327, 920, 205, 1718, 582, 181
1748828797, 2840, 4, 14, 9, 31, 1594, 1473, 470, 991, 1222, 223, 1303, 617, 224
1748828797, 2660, 3, 14, 8, 29, 1970, 1285, 264, 1200, 802, 153, 1173, 515, 245
1748828797, 2550, 4, 14, 8, 29, 1621, 1326, 267, 1377, 730, 214, 1362, 483, 150
1748828797, 2522, 3, 13, 10, 30, 1426, 1437, 531, 1865, 599, 218, 1604, 1250, 274
1748828798, 2516, 2, 14, 8, 28, 1623, 802, 226, 1393, 540, 191, 1247, 1282, 497
1748828798, 3050, 3, 13, 7, 28, 1293, 745, 175, 1270, 617, 175, 1417, 663, 166
1748828798, 2991, 3, 14, 7, 28, 1404, 630, 153, 1279, 371, 125, 858, 973, 357
1748828798, 6003, 3, 14, 8, 33, 1530, 1019, 342, 940, 922, 405, 1071, 1064, 358
1748828798, 5274, 3, 15, 10, 33, 2388, 875, 252, 1211, 719, 206, 1559, 975, 211
1748828798, 3000, 2, 14, 10, 30, 2365, 1039, 311, 1503, 743, 243, 1534, 845, 295
1748828798, 2665, 3, 14, 9, 29, 1818, 770, 257, 1013, 668, 197, 2086, 728, 201
1748828798, 3203, 3, 15, 11, 33, 3446, 1042, 306, 1267, 988, 303, 1620, 899, 391
1748828798, 2919, 3, 14, 8, 29, 1794, 730, 253, 711, 443, 168, 1730, 1301, 246
1748828798, 2929, 2, 14, 6, 26, 1766, 648, 219, 537, 387, 203, 1357, 630, 185
1748828799, 3458, 3, 14, 11, 32, 2626, 934, 387, 1398, 686, 273, 1520, 1210, 264
1748828799, 2639, 2, 14, 8, 28, 1676, 662, 197, 1003, 588, 300, 1238, 916, 209
1748828799, 2092, 3, 14, 9, 29, 1362, 1049, 262, 1002, 679, 251, 1627, 951, 472
1748828799, 3221, 2, 13, 8, 28, 1760, 489, 192, 1500, 506, 137, 1686, 871, 193
1748828799, 2548, 2, 14, 11, 32, 2503, 1709, 556, 1638, 627, 246, 1596, 1075, 283
1748828799, 3295, 2, 14, 11, 31, 2067, 741, 289, 1358, 1043, 281, 2330, 1030, 289
1748828799, 4227, 3, 15, 9, 32, 1662, 1686, 647, 730, 731, 259, 1135, 1069, 234
1748828799, 2712, 2, 14, 8, 27, 1558, 644, 258, 1332, 559, 190, 848, 871, 254
1748828799, 2603, 2, 13, 7, 26, 1581, 527, 173, 1287, 533, 221, 616, 923, 243
1748828799, 2507, 3, 14, 7, 28, 1251, 590, 190, 859, 920, 342, 711, 1082, 403
1748828800, 5243, 2, 13, 7, 29, 1687, 692, 191, 1170, 507, 132, 903, 1080, 190
1748828800, 2419, 3, 14, 8, 28, 1489, 863, 210, 1167, 962, 158, 900, 829, 188
1748828800, 2228, 3, 14, 10, 30, 2003, 1189, 232, 1808, 950, 299, 1635, 917, 238
1748828800, 2714, 2, 14, 8, 28, 1882, 759, 181, 1203, 504, 214, 1611, 670, 229
1748828800, 2466, 3, 14, 8, 29, 1901, 810, 252, 1091, 647, 200, 1442, 866, 316
1748828800, 2426, 3, 14, 8, 28, 1443, 672, 139, 912, 577, 162, 1619, 628, 264
1748828800, 2854, 3, 14, 9, 30, 1565, 916, 325, 1284, 683, 234, 1572, 1126, 245
1748828800, 2933, 2, 15, 10, 32, 2123, 1351, 438, 968, 1083, 367, 1556, 1026, 308
1748828800, 3725, 3, 15, 10, 32, 1622, 1163, 473, 920, 944, 360, 2003, 1112, 487
1748828800, 2318, 3, 15, 10, 31, 1602, 1016, 294, 1074, 1191, 227, 1724, 680, 228
1748828801, 2693, 3, 14, 4, 25, 492, 369, 200, 306, 297, 164, 1434, 642, 150
1748828801, 2053, 2, 14, 6, 25, 604, 523, 211, 445, 504, 213, 1620, 938, 241
1748828801, 2146, 3, 14, 6, 26, 504, 560, 190, 354, 662, 286, 1343, 1047, 278
1748828801, 2298, 3, 14, 5, 25, 523, 476, 233, 398, 485, 267, 1105, 666, 168
1748828801, 2535, 4, 15, 4, 27, 713, 399, 191, 390, 403, 206, 1010, 784, 207
1748828801, 2514, 2, 14, 6, 25, 594, 624, 209, 439, 372, 194, 1245, 1410, 607
1748828801, 6847, 3, 14, 10, 36, 1409, 1446, 509, 825, 981, 537, 1966, 758, 284
1748828801, 2935, 2, 15, 9, 30, 1474, 889, 267, 1490, 643, 196, 1664, 825, 257
1748828801, 3163, 3, 15, 8, 30, 1647, 812, 254, 1284, 712, 244, 1392, 579, 265
1748828801, 2695, 3, 15, 8, 30, 1656, 646, 241, 1283, 657, 183, 1319, 755, 264
1748828802, 2278, 3, 14, 7, 28, 648, 562, 293, 1516, 519, 268, 1220, 1032, 260
1748828802, 2777, 2, 14, 9, 29, 1604, 641, 212, 1242, 623, 187, 1544, 1045, 272
1748828802, 2629, 2, 14, 8, 28, 1852, 620, 205, 1502, 581, 243, 1124, 784, 252
1748828802, 2573, 3, 13, 6, 26, 1353, 423, 214, 1298, 473, 183, 748, 780, 173
1748828802, 2821, 2, 13, 8, 28, 1438, 547, 273, 1696, 740, 230, 1061, 918, 226
1748828802, 2613, 2, 14, 8, 27, 1676, 660, 213, 1494, 501, 176, 941, 893, 181
1748828802, 2759, 3, 14, 9, 30, 1525, 1192, 323, 1348, 767, 314, 944, 938, 232
1748828802, 2961, 3, 15, 9, 31, 1951, 902, 333, 1630, 779, 292, 842, 1103, 337
1748828802, 4161, 3, 15, 11, 35, 1911, 1154, 270, 3079, 918, 184, 848, 1184, 205
1748828802, 3209, 2, 14, 8, 28, 1930, 971, 227, 1530, 597, 197, 759, 913, 207
1748828803, 2857, 4, 14, 10, 32, 1672, 1459, 435, 1948, 979, 347, 953, 952, 232
1748828803, 3336, 2, 14, 9, 29, 2318, 666, 267, 1163, 1224, 495, 674, 1060, 279
1748828803, 2769, 4, 14, 12, 33, 1691, 1430, 526, 1689, 1522, 591, 1308, 1419, 645
1748828803, 4118, 5, 14, 9, 32, 1969, 767, 239, 1144, 742, 200, 1301, 791, 250
1748828803, 2980, 2, 14, 10, 30, 1720, 638, 235, 1605, 643, 286, 1978, 1005, 194
1748828803, 3373, 3, 14, 13, 35, 1769, 1556, 546, 1912, 1243, 251, 2472, 1431, 359
1748828803, 2513, 2, 14, 10, 29, 1953, 849, 205, 935, 805, 275, 2555, 790, 363
1748828803, 2646, 2, 14, 10, 29, 2213, 930, 163, 1446, 692, 159, 2144, 874, 230
1748828803, 2206, 2, 14, 9, 28, 1834, 705, 231, 1464, 835, 221, 1920, 798, 218
1748828803, 2625, 3, 14, 10, 31, 2145, 737, 237, 1897, 720, 275, 1915, 769, 283
1748828804, 2395, 3, 14, 10, 30, 2004, 709, 210, 1581, 721, 220, 2166, 889, 223
1748828804, 2469, 3, 14, 9, 29, 1658, 641, 222, 1236, 553, 189, 2035, 1020, 447
1748828804, 5060, 3, 14, 8, 32, 1436, 729, 184, 1224, 773, 182, 2112, 835, 233
1748828804, 2138, 2, 14, 8, 27, 1967, 623, 320, 1365, 685, 209, 1615, 623, 202
1748828804, 2364, 4, 14, 13, 34, 2156, 1159, 550, 1737, 1294, 498, 2406, 1562, 439
1748828804, 3500, 4, 14, 10, 33, 1901, 718, 223, 1710, 555, 204, 1671, 1420, 563
1748828804, 2834, 2, 14, 10, 30, 1599, 811, 280, 1244, 840, 282, 1944, 950, 251
1748828804, 3070, 2, 14, 9, 29, 1571, 852, 241, 1314, 653, 231, 1990, 872, 228
1748828804, 3100, 4, 15, 9, 32, 1320, 911, 460, 1462, 870, 295, 1808, 983, 318
1748828804, 3102, 3, 14, 16, 37, 1519, 1132, 300, 2356, 1819, 620, 4012, 1392, 555
1748828805, 4640, 2, 14, 9, 31, 1752, 925, 206, 1560, 665, 179, 2061, 740, 215
1748828805, 2677, 2, 14, 10, 30, 1601, 925, 217, 1313, 614, 276, 3294, 946, 299
1748828805, 2668, 2, 14, 9, 29, 1690, 1228, 300, 1457, 521, 248, 1786, 883, 191
1748828805, 2527, 3, 16, 10, 33, 2201, 1206, 313, 1320, 636, 223, 1739, 1034, 205
1748828805, 2784, 4, 14, 9, 31, 1346, 1082, 287, 1336, 683, 170, 1942, 1076, 247
1748828805, 2234, 2, 14, 9, 27, 1728, 743, 243, 1030, 714, 207, 2239, 645, 218
1748828805, 2153, 3, 14, 8, 28, 1468, 924, 294, 1100, 753, 186, 1648, 838, 197
1748828805, 2210, 2, 13, 9, 27, 1827, 910, 279, 907, 763, 209, 1724, 809, 346
1748828805, 2821, 2, 14, 8, 28, 1449, 1144, 270, 786, 819, 198, 1559, 686, 185
1748828805, 2540, 3, 13, 7, 27, 1117, 1017, 199, 1306, 795, 174, 1013, 698, 198
1748828806, 2883, 3, 13, 7, 28, 921, 874, 186, 1209, 573, 119, 1201, 706, 208
1748828806, 3015, 3, 14, 8, 29, 1119, 808, 222, 930, 1066, 369, 1800, 778, 208
1748828806, 2609, 3, 14, 7, 27, 1205, 814, 218, 1004, 740, 205, 1509, 669, 194
1748828806, 2452, 3, 14, 10, 31, 3300, 1022, 253, 823, 786, 170, 1617, 839, 189
1748828806, 2692, 2, 14, 8, 28, 1559, 943, 292, 729, 993, 245, 1643, 914, 296
1748828806, 3167, 4, 14, 15, 37, 2899, 1766, 544, 1163, 1517, 770, 3324, 1285, 517
1748828806, 4578, 3, 14, 7, 30, 1451, 1017, 301, 677, 505, 213, 1217, 725, 289
1748828806, 2639, 2, 14, 8, 27, 1194, 852, 221, 673, 1443, 304, 1681, 948, 218
1748828806, 3055, 2, 14, 9, 29, 1465, 753, 217, 745, 960, 307, 1899, 1201, 274
1748828806, 2832, 3, 14, 10, 30, 1646, 975, 279, 1034, 944, 265, 2381, 938, 259
1748828807, 3232, 2, 14, 10, 30, 1320, 1412, 549, 950, 1001, 205, 2420, 746, 423
1748828807, 2516, 2, 14, 10, 30, 1861, 708, 235, 646, 1372, 192, 2782, 889, 186
1748828807, 2885, 2, 14, 8, 28, 1351, 1013, 237, 442, 610, 323, 2247, 872, 265
1748828807, 2665, 2, 14, 10, 29, 1295, 798, 223, 843, 1313, 261, 2467, 1092, 218
1748828807, 2864, 2, 14, 9, 30, 2120, 861, 213, 465, 373, 159, 2969, 1019, 244
1748828807, 2717, 3, 14, 7, 27, 1524, 663, 179, 343, 418, 159, 2287, 919, 220
1748828807, 2769, 3, 14, 7, 28, 1369, 883, 177, 348, 374, 168, 2430, 931, 206
1748828807, 3137, 2, 14, 9, 29, 1823, 621, 190, 383, 496, 173, 3195, 1100, 191
1748828807, 2475, 2, 15, 9, 30, 2716, 986, 234, 884, 661, 150, 2014, 635, 146
1748828807, 2609, 2, 14, 9, 29, 1599, 661, 191, 838, 967, 336, 2414, 855, 198
1748828808, 2258, 2, 14, 8, 28, 1901, 1383, 213, 1143, 483, 163, 1118, 920, 195
1748828808, 2761, 2, 14, 10, 29, 2209, 612, 232, 1450, 557, 208, 1417, 1079, 288
1748828808, 2249, 2, 14, 9, 28, 2186, 525, 244, 1276, 561, 202, 2035, 853, 249
1748828808, 2169, 2, 14, 9, 28, 2674, 658, 193, 996, 601, 237, 1855, 875, 234
1748828808, 1958, 2, 14, 8, 26, 1787, 576, 166, 755, 708, 198, 1770, 732, 209
1748828808, 2702, 3, 14, 7, 28, 1730, 545, 200, 538, 873, 249, 1581, 836, 195
1748828808, 2131, 3, 14, 9, 29, 1783, 1079, 469, 463, 812, 410, 1756, 932, 188
1748828808, 2189, 3, 14, 8, 28, 1381, 603, 200, 1904, 860, 223, 1524, 757, 172
1748828808, 2295, 2, 14, 8, 27, 2277, 504, 192, 726, 761, 214, 1681, 733, 179
1748828808, 2913, 3, 15, 6, 28, 1614, 567, 147, 338, 274, 133, 1486, 780, 160
1748828809, 2055, 2, 13, 7, 25, 1990, 699, 199, 366, 419, 212, 1290, 678, 184
1748828809, 2780, 4, 14, 10, 32, 1549, 1183, 562, 601, 1021, 550, 2004, 1578, 347
1748828809, 2494, 2, 13, 8, 27, 1516, 722, 203, 457, 410, 204, 2025, 975, 197
1748828809, 2234, 2, 14, 8, 28, 1847, 653, 224, 389, 412, 161, 2853, 917, 235
1748828809, 4297, 3, 14, 8, 30, 1493, 1017, 507, 431, 904, 451, 1759, 673, 181
1748828809, 5211, 3, 14, 7, 31, 1566, 982, 380, 316, 600, 142, 1797, 676, 127
1748828809, 2358, 3, 14, 6, 27, 1450, 1045, 167, 380, 371, 180, 1505, 564, 199
1748828809, 2208, 3, 14, 6, 27, 1086, 720, 223, 396, 613, 193, 1381, 886, 305
1748828809, 3148, 2, 14, 8, 28, 1690, 956, 266, 412, 545, 214, 1519, 1057, 440
1748828809, 3292, 2, 14, 8, 28, 1728, 989, 332, 541, 628, 239, 1214, 855, 275
1748828810, 2785, 3, 15, 7, 29, 1599, 980, 216, 342, 560, 198, 1582, 573, 218
1748828810, 2292, 4, 14, 6, 27, 1660, 1071, 270, 324, 356, 181, 1086, 518, 150
1748828810, 2967, 2, 14, 6, 26, 1258, 858, 221, 303, 399, 193, 1063, 874, 253
1748828810, 2593, 3, 14, 5, 26, 1276, 675, 163, 357, 312, 148, 893, 799, 194
1748828810, 2479, 4, 15, 9, 31, 2066, 1339, 261, 417, 564, 217, 1302, 1053, 254
1748828810, 2795, 3, 14, 5, 26, 1195, 748, 223, 356, 396, 193, 865, 784, 178
1748828810, 2578, 2, 15, 7, 27, 1206, 1016, 190, 358, 511, 202, 1226, 916, 188
1748828810, 2093, 2, 14, 7, 26, 1579, 792, 162, 288, 410, 165, 1194, 1238, 479
1748828810, 4116, 2, 15, 12, 35, 1394, 1583, 583, 995, 1455, 891, 1846, 1360, 398
1748828810, 5892, 2, 14, 6, 30, 910, 876, 234, 418, 574, 246, 1117, 992, 223
1748828811, 3172, 2, 14, 6, 27, 1084, 807, 279, 496, 633, 237, 1011, 730, 190
1748828811, 3131, 3, 14, 7, 28, 1138, 881, 234, 445, 636, 212, 918, 1170, 357
1748828811, 2773, 3, 15, 7, 28, 1631, 579, 231, 494, 440, 202, 1933, 806, 248
1748828811, 2074, 2, 14, 6, 25, 1496, 657, 241, 462, 507, 244, 927, 888, 201
1748828811, 1992, 2, 14, 6, 24, 996, 688, 253, 423, 508, 223, 1111, 671, 176
1748828811, 3237, 4, 14, 5, 27, 1187, 597, 157, 275, 337, 146, 886, 708, 175
1748828811, 3270, 3, 13, 6, 26, 1076, 649, 177, 427, 320, 151, 890, 1035, 227
1748828811, 2019, 2, 14, 6, 25, 1352, 626, 178, 350, 408, 152, 1091, 902, 178
1748828811, 2857, 2, 14, 9, 29, 1257, 1004, 531, 794, 941, 455, 1455, 1359, 323
1748828811, 2340, 2, 14, 7, 27, 1129, 794, 187, 1030, 612, 176, 1122, 852, 267
1748828812, 2813, 3, 15, 8, 30, 1401, 998, 381, 1148, 769, 321, 1101, 1064, 293
1748828812, 3042, 3, 15, 8, 30, 1284, 1045, 382, 936, 998, 355, 1156, 1216, 309
1748828812, 2547, 3, 15, 9, 29, 1472, 815, 208, 948, 1111, 270, 1299, 1144, 205
1748828812, 2651, 2, 14, 9, 29, 1579, 667, 239, 1511, 555, 183, 1588, 952, 227
1748828812, 2567, 3, 14, 7, 27, 1401, 607, 166, 1019, 592, 201, 1104, 802, 205
1748828812, 2139, 2, 14, 9, 28, 2112, 711, 226, 1246, 530, 186, 1525, 912, 189
1748828812, 2180, 2, 13, 8, 27, 1796, 880, 218, 1044, 573, 160, 814, 898, 222
1748828812, 2740, 3, 13, 5, 26, 1192, 641, 174, 317, 373, 139, 909, 895, 252
1748828812, 2654, 3, 14, 6, 26, 1525, 529, 165, 284, 381, 169, 908, 1007, 255
1748828812, 2413, 3, 14, 10, 30, 2914, 767, 414, 635, 623, 216, 1725, 1476, 320
1748828813, 2833, 2, 14, 9, 28, 1933, 731, 261, 739, 915, 347, 1289, 1149, 383
1748828813, 3282, 4, 14, 7, 30, 1805, 944, 338, 452, 569, 215, 1002, 1040, 329
1748828813, 3714, 3, 14, 8, 30, 1663, 1468, 332, 679, 852, 235, 1011, 1003, 339
1748828813, 3567, 5, 15, 11, 35, 2192, 1206, 368, 1330, 912, 283, 1024, 1100, 353
1748828813, 2552, 3, 14, 9, 29, 1497, 944, 299, 1280, 843, 236, 1897, 728, 194
1748828813, 3058, 2, 14, 9, 30, 2210, 1128, 221, 1666, 686, 195, 1382, 625, 190
1748828813, 2543, 3, 16, 11, 34, 2104, 1480, 473, 1043, 1158, 417, 1646, 1017, 282
1748828813, 2473, 3, 13, 8, 28, 1312, 851, 274, 1017, 862, 192, 1504, 923, 233
1748828813, 2785, 4, 14, 8, 29, 1332, 906, 274, 1217, 858, 225, 1059, 784, 277
